dataset,dataset_slug,query_id,query_text,doc_id,x,y,z,bm25_rank,rerank_rank,rank_gain,bm25_score,reranker_score,relevance,visual_group,preview,abs_rank_gain,label,direction
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,24873253,-0.1717865,0.1066308,0.042360134,27,21,6,16.595244778862874,-3.815375328063965,0,Subiu,"Clinical benefits and considerations of bisphosphonate treatment in metastatic bone disease.. Patients with metastatic bone disease are at risk for developing skeletal-related events that can negatively influence quality of life, contributi...",6,,Subiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,41913714,0.37083656,0.06524911,-0.30472726,60,55,5,14.682340661669407,-9.793316841125488,0,Subiu,Cardiac glycosides inhibit TNF-α/NF-κB signaling by blocking recruitment of TNF receptor-associated death domain to the TNF receptor. Digitoxin and structurally related cardiac glycoside drugs potently block activation of the TNF-α/NF-κB si...,5,,Subiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,35660758,0.34699383,0.09682769,-0.028166223,52,48,4,15.153589966934222,-8.480701446533203,0,Subiu,D3 phosphoinositides and outside-in integrin signaling by glycoprotein IIb-IIIa mediate platelet actin assembly and filopodial extension induced by phorbol 12-myristate 13-acetate.. Phorbol 12-myristate 13-acetate (PMA) uncaps a small numbe...,4,,Subiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,25121903,-0.5075946,0.13260789,-0.19466068,16,14,2,17.82090698109906,-3.483198404312134,0,Subiu,"Cancer treatment and survivorship statistics, 2014.. The number of cancer survivors continues to increase due to the aging and growth of the population and improvements in early detection and treatment. In order for the public health commun...",2,,Subiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,27167110,-0.25220174,-0.3901767,0.27248564,11,9,2,18.96100741107379,-3.042802333831787,0,Top reranker,Androgen regulation of micro-RNAs in prostate cancer.. BACKGROUND Androgens play a critical role in the growth of both androgen dependent and castration-resistant prostate cancer (CRPC). Only a few micro-RNAs (miRNAs) have been suggested to...,2,,Subiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,22180793,-0.065301925,-0.28221762,-0.16579686,7,6,1,19.84947880782621,-2.7817344665527344,0,Top reranker,"Monoclonal antibody targeting of N-cadherin inhibits prostate cancer growth, metastasis and castration resistance. The transition from androgen-dependent to castration-resistant prostate cancer (CRPC) is a lethal event of uncertain molecula...",1,22180793,Subiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,6219790,0.103580296,-0.015106352,-0.44369572,38,38,0,15.636183531437545,-5.949087619781494,0,Sem mudança,Cancer Cell Membrane-Coated Nanoparticles for Anticancer Vaccination and Drug Delivery. Cell-derived nanoparticles have been garnering increased attention due to their ability to mimic many of the natural properties displayed by their sourc...,0,,Igual
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,24581365,-0.67457426,0.020481687,0.13232723,4,5,-1,20.43908529429516,-2.746929168701172,0,Top 5 BM25 e BGE,20-year outcomes following conservative management of clinically localized prostate cancer.. CONTEXT The appropriate therapy for men with clinically localized prostate cancer is uncertain. A recent study suggested an increasing prostate can...,1,24581365,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,23974474,0.36065248,-0.06900839,0.049607027,48,51,-3,15.267629304010034,-8.973154067993164,0,Caiu,PKD1 Inhibits AMPKα2 through Phosphorylation of Serine 491 and Impairs Insulin Signaling in Skeletal Muscle Cells.. AMP-activated protein kinase (AMPK) is an energy-sensing enzyme whose activity is inhibited in settings of insulin resistanc...,3,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,17671145,-0.09498625,-0.35849848,0.16794759,19,23,-4,17.43263866578665,-4.027289867401123,0,Caiu,ROR-γ drives androgen receptor expression and represents a therapeutic target in castration-resistant prostate cancer. The androgen receptor (AR) is overexpressed and hyperactivated in human castration-resistant prostate cancer (CRPC). Howe...,4,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,2727303,0.2371762,-0.13703288,-0.17498063,42,46,-4,15.498423495248213,-7.686028480529785,0,Caiu,"Microtubule-associated histone deacetylase 6 supports the calcium store sensor STIM1 in mediating malignant cell behaviors.. Stromal-interaction molecule 1 (STIM1) is an endoplasmic reticulum Ca(2+) storage sensor that promotes cell growth,...",4,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,10279084,0.11788054,-0.2745649,0.17973174,22,26,-4,17.008087780850563,-4.192494869232178,0,Caiu,Differential regulation of MAP kinase activation by a novel splice variant of human MAP kinase phosphatase-2.. MAP kinase phosphatase-2 (MKP-2) is a member of the family of dual specificity phosphatases that functions to inactivate the ERK ...,4,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,10024681,-0.19488093,-0.3909195,0.076998256,15,20,-5,17.91563277696594,-3.7706809043884277,0,Caiu,Epigenetic-induced repression of microRNA-205 is associated with MED1 activation and a poorer prognosis in localized prostate cancer. Deregulation of microRNA (miRNA) expression can have a critical role in carcinogenesis. Here we show in pr...,5,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,1344498,0.48639673,0.06484618,0.06071622,40,45,-5,15.595555727140669,-7.317735195159912,0,Caiu,"Glutaminolysis activates Rag-mTORC1 signaling.. Amino acids control cell growth via activation of the highly conserved kinase TORC1. Glutamine is a particularly important amino acid in cell growth control and metabolism. However, the role o...",5,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,25915873,0.02194289,-0.18085088,0.04158031,6,11,-5,19.97585210591975,-3.158463954925537,0,Caiu,Dasatinib inhibits both osteoclast activation and prostate cancer PC-3-cell-induced osteoclast formation.. PURPOSE Therapies to target prostate cancer bone metastases have only limited effects. New treatments are focused on the interaction ...,5,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,14131683,-0.217821,-0.31357297,0.15379477,9,15,-6,19.611831778489552,-3.5572218894958496,0,Caiu,"Divergent clonal evolution of castration resistant neuroendocrine prostate cancer. An increasingly recognized resistance mechanism to androgen receptor (AR)-directed therapy in prostate cancer involves epithelial plasticity, in which tumor ...",6,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,10699587,-0.5567686,0.03985305,0.09791391,17,24,-7,17.614008925809276,-4.092648983001709,0,Caiu,"Four prognostic groups predict long-term survival from prostate cancer following radiotherapy alone on Radiation Therapy Oncology Group clinical trials.. PURPOSE Gleason score (GS), T stage, and pathologic lymph node status have been descri...",7,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,15113221,-0.021125568,-0.33701912,-0.14210062,21,28,-7,17.028642889885433,-4.513358116149902,0,Caiu,Poor prognosis in carcinoma is associated with a gene expression signature of aberrant PTEN tumor suppressor pathway activity.. Pathway-specific therapy is the future of cancer management. The oncogenic phosphatidylinositol 3-kinase (PI3K) ...,7,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,7343711,0.16909665,-0.01437908,-0.42617765,30,39,-9,16.15068524062226,-6.292455673217773,0,Caiu,"Basics of PD-1 in self-tolerance, infection, and cancer immunity. Successful cancer treatment requires understanding host immune response against tumor cells. PD-1 belongs to the CD28 superfamily of receptors that work as “checkpoints” of i...",9,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,25513319,0.054405957,-0.21568191,0.05708398,1,10,-9,22.31686157108907,-3.109091281890869,0,Top reranker,Coactivator SRC-2-dependent metabolic reprogramming mediates prostate cancer survival and metastasis.. Metabolic pathway reprogramming is a hallmark of cancer cell growth and survival and supports the anabolic and energetic demands of these...,9,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,39326723,0.12872347,-0.20431316,-0.15172425,33,43,-10,15.896804094517138,-7.062205791473389,0,Caiu,Functional genomics and proteomics approaches to study the ERBB network in cancer.. Substantial progress in functional genomic and proteomic technologies has opened new perspectives in biomedical research. The sequence of the human genome h...,10,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,6790197,-0.21083952,-0.37983683,0.11177148,8,19,-11,19.81116464077204,-3.70011043548584,0,Caiu,Prostate cancer-associated gene expression alterations determined from needle biopsies.. PURPOSE To accurately identify gene expression alterations that differentiate neoplastic from normal prostate epithelium using an approach that avoids ...,11,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,6669242,0.5152642,0.08529041,0.3268884,31,42,-11,16.061481746529502,-7.053450584411621,0,Caiu,"Protein acetylation affects acetate metabolism, motility and acid stress response in Escherichia coli. Although protein acetylation is widely observed, it has been associated with few specific regulatory functions making it poorly understoo...",11,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,33417012,-0.11319121,0.540232,0.04351727,47,60,-13,15.324765032916051,-10.196602821350098,0,Caiu,"Treated individuals who progress to action or maintenance for one behavior are more likely to make similar progress on another behavior: coaction results of a pooled data analysis of three trials.. OBJECTIVE This study compared, in treatmen...",13,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,3898784,0.0048173876,0.566128,0.043273203,23,36,-13,16.824795796829928,-5.909393787384033,0,Caiu,Association of Intracerebral Hemorrhage Among Patients Taking Non–Vitamin K Antagonist vs Vitamin K Antagonist Oral Anticoagulants With In-Hospital Mortality. Importance Although non–vitamin K antagonist oral anticoagulants (NOACs) are incr...,13,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,20821402,0.3755573,0.15827775,0.37023878,43,57,-14,15.426394536581562,-9.894720077514648,0,Caiu,"Specificity of the dRP/AP lyase of Ku promotes nonhomologous end joining (NHEJ) fidelity at damaged ends.. Nonhomologous end joining (NHEJ) is essential for efficient repair of chromosome breaks. However, the NHEJ ligation step is often obs...",14,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,4999633,0.20450842,-0.1578027,-0.08277899,26,41,-15,16.685621881745575,-7.051241874694824,0,Caiu,"Membrane estrogen receptor-α levels in MCF-7 breast cancer cells predict cAMP and proliferation responses. 17β-estradiol (E2) can rapidly induce cAMP production, but the conditions under which these cAMP levels are best measured and the sig...",15,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,14092737,0.48771274,0.14415354,-0.0014846595,37,53,-16,15.69747597153285,-9.472358703613281,0,Caiu,Alpha-Synuclein Induces Lysosomal Rupture and Cathepsin Dependent Reactive Oxygen Species Following Endocytosis. α-synuclein dysregulation is a critical aspect of Parkinson's disease pathology. Recent studies have observed that α-synuclein ...,16,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,35768199,0.28335825,0.35192043,0.17774893,35,52,-17,15.812721801243095,-8.978264808654785,0,Caiu,"Methanosphaera stadtmaniae gen. nov., sp. nov.: a species that forms methane by reducing methanol with hydrogen. Methanosphaera stadtmaniae is a non-motile, Gram-positive spherical-shaped organism that obtains energy for growth by using hyd...",17,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,4469125,0.404431,-0.03987734,0.019246263,36,54,-18,15.784473714800164,-9.642288208007812,0,Caiu,G-protein-independent coupling of MC4R to Kir7.1 in hypothalamic neurons. The regulated release of anorexigenic α-melanocyte stimulating hormone (α-MSH) and orexigenic Agouti-related protein (AgRP) from discrete hypothalamic arcuate neurons...,18,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,8210189,0.39757004,0.03208401,0.06404711,41,59,-18,15.519031870706582,-10.196582794189453,0,Caiu,"RAS genes in Saccharomyces cerevisiae: signal transduction in search of a pathway.. Ras proteins in budding yeasts initially appeared to regulate initiation of the cell cycle in response to nutrient availability. More recent work, while cla...",18,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,39426225,0.3127033,-0.03533612,-0.057375748,39,58,-19,15.595854974997414,-10.02851390838623,0,Caiu,"Adipose stem cells originate from perivascular cells.. Recent research has shown that adipose tissues contain abundant MSCs (mesenchymal stem cells). The origin and location of the adipose stem cells, however, remain unknown, presenting an ...",19,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,30369606,0.14454989,0.026893297,0.16271149,25,47,-22,16.776351936223666,-7.826043128967285,0,Caiu,A novel immortalized human endometrial stromal cell line with normal progestational response.. Obtaining primary human endometrial stromal cells (HESCs) for in vitro studies is limited by the scarcity of adequate human material and the inab...,22,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,8702697,-0.043770082,-0.33174208,-0.13853659,2,25,-23,21.71930445643728,-4.139693737030029,0,Caiu,miR-205 hinders the malignant interplay between prostate cancer cells and associated fibroblasts.. AIMS Tumor microenvironment is a strong determinant for the acquisition of metastatic potential of cancer cells. We have recently demonstrate...,23,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,8512633,-0.24847557,-0.32222408,0.14340745,5,29,-24,20.199209743257516,-4.519259929656982,0,Caiu,"The lncRNAs PCGEM1 and PRNCR1 are not implicated in castration resistant prostate cancer. Long noncoding RNAs (IncRNAs) are increasingly implicated in cancer biology, contributing to essential cancer cell functions such as proliferation, in...",24,,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,36432234,0.069350325,-0.1545911,-0.048167557,3,30,-27,21.471221629974632,-4.575018405914307,0,Caiu,"Wedelolactone induces growth of breast cancer cells by stimulation of estrogen receptor signalling.. Wedelolactone, a plant coumestan, was shown to act as anti-cancer agent for breast and prostate carcinomas in vitro and in vivo targeting m...",27,36432234,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,7005276,0.35799694,0.098730884,0.23263904,12,44,-32,18.614952238776283,-7.262120723724365,0,Caiu,Acetic Acid Activates the AMP-Activated Protein Kinase Signaling Pathway to Regulate Lipid Metabolism in Bovine Hepatocytes. The effect of acetic acid on hepatic lipid metabolism in ruminants differs significantly from that in monogastric a...,32,7005276,Caiu
SciFact,scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,40913091,0.0023784924,0.38922605,0.04388862,18,56,-38,17.478786363087185,-9.824213027954102,0,Caiu,"GENOTYPING OF THALASSEMIA IN MICROCYTIC HYPOCHROMIC ANEMIA PATIENTS FROM SOUTHWEST REGION OF IRAN. Objective: To evaluate the frequency of α -gene, s-gene, and hemoglobin variant numbers in subjects with Microcytic hypochromic anemia. Metho...",38,40913091,Caiu
