dataset,dataset_slug,query_id,query_text,doc_id,x,y,z,bm25_rank,rerank_rank,rank_gain,bm25_score,reranker_score,relevance,visual_group,preview,abs_rank_gain,label,direction
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,20418809,0.21059373,0.2994964,0.040250275,31,10,21,8.197981413009256,-8.244495391845703,0,Top reranker,"Inducible depletion of satellite cells in adult, sedentary mice impairs muscle regenerative capacity without affecting sarcopenia. A key determinant of geriatric frailty is sarcopenia, the age-associated loss of skeletal muscle mass and str...",21,,Subiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,4653837,0.2589891,0.27824497,0.016266806,50,30,20,7.1396495643366436,-9.556699752807617,0,Subiu,"MicroRNA-29 induces cellular senescence in aging muscle through multiple signaling pathways. The mechanisms underlying the development of aging-induced muscle atrophy are unclear. By microRNA array and individual qPCR analyses, we found sig...",20,,Subiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,11933721,0.013747368,0.038828604,-0.42381427,52,32,20,7.121452585448194,-9.669343948364258,0,Subiu,"Does an arthroscopic suture bridge technique maintain repair integrity?: a serial evaluation by ultrasonography.. UNLABELLED Biomechanical studies suggest a suture bridge technique enhances rotator cuff tendon footprint contact area, holdin...",20,,Subiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,17933691,0.22577153,0.32014212,-0.017083326,47,28,19,7.291112546012325,-9.507585525512695,0,Subiu,Characterization of adipocytes derived from fibro/adipogenic progenitors resident in human skeletal muscle. A population of fibro/adipogenic but non-myogenic progenitors located between skeletal muscle fibers was recently discovered. The ai...,19,,Subiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,21297708,-0.45371652,-0.22498251,0.21207474,42,25,17,7.416810846611851,-9.426227569580078,0,Subiu,"Nerve-induced release of nitric oxide in the rabbit gastrointestinal tract as measured by in vivo microdialysis.. 1. Nitric oxide (NO) has been suggested as a gastrointestinal neurotransmitter, mediating the gastric receptive relaxation and...",17,,Subiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,12411274,0.4003582,0.24384558,0.20794098,59,42,17,6.881055806955096,-10.082980155944824,0,Subiu,"Skeletal Myogenic Progenitors Originating from Embryonic Dorsal Aorta Coexpress Endothelial and Myogenic Markers and Contribute to Postnatal Muscle Growth and Regeneration. Skeletal muscle in vertebrates is derived from somites, epithelial ...",17,,Subiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,11181416,-0.053667057,-0.19526485,0.18357284,53,38,15,7.0485419968801475,-9.859539985656738,0,Subiu,"Arginase I: a limiting factor for nitric oxide and polyamine synthesis by activated macrophages?. Because arginase hydrolyzes arginine to produce ornithine and urea, it has the potential to regulate nitric oxide (NO) and polyamine synthesis...",15,,Subiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,4680262,-0.12463342,0.005508047,-0.1092487,43,29,14,7.376054990406955,-9.54257583618164,0,Subiu,"Mulberry leaves (Morus alba L.) ameliorate obesity-induced hepatic lipogenesis, fibrosis, and oxidative stress in high-fat diet-fed mice. Obesity is associated with chronic diseases such as fatty liver, type 2 diabetes, cardiovascular disea...",14,,Subiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,3285059,-0.19387539,0.26347554,0.014773993,28,18,10,8.406171755139363,-8.923542022705078,0,Subiu,Lack of Skeletal Muscle IL-6 Affects Pyruvate Dehydrogenase Activity at Rest and during Prolonged Exercise. Pyruvate dehydrogenase (PDH) plays a key role in the regulation of skeletal muscle substrate utilization. IL-6 is produced in skelet...,10,,Subiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,16660256,0.3868155,0.14056472,0.15922385,29,20,9,8.36640854716989,-9.054000854492188,0,Subiu,"Sprouty1 Regulates Reversible Quiescence of a Self-Renewing Adult Muscle Stem Cell Pool during Regeneration. Satellite cells are skeletal muscle stem cells capable of self-renewal and differentiation after transplantation, but whether they ...",9,,Subiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,52175065,-0.20727912,0.39275095,-0.07949303,10,2,8,10.577223492171495,-6.975064277648926,0,Top reranker,Acute and chronic exercise in patients with heart failure with reduced ejection fraction: evidence of structural and functional plasticity and intact angiogenic signalling in skeletal muscle. KEY POINTS The vascular endothelial growth facto...,8,52175065,Subiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,285794,0.08908685,-0.34205195,-0.59812146,58,50,8,6.887273926239829,-10.195159912109375,0,Subiu,Quantitative Detection of Hepatitis C Virus RNA by Light Cycler PCR and Comparison with Two Different PCR Assays. The new Light Cycler technology was adapted to the detection of hepatitis C virus (HCV) RNA in clinical samples. Sera from 81 ...,8,,Subiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,8771704,0.20554222,0.22810939,0.17984703,18,12,6,9.35548418283595,-8.356268882751465,0,Subiu,Pharmacological blockage of fibro/adipogenic progenitor expansion and suppression of regenerative fibrogenesis is associated with impaired skeletal muscle regeneration.. Acute skeletal muscle injury triggers an expansion of fibro/adipogenic...,6,,Subiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,20186814,0.36381954,0.24123192,0.22354382,22,17,5,9.066308114630546,-8.733659744262695,0,Subiu,"A new look at the origin, function, and ""stem-cell"" status of muscle satellite cells.. Muscle satellite cells have long been considered a distinct myogenic lineage responsible for postnatal growth, repair, and maintenance of skeletal muscle...",5,,Subiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,43566999,-0.28129506,0.24538007,-0.07324879,19,15,4,9.230367632629504,-8.638620376586914,0,Subiu,"Exercise blood flow patterns within and among rat muscles after training.. This study was designed to determine the influence of a long-term, moderate-intensity treadmill training program on the distribution of blood flow within and among m...",4,,Subiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,36211049,-0.18096532,-0.17612025,-0.3777466,60,58,2,6.866297426980417,-10.196765899658203,0,Subiu,"Chronic stress and psychological well-being: evidence from Thailand on household crowding.. This paper examines the effect of one form of chronic stress--household crowding--on psychological well-being, as measured by multiple inverse indic...",2,,Subiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,40631095,-0.49967924,0.13986771,-0.22017416,2,1,1,13.267409150025529,-6.9522705078125,0,Top 5 BM25 e BGE,The Combination of Exercise and Respiratory Training Improves Respiratory Muscle Function in Pulmonary Hypertension. Increased dyspnea and reduced exercise capacity in pulmonary arterial hypertension (PAH) can be partly attributed to impair...,1,40631095,Subiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,35828148,-0.15031764,-0.09150934,0.15288298,46,45,1,7.291897323198222,-10.145308494567871,0,Subiu,"Kinetic evidence for rapid oxidation of (-)-epicatechin by human myeloperoxidase.. Apocynin has been reported to require dimerization by myeloperoxidase (MPO) to inhibit leukocyte NADPH oxidase. (-)-Epicatechin, a dietary flavan-3-ol, has b...",1,,Subiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,37673301,0.12090896,0.016358087,0.035821863,21,21,0,9.106597270537701,-9.077242851257324,0,Sem mudança,"Peptide and non-peptide G-protein coupled receptors (GPCRs) in skeletal muscle.. G-protein coupled receptors (GPCRs) represent a large class of cell surface receptors that mediate a multitude of functions. Over the years, a number of GPCRs ...",0,,Igual
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,43048059,-0.4129606,-0.1190842,0.27766785,3,3,0,13.063093900140213,-7.083889007568359,0,Top 5 BM25 e BGE,"Hydrogen sulfide interacts with nitric oxide in the heart: possible involvement of nitroxyl.. AIMS The present study aims to investigate the interaction between nitric oxide (NO) and hydrogen sulfide (H(2)S), the two important gaseous media...",0,43048059,Igual
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,39728826,0.12170272,-0.13550174,-0.33411402,56,57,-1,6.9529810064974535,-10.196581840515137,0,Caiu,Use of TLS parameters to model anisotropic displacements in macromolecular refinement.. An essential step in macromolecular refinement is the selection of model parameters which give as good a description of the experimental data as possibl...,1,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,12631697,0.092106014,-0.07510005,0.015322127,1,5,-4,16.616109406812186,-7.656010150909424,1,Top 5 BM25 e BGE,Activation of fast skeletal muscle troponin as a potential therapeutic approach for treating neuromuscular diseases. Limited neural input results in muscle weakness in neuromuscular disease because of a reduction in the density of muscle in...,4,12631697,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,37438296,0.3338767,0.28336012,-0.12621874,37,41,-4,7.515520353044075,-10.04838752746582,0,Caiu,Altered microRNA expression in bovine skeletal muscle with age.. Age-dependent decline in skeletal muscle function leads to several inherited and acquired muscular disorders in elderly individuals. The levels of microRNAs (miRNAs) could be ...,4,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,34328964,0.07185332,0.3246214,0.065374374,4,8,-4,11.732086735633565,-8.074687004089355,0,Top reranker,Intimal smooth muscle cell proliferation after balloon catheter injury. The role of basic fibroblast growth factor.. The localization and synthesis of basic fibroblast growth factor (bFGF) in the rat carotid artery were investigated at time...,4,34328964,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,31200375,0.16059165,0.11835744,-0.29020366,9,14,-5,10.709365688863864,-8.591781616210938,0,Caiu,Gene expression in human skeletal muscle: alternative normalization method and effect of repeated biopsies. The reverse transcriptase-polymerase chain reaction (RT-PCR) method has lately become widely used to determine transcription and mRN...,5,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,4627816,-0.04276453,0.2690844,-0.36848077,34,39,-5,7.7887772244004,-9.909799575805664,0,Caiu,Relationship between advanced glycation end‐product accumulation and low skeletal muscle mass in Japanese men and women. AIM The present study aimed to investigate the relationship between advanced glycation end-product accumulation and ske...,5,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,26658659,-0.39068154,-0.06313034,0.3024805,40,47,-7,7.463896723853929,-10.181612014770508,0,Caiu,Hydrogen sulfide increases nitric oxide production with calcium-dependent activation of endothelial nitric oxide synthase in endothelial cells.. Hydrogen sulfide (H(2)S) was recently discovered to be synthesized in mammalian tissues by seve...,7,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,25827024,0.11468733,-0.01627571,0.18660516,24,31,-7,8.764666795687777,-9.557756423950195,0,Caiu,Neuron-specific expression of CuZnSOD prevents the loss of muscle mass and function that occurs in homozygous CuZnSOD-knockout mice.. Deletion of copper-zinc superoxide dismutase (CuZnSOD) in Sod1(-/-) mice leads to accelerated loss of musc...,7,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,43890638,-0.2384833,-0.0020343983,0.23684946,26,33,-7,8.57926930134037,-9.670625686645508,0,Caiu,Hydrogen sulphide regulates intracellular pH in vascular smooth muscle cells.. We investigated the role of hydrogen sulphide (H(2)S) in intracellular pH (pH(i)) regulation in vascular smooth muscle cells and its contribution on vasodilation...,7,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,20696397,-0.13516815,0.27743313,-0.18794426,27,35,-8,8.514293275683428,-9.793932914733887,0,Caiu,Production of interleukin-6 in contracting human skeletal muscles can account for the exercise-induced increase in plasma interleukin-6.. 1. Plasma interleukin (IL)-6 concentration is increased with exercise and it has been demonstrated tha...,8,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,25970224,-0.5311843,-0.06533494,-0.11566832,14,22,-8,9.982542868303707,-9.210386276245117,0,Caiu,"The selectivity of beta-adrenoceptor antagonists on isoprenaline-induced changes in heart rate, blood pressure, soleus muscle contractility and airways function in anaesthetized cats.. The beta-adrenoceptor antagonist of propranolol, metopr...",8,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,2888272,0.40818444,0.020231035,-0.1466428,45,54,-9,7.293256059293325,-10.19638729095459,0,Caiu,Detection of Histone Modifications at Specific Gene Loci in Single Cells in Histological Sections. Chromatin immunoprecipitation assays have contributed greatly to our understanding of the role of histone modifications in gene regulation. H...,9,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,22995164,-0.22678214,-0.33875012,0.22798139,38,51,-13,7.483185008683295,-10.195230484008789,0,Caiu,"H2S and HS− donor NaHS releases nitric oxide from nitrosothiols, metal nitrosyl complex, brain homogenate and murine L1210 leukaemia cells. Nitrosoglutathione [(GSNO), 500 nmol/l] relaxed the norepinephrine precontracted rat aortic rings. T...",13,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,5828251,0.35745913,0.009761515,0.16700336,7,23,-16,11.06524120046946,-9.21721363067627,0,Caiu,"Notch signalling acts in postmitotic avian myogenic cells to control MyoD activation.. During Drosophila myogenesis, Notch signalling acts at multiple steps of the muscle differentiation process. In vertebrates, Notch activation has been sh...",16,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,1507222,-0.03166882,0.039395843,-0.057633176,6,24,-18,11.110781116727377,-9.226399421691895,0,Caiu,Increased gene expression of brown fat uncoupling protein (UCP)1 and skeletal muscle UCP2 and UCP3 in MAC16-induced cancer cachexia.. Weight loss in cancer cachexia is attributable to decreased food intake and/or enhanced energy expenditure...,18,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,23253955,0.43757898,0.061684288,0.112265855,30,49,-19,8.26486892357761,-10.195099830627441,0,Caiu,Regulation of Pax-3 expression in the dermomyotome and its role in muscle development.. The segmented mesoderm in vertebrates gives rise to a variety of cell types in the embryo including the axial skeleton and muscle. A number of transcrip...,19,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,11195653,0.34395605,-0.35679185,0.021258296,35,56,-21,7.634499187414299,-10.196475982666016,0,Caiu,Opposing Effects of PKCθ and WASp on Symmetry Breaking and Relocation of the Immunological Synapse. The immunological synapse (IS) is a junction between the T cell and antigen-presenting cell and is composed of supramolecular activation clu...,21,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,15286783,0.22154647,-0.1900621,-0.46244493,32,55,-23,7.930950942960893,-10.196475982666016,0,Caiu,Matrix eQTL: Ultra fast eQTL analysis via large matrix operations. Expression quantitative trait loci (eQTL) mapping aims to determine genomic regions that regulate gene transcription. Expression QTL is used to study the regulatory structur...,23,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,14308244,0.27846438,-0.4391209,0.09408276,36,60,-24,7.595285442927942,-10.196870803833008,0,Caiu,"Interneuronal DISC1 regulates NRG1-ErbB4 signalling and excitatory-inhibitory synapse formation in the mature cortex.. Neuregulin-1 (NRG1) and its receptor ErbB4 influence several processes of neurodevelopment, but the mechanisms regulating...",24,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,6993046,-0.36106372,0.22013894,-0.17246608,15,40,-25,9.954018192665554,-9.982114791870117,0,Caiu,Breathing more with weaker respiratory muscles in pulmonary arterial hypertension.. Exertional fatigue and dyspnoea limit the daily activities of patients with pulmonary arterial hypertension 1. These symptoms are usually explained by the i...,25,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,6397191,-0.0781032,0.12930024,0.18881963,11,37,-26,10.53465277707697,-9.845351219177246,0,Caiu,Endothelin-1 is induced by cytokines in human vascular smooth muscle cells: evidence for intracellular endothelin-converting enzyme.. Endothelin-1 (ET-1) is the predominant endothelin isopeptide generated by the vascular wall and therefore ...,26,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,4164929,0.06765222,0.3724774,-0.048752736,8,34,-26,10.897270639005686,-9.75275993347168,0,Caiu,The emerging role of skeletal muscle extracellular matrix remodelling in obesity and exercise.. Skeletal muscle extracellular matrix remodelling has been proposed as a new feature associated with obesity and metabolic dysfunction. Exercise ...,26,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,18678095,0.13842736,-0.2520695,0.2112562,17,43,-26,9.503034982953238,-10.105733871459961,0,Caiu,Vesicular Glycolysis Provides On-Board Energy for Fast Axonal Transport. Fast axonal transport (FAT) requires consistent energy over long distances to fuel the molecular motors that transport vesicles. We demonstrate that glycolysis provide...,26,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,25742205,0.06147679,-0.43067536,0.0055727293,33,59,-26,7.915145976827505,-10.196817398071289,0,Caiu,Biochemical characterization of the Ran-RanBP1-RanGAP system: are RanBP proteins and the acidic tail of RanGAP required for the Ran-RanGAP GTPase reaction?. RanBP type proteins have been reported to increase the catalytic efficiency of the ...,26,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,3662132,0.2994992,-0.37639597,-0.50165427,23,52,-29,9.06364604103326,-10.195786476135254,0,Caiu,Fast and accurate short read alignment with Burrows–Wheeler transform. MOTIVATION The enormous amount of short reads generated by the new DNA sequencing technologies call for the development of fast and accurate read alignment programs. A f...,29,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,33554389,0.19270985,0.11791124,0.11527239,5,36,-31,11.60393904170726,-9.810534477233887,0,Caiu,The relationship of the level of cyclic amp to differentiation in primary cultures of chick muscle cells.. Abstract The effect of increased levels of cAMP upon the differentiation of primary cultures of chick myo blasts has been investigate...,31,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,23702805,0.27712253,-0.4258812,0.20256346,13,44,-31,9.997096121507745,-10.13263988494873,0,Caiu,Vesicular trafficking of semaphorin 3A is activity-dependent and differs between axons and dendrites.. Secreted semaphorins act as guidance cues in the developing nervous system and may have additional functions in mature neurons. How semap...,31,,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,23746332,-0.069329016,-0.5400773,0.13591906,16,48,-32,9.943043215316836,-10.189153671264648,0,Caiu,Fast calcium and voltage-sensitive dye imaging in enteric neurones reveal calcium peaks associated with single action potential discharge.. Slow changes in [Ca(2+)](i) reflect increased neuronal activity. Our study demonstrates that single-...,32,23746332,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,13757347,0.15981969,-0.55200577,0.11046205,20,53,-33,9.209727442211214,-10.195842742919922,0,Caiu,Involvement of cortical fast-spiking parvalbumin-positive basket cells in epilepsy.. GABAergic interneurons of the parvalbumin-positive fast-spiking basket cells subtype (PV INs) are important regulators of cortical network excitability and...,33,13757347,Caiu
SciFact,scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,16398827,0.036586788,-0.5012518,0.18767509,12,46,-34,10.11707947090435,-10.171982765197754,0,Caiu,"Astrocyte-Mediated Distributed Plasticity at Hypothalamic Glutamate Synapses. Afferent activity can induce fast, feed-forward changes in synaptic efficacy that are synapse specific. Using combined electrophysiology, caged molecule photolysi...",34,16398827,Caiu
