dataset,dataset_slug,query_id,query_text,doc_id,x,y,z,bm25_rank,rerank_rank,rank_gain,bm25_score,reranker_score,relevance,visual_group,preview,abs_rank_gain,label
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-4744,-0.24020083,0.08979876,-0.107217915,11,22,-11,14.649075582535165,-5.033016204833984,0,Caiu,"Diet quality of preschool children and maternal perceptions/misperceptions: the GENESIS study.. OBJECTIVES: To quantify maternal perceptions regarding the quality of their child's diet, and to identify factors associated with misperceptions...",11,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-1789,-0.10019123,-0.35546014,0.13275497,12,53,-41,14.518586802705483,-6.972523212432861,0,Caiu,"Nonextractable polyphenols, usually ignored, are the major part of dietary polyphenols: a study on the Spanish diet.. SCOPE: Dietary polyphenols (PP) can be divided into two groups: extractable polyphenols (EPP) or compounds solubilized by ...",41,MED-1789
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-1487,0.22177003,0.32930115,0.089955725,13,50,-37,14.509084941519617,-6.758270740509033,2,Relevante no qrels,"Patients' Expectations of Screening and Preventive Treatments. PURPOSE An informed decision to accept a health care intervention requires an understanding of its likely benefit. This study assessed participants' estimates of the benefit, as...",37,MED-1487
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-4911,0.050953556,-0.3847076,0.3564277,14,37,-23,14.239559665346146,-5.842316150665283,0,Caiu,"The environmental and public health risks associated with arsenical use in animal feeds.. Arsenic exposures contribute significantly to the burden of preventable disease worldwide, specifically related to increased risks of cancer, diabetes...",23,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-2518,0.24530481,0.09856324,-0.15077028,15,60,-45,14.157327610581628,-8.252044677734375,0,Caiu,"Aging is not programmed. Aging is not and cannot be programmed. Instead, aging is a continuation of developmental growth, driven by genetic pathways such as mTOR. Ironically, this is often misunderstood as a sort of programmed aging. In con...",45,MED-2518
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-4994,-0.14188625,0.3319221,0.14403102,16,47,-31,14.152971023624131,-6.437631130218506,0,Caiu,"Who benefits most from the cardioprotective properties of alcohol consumption--health freaks or couch potatoes?. BACKGROUND: The cardioprotective properties of moderate alcohol consumption, compared with abstinence or heavy drinking, are wi...",31,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-4369,0.28275642,-0.007119472,-0.20548102,17,29,-12,14.058530833455281,-5.501455783843994,0,Caiu,"Interventions for nausea and vomiting in early pregnancy. Background Nausea, retching and vomiting are very commonly experienced by women in early pregnancy. There are considerable physical and psychological effects on women who experience ...",12,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-4631,-0.12945704,-0.18911505,-0.1996296,18,27,-9,13.968091496967457,-5.4361395835876465,0,Caiu,Anti-inflammatory effects of a low arachidonic acid diet and fish oil in patients with rheumatoid arthritis.. BACKGROUND: Patients with rheumatoid arthritis (RA) improve on a vegetarian diet or supplementation with fish oil. We investigated...,9,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-3931,-0.13647427,-0.12329079,-0.3605038,19,57,-38,13.873271967237843,-7.648753643035889,0,Caiu,"Pilot dietary study with normoproteic protein-redistributed plant-food diet and motor performance in patients with Parkinson's disease.. Although a plant-based diet can provide some benefits in Parkinson's disease (PD), no study to date has...",38,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-4127,0.15351278,-0.13128133,-0.28957057,20,43,-23,13.808824869159869,-6.206600189208984,0,Caiu,"Aspartame-induced fibromyalgia, an unusual but curable cause of chronic pain.. We report for the first time an unusual musculoskeletal adverse effect of aspartame in two patients. A 50-year-old woman had been suffering from widespread pain ...",23,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-1864,0.123478726,-0.12080332,0.22211577,21,8,13,13.75260232801622,-3.956381320953369,0,Top reranker,Hibiscus sabdariffa L. in the treatment of hypertension and hyperlipidemia: a comprehensive review of animal and human studies. The effectiveness of Hibiscus sabdariffa L. (HS) in the treatment of risk factors associated with cardiovascular...,13,MED-1864
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-2821,0.18117376,-0.25497058,0.07961769,22,34,-12,13.729228236732999,-5.723791599273682,0,Caiu,Turmeric (curcumin) remedies gastroprotective action. The purpose of this review is to summarize the pertinent literature published in the present era regarding the antiulcerogenic property of curcumin against the pathological changes in re...,12,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-757,-0.26847574,0.4552771,0.067171395,23,31,-8,13.726412056422093,-5.564731121063232,0,Caiu,"Turning back the clock: adopting a healthy lifestyle in middle age.. PURPOSE: To determine the frequency of adopting a healthy lifestyle (5 or more fruits and vegetables daily, regular exercise, BMI 18.5-29.9 kg/m2, no current smoking) in a...",8,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-1614,-0.34213388,-0.04967507,-0.0285187,24,54,-30,13.686150739952135,-7.048087120056152,0,Caiu,"Insulin sensitivity in Chinese ovo-lactovegetarians compared with omnivores.. AIM: To compare the insulin sensitivity indices between Chinese vegetarians and omnivores. METHODS: The study included 36 healthy volunteers (vegetarian, n=19; om...",30,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-4080,-0.08726794,-0.29435375,-0.30134273,25,23,2,13.626952275329915,-5.115097522735596,0,Subiu,"Mediterranean diet or extended fasting's influence on changing the intestinal microflora, immunoglobulin A secretion and clinical outcome in patients with rheumatoid arthritis and fibromyalgia: an observational study. Background Alterations...",2,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-2529,-0.38451934,-0.13354495,0.052057024,26,30,-4,13.569285612613633,-5.53577995300293,1,Relevante no qrels,"Effect of a very-high-fiber vegetable, fruit, and nut diet on serum lipids and colonic function.. We tested the effects of feeding a diet very high in fiber from fruit and vegetables. The levels fed were those, which had originally inspired...",4,MED-2529
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-2315,0.52635664,-0.113149226,0.04220208,27,2,25,13.54637938311097,-1.9312013387680054,0,Top reranker,Promiscuous drugs compared to selective drugs (promiscuity can be a virtue). Background The word selectivity describes a drug's ability to affect a particular cell population in preference to others. As part of the current state of art in t...,25,MED-2315
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-4834,-0.29833233,0.13172904,0.096136436,28,46,-18,13.536101573961128,-6.386394500732422,0,Caiu,"Cola intake and serum lipids in the Oslo Health Study.. Soft drinks can be a major source of sucrose, which may influence serum lipid concentration. We have examined the association between intake frequency of various types of soft drinks a...",18,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-3227,-0.30877325,-0.32326758,0.0050184713,29,12,17,13.518905217017949,-4.467293739318848,0,Subiu,"The impact of dietary protein on calcium absorption and kinetic measures of bone turnover in women.. Although high-protein diets induce hypercalciuria in humans, the source of the additional urinary calcium remains unclear. One hypothesis i...",17,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-3249,-0.26317394,0.03216898,-0.29982182,30,11,19,13.492611805902746,-4.373685836791992,0,Subiu,"Effect of low saturated fat diet in early and late cases of multiple sclerosis.. 144 multiple sclerosis patients took a low-fat diet for 34 years. For each of three categories of neurological disability (minimum, moderate, severe) patients ...",19,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-4486,-0.21882364,-0.020633984,0.29568082,31,7,24,13.416683794895427,-3.841576099395752,0,Top reranker,"Endometrial cancer and meat consumption: a case-cohort study.. Diet plays an important role in the etiology of certain cancers, but there is limited evidence with regard to the association between diet and risk of endometrial cancer. Few pr...",24,MED-4486
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-3199,0.1170982,-0.37294614,0.17505936,32,1,31,13.407486100680451,-1.7454174757003784,0,Top reranker,Potential risks resulting from fruit/vegetable-drug interactions: effects on drug-metabolizing enzymes and drug transporters.. It has been well established that complex mixtures of phytochemicals in fruits and vegetables can be beneficial f...,31,MED-3199
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-3926,0.11486221,-0.11675158,-0.5370407,33,55,-22,13.39024273993957,-7.300248622894287,0,Caiu,Protein redistribution diet and antiparkinsonian response to levodopa.. Sixteen parkinsonian patients with daily fluctuations in the clinical response to levodopa have been placed on a redistribution protein diet. The diet was virtually pro...,22,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-1256,-0.31567913,0.1597886,0.21156505,34,51,-17,13.348859129569917,-6.864819526672363,0,Caiu,"A meta-analysis of randomized controlled trials that compare the lipid effects of beef versus poultry and/or fish consumption.. BACKGROUND: Limited consumption of red meat, including beef, is one of many often-suggested strategies to reduce...",17,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-2527,-0.064533085,0.36905766,-0.07244829,35,28,7,13.322775999145023,-5.470590114593506,1,Relevante no qrels,Cross-analysis of dietary prescriptions and adherence in 356 hypercholesterolaemic patients.. BACKGROUND: One of the major issues in controlling serum cholesterol through dietetic intervention appears to be the need to improve patient adher...,7,MED-2527
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-3233,-0.3489365,-0.30455574,0.028213654,36,13,23,13.32106854528701,-4.557606220245361,0,Subiu,A diet high in meat protein and potential renal acid load increases fractional calcium absorption and urinary calcium excretion without affecting m.... Our objective in this study was to determine the effects of a high-protein and high-pote...,23,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-735,0.2523362,0.058857035,-0.0013890793,37,59,-22,13.300406455734764,-8.12089729309082,0,Caiu,"Prevalence and incidence of gastroduodenal ulcers during treatment with vascular protective doses of aspirin.. BACKGROUND: Aspirin is valuable for preventing vascular events, but information about ulcer frequency is necessary to inform risk...",22,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-4848,-0.2077599,-0.05859374,-0.33328718,38,44,-6,13.281928841724783,-6.286149501800537,0,Caiu,Vegetarian diet for patients with rheumatoid arthritis--status: two years after introduction of the diet.. We have previously reported that a significant improvement can be obtained in rheumatoid arthritis patients by fasting followed by an...,6,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-2227,-0.054387644,0.13165763,0.13538484,39,40,-1,13.27313992752323,-5.945806980133057,0,Caiu,"Chocolate--guilty pleasure or healthy supplement?. Dark chocolate and other cocoa products are popular in the population as a whole, but their overall health benefit remains controversial. Observations from the Kuna Indian population have s...",1,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-1343,0.4360505,0.16481963,-0.11917215,40,24,16,13.272491238716414,-5.17876672744751,0,Subiu,Selective publication of antidepressant trials and its influence on apparent efficacy.. BACKGROUND: Evidence-based medicine is valuable to the extent that the evidence base is complete and unbiased. Selective publication of clinical trials-...,16,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-2717,-0.1950666,0.15639736,-0.15025179,41,17,24,13.215663738305803,-4.822201251983643,0,Subiu,The role of exercise in the treatment of obesity.. The United States is in the midst of a significant public health problem that relates to obesity and inactivity. This epidemic has far-ranging consequences for our workforce and our childre...,24,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-2323,0.4048862,-0.21067917,0.21591003,42,48,-6,13.206322441256404,-6.614040374755859,0,Caiu,"Plant phenolics as drug leads -- what is missing?. Low molecular weight phenols of plant origin are undoubtedly semiochemicals although not all of them can be easily classified as typical allelochemicals, which straightforwardly benefit the...",6,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-4921,0.004017737,-0.28142476,-0.32976437,43,56,-13,13.131728860932077,-7.411137104034424,0,Caiu,"Diagnosing mild enteropathy celiac disease: a randomized, controlled clinical study.. BACKGROUND & AIMS: The diagnostic criteria for celiac disease require small-bowel mucosal villous atrophy with crypt hyperplasia (Marsh III). However, muc...",13,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-3526,-0.09841882,-0.23969723,-0.0051082354,44,58,-14,13.09247872074003,-7.666477680206299,0,Caiu,"Jerte Valley cherry-enriched diets improve nocturnal rest and increase 6-sulfatoxymelatonin and total antioxidant capacity in the urine of middle-a.... Tryptophan, serotonin, and melatonin, present in Jerte Valley cherries, participate in s...",14,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-2762,0.05809236,0.13905473,0.28321147,45,3,42,13.082396107723634,-2.079505443572998,0,Top reranker,Vitamin and mineral supplements in the primary prevention of cardiovascular disease and cancer: An updated systematic evidence review for the U.S. .... BACKGROUND: Vitamin and mineral supplements are commonly used to prevent chronic disease...,42,MED-2762
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-5344,-0.03627019,0.40246278,0.27687505,46,41,5,13.011547418492096,-6.119801044464111,0,Subiu,"Risk factors for myocardial infarction in women and men: insights from the INTERHEART study.. AIMS: Coronary heart disease (CHD) is a leading cause of death among men and women globally. Women develop CHD about 10 years later than men, yet ...",5,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-1770,-0.1203407,-0.406596,0.2566936,47,33,14,13.001047436985846,-5.707388401031494,0,Subiu,"Possible health impact of animal oestrogens in food.. Oestrogens govern reproductive functions in vertebrates, and are present in all animal tissues. The theoretical maximum daily intake (TMDI) of oestradiol-17beta by consumption of cattle ...",14,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-4539,0.51030946,-0.20778963,0.29121354,48,4,44,12.988055726802274,-3.0054268836975098,0,Top reranker,Natural products as sources of new drugs over the last 25 years.. This review is an updated and expanded version of two prior reviews that were published in this journal in 1997 and 2003. In the case of all approved agents the time frame ha...,44,MED-4539
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-2267,0.23542787,-0.35342073,-0.01654174,49,9,40,12.959843813961673,-4.0718770027160645,0,Top reranker,"Effect of non-steroidal anti-inflammatory drugs and prostaglandins on the permeability of the human small intestine.. Intestinal permeability was estimated in healthy subjects after ingestion of aspirin (1.2+1.2 g), ibuprofen (400+400 mg) a...",40,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-3422,-0.27701068,-0.021925671,-0.13792309,50,21,29,12.950507126076195,-5.029080390930176,0,Subiu,"Mediterranean diet improves sexual function in women with the metabolic syndrome.. In the present study, we tested the effect of a Mediterranean-style diet on sexual function in women with the metabolic syndrome. Women were identified in ou...",29,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-819,-0.19112101,-0.058151696,-0.13342482,51,39,12,12.943414165817657,-5.864590167999268,0,Subiu,Effect of metformin compared with hypocaloric diet on serum C-reactive protein level and insulin resistance in obese and overweight women with poly.... AIM: The aim of the present study was to investigate the efficacy of Metformin compared ...,12,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-1617,-0.22923778,0.054843154,-0.06305193,52,14,38,12.941763935056265,-4.732853889465332,0,Subiu,Effect of a 21 day Daniel Fast on metabolic and cardiovascular disease risk factors in men and women. Background Dietary modification via caloric restriction is associated with multiple effects related to improved metabolic and cardiovascul...,38,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-3540,0.6614985,-0.09460593,-0.19879389,53,36,17,12.851887175460341,-5.821226596832275,0,Subiu,"Monoaminergic neurotransmission: the history of the discovery of antidepressants from 1950s until today.. The 1950s saw the clinical introduction of the first two specifically antidepressant drugs: iproniazid, a monoamine-oxidase inhibitor ...",17,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-3862,-0.26251873,0.076576054,0.3205155,54,35,19,12.851549918378776,-5.760127544403076,0,Subiu,Dietary factors and risk of breast cancer: combined analysis of 12 case-control studies.. We conducted a combined analysis of the original data to evaluate the consistency of 12 case-control studies of diet and breast cancer. Our analysis s...,19,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-5013,-0.3400659,0.0152616985,0.010959868,55,25,30,12.84174227608667,-5.395478248596191,0,Subiu,Impairment of endothelial function--a possible mechanism for atherosclerosis of a high-fat meal intake.. INTRODUCTION: Endothelial dysfunction is known to occur in patients with coronary artery disease. Flow-mediated dilation of the brachia...,30,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-4535,0.28537267,-0.3715962,0.28770223,56,42,14,12.789282422500623,-6.128264904022217,0,Subiu,Detection of toxic heavy metals and pesticide residue in herbal plants which are commonly used in the herbal formulations.. Herbal formulations are getting popular throughout the world and commercialized extensively for various medicinal pr...,14,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-4243,-0.11305827,0.4423813,-0.005579877,57,19,38,12.778103133315058,-4.879879474639893,0,Subiu,Intensive lifestyle changes for reversal of coronary heart disease.. CONTEXT: The Lifestyle Heart Trial demonstrated that intensive lifestyle changes may lead to regression of coronary atherosclerosis after 1 year. OBJECTIVES: To determine ...,38,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-1620,-0.24890082,-0.01575184,-0.081143536,58,38,20,12.77678780934257,-5.845428943634033,0,Subiu,A 21-day Daniel fast with or without krill oil supplementation improves anthropometric parameters and the cardiometabolic profile in men and women. Background The Daniel Fast is a vegan diet that prohibits the consumption of animal products...,20,
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-5287,-0.27363837,0.20404968,0.039805673,59,15,44,12.775201160122753,-4.779252529144287,0,Subiu,"Candy consumption was not associated with body weight measures, risk factors for cardiovascular disease, or metabolic syndrome in US adults: NHANES.... There is limited research examining the relationship of candy consumption by adults on d...",44,MED-5287
NF-Corpus,nfcorpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,MED-1208,-0.26161736,0.11746637,-0.032296445,60,10,50,12.774217810523647,-4.197112560272217,0,Top reranker,"Death row nutrition. Curious conclusions of last meals.. The growing macabre fascination with ""last meals"" offers a window into one's true consumption desires when one's value of the future is discounted close to zero. But in contrast to po...",50,MED-1208
