dataset,dataset_slug,query_id,query_text,doc_id,x,y,z,bm25_rank,rerank_rank,rank_gain,bm25_score,reranker_score,relevance,visual_group,preview,abs_rank_gain,label
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,vvz5spk7,-0.18444373,0.053696133,0.038671423,11,48,-37,23.521100194344204,-2.831465244293213,1,Relevante no qrels,Multiplex detection and dynamics of IgG antibodies to SARS-CoV2 and the highly pathogenic human Coronaviruses SARS-CoV and MERS-CoV. BACKGROUND: Knowledge of the COVID-19 epidemic extent and the level of herd immunity is urgently needed to ...,37,vvz5spk7
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,ph6pxseu,-0.17952074,0.05710795,0.041939925,12,55,-43,23.49044910763559,-4.209473609924316,2,Relevante no qrels,Multiplex detection and dynamics of IgG antibodies to SARS-CoV2 and the highly pathogenic human coronaviruses SARS-CoV and MERS-CoV. BACKGROUND: Knowledge of the COVID-19 epidemic extent and the level of herd immunity is urgently needed to ...,43,ph6pxseu
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,p1il9b9x,-0.46035317,-0.2905474,0.16111848,13,42,-29,23.460511328191416,-2.375905990600586,0,Caiu,"Mucosal Immunization and Adjuvants. The goal of the influenza vaccine is to prevent influenza virus infection and control the yearly seasonal epidemic and pandemic. However, the presently available parenteral influenza vaccine induces only ...",29,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,7gqzyzjz,0.1342474,0.13437149,-0.21041836,14,31,-17,23.437427540755714,-0.9895097017288208,0,Caiu,"The case for Chronotherapy in COVID‐19 induced Acute Respiratory Distress Syndrome (ARDS).. COVID‐19, the disease resulting from infection by a novel coronavirus: SARS‐Cov2 that has rapidly spread since November 2019 leading to a global pan...",17,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,j1370ljf,-0.22709717,0.4428744,0.2997329,15,33,-18,23.411418041599298,-1.0706613063812256,0,Caiu,Potential Therapeutic Targeting of Coronavirus Spike Glycoprotein Priming. Processing of certain viral proteins and bacterial toxins by host serine proteases is a frequent and critical step in virulence. The coronavirus spike glycoprotein c...,18,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,vn3ugk4f,-0.22672552,0.4387749,0.30006886,16,32,-16,23.411418041599298,-1.0044429302215576,0,Caiu,Potential Therapeutic Targeting of Coronavirus Spike Glycoprotein Priming. Processing of certain viral proteins and bacterial toxins by host serine proteases is a frequent and critical step in virulence. The coronavirus spike glycoprotein c...,16,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,1s0jw2bd,-0.37157103,-0.4074422,0.22636771,17,29,-12,23.396450947477735,-0.5114411115646362,0,Caiu,Control of influenza virus infection by immunity to conserved viral features.. Influenza has circulated among humans for centuries and kills more people than many newly emerging diseases. The present methods for control of influenza are not...,12,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,behe7zl6,0.1438535,0.13865267,-0.21291396,18,40,-22,23.37835531468584,-2.3191301822662354,0,Caiu,"The case for chronotherapy in Covid-19-induced acute respiratory distress syndrome. Coronavirus disease 2019 (COVID-19), the disease resulting from infection by a novel coronavirus, SARS-Cov2, has rapidly spread since November 2019 leading ...",22,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,u7h279m6,-0.32090288,0.2383841,0.1045957,19,27,-8,23.10540080681013,-0.2797956168651581,0,Caiu,"Receptor-binding domain as a target for developing SARS vaccines.. A decade ago, severe acute respiratory syndrome (SARS) coronavirus (SARS-CoV) caused a global pandemic with a mortality rate of 10%. Reports of recent outbreaks of a SARS-li...",8,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,2c4jk2ms,0.23592907,0.023464553,-0.21430945,20,15,5,23.071647725338075,0.9650583267211914,0,Subiu,SARS Cov2 infection in a renal transplanted patients. A case report.. The clinical manifestation of COVID-19 can vary from an asymptomatic course to ARDS requiring invasive mechanical ventilation and extracorporeal membrane oxygenation. A k...,5,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,bcqdm2b1,-0.10779859,0.12841327,-0.12646621,21,11,10,22.998009899457507,1.791667103767395,2,Relevante no qrels,Protective Adaptive Immunity Against Severe Acute Respiratory Syndrome Coronaviruses 2 (SARS-CoV-2) and Implications for Vaccines. Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is an emerging human coronavirus responsible for...,10,bcqdm2b1
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,ikjivfce,0.21051037,0.156762,-0.020474289,22,54,-32,22.754491007936235,-4.1199116706848145,0,Caiu,"Causes of hypogeusia/hyposmia in SARS‐CoV2 infected patients. It is well appreciated that SARS‐CoV2 does not exclusively affect the lungs.(1,2) Virus‐RNA can be detected in most of the body compartments, including the cerebrospinal fluid (C...",32,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,528p64iu,-0.057640012,0.21106037,-0.217643,23,7,16,22.64492866828935,2.7361154556274414,1,Relevante no qrels,"COVID-19: Immunology and treatment options. The novel coronavirus SARS-CoV2 causes COVID-19, a pandemic threatening millions. As protective immunity does not exist in humans and the virus is capable of escaping innate immune responses, it c...",16,528p64iu
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,r7ahl9gd,-0.062468197,0.22079678,-0.21462156,24,9,15,22.59440961532607,2.3702902793884277,1,Relevante no qrels,"COVID-19: Immunology and treatment options. Abstract The novel coronavirus SARS-CoV2 causes COVID-19, a pandemic threatening millions. As protective immunity does not exist in humans and the virus is capable of escaping innate immune respon...",15,r7ahl9gd
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,6q92742u,-0.30103594,-0.40304524,0.22385654,25,51,-26,22.509800184231008,-3.788818836212158,2,Relevante no qrels,Evaluating the promise of recombinant transmissible vaccines. Transmissible vaccines have the potential to revolutionize infectious disease control by reducing the vaccination effort required to protect a population against a disease. Recen...,26,6q92742u
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,f5p37j7g,0.11850065,-0.05134249,-0.09184242,26,17,9,22.289871771207928,0.9414776563644409,1,Relevante no qrels,"Projecting the transmission dynamics of SARS-CoV-2 through the postpandemic period. It is urgent to understand the future of severe acute respiratory syndrome–coronavirus 2 (SARS-CoV-2) transmission. We used estimates of seasonality, immuni...",9,f5p37j7g
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,hkfqxv2r,0.051561292,0.32586128,-0.10919608,27,24,3,22.195148407022756,0.02783113718032837,0,Subiu,Obesity and COVID-19: A Fatal Alliance. Most people infected with Severe Acute Respiratory Syndrome Coronavirus 2 (SARS CoV2) are mildly symptomatic while few progress to critical illness and succumb to the infection. The disease severity i...,3,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,p5h752r6,0.45127234,-0.20064473,0.19365768,28,58,-30,22.192910547085503,-5.3747878074646,0,Caiu,Guidelines for the management of surgical departments in non-uniform hospitals during the COVID-19 pandemic. In the last several weeks we have been witnessing the exponentially progressing pandemic SARS-CoV-2 coronavirus. As the number of p...,30,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,kbyf6u49,0.45121646,-0.19837879,0.19235569,29,57,-28,22.192910547085503,-4.971016883850098,0,Caiu,Guidelines for the management of surgical departments in non-uniform hospitals during the COVID-19 pandemic.. In the last several weeks we have been witnessing the exponentially progressing pandemic SARS-CoV-2 coronavirus. As the number of ...,28,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,96p0ktoz,-0.02360269,0.16408665,-0.13772857,30,14,16,22.141438289530708,0.9858970642089844,1,Relevante no qrels,"Do COVID-19 and SARS Gene Complexities and Variations Help Overcome the Knowledge Gap?. A whole new pathogen, to which humans have virtually no pre-existing immunity, has caused fear all over the world. Severe acute respiratory syndrome cor...",16,96p0ktoz
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,kxsy16bc,0.11341025,-0.008322546,-0.11065005,31,19,12,22.094184873089908,0.4614306390285492,1,Relevante no qrels,"Projecting the transmission dynamics of SARS-CoV-2 through the postpandemic period. It is urgent to understand the future of severe acute respiratory syndrome-coronavirus 2 (SARS-CoV-2) transmission. We used estimates of seasonality, immuni...",12,kxsy16bc
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,wldxibrt,0.56100595,-0.21917677,0.49934697,32,46,-14,22.003189355211738,-2.6700215339660645,0,Caiu,"Challenges in maintaining treatment services for people who use drugs during the COVID-19 pandemic. The impact of COVID-19 across health services, including treatment services for people who use drugs, is emerging but likely to have a high ...",14,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,i5b0k41k,0.56100595,-0.21917674,0.499347,33,56,-23,22.003189355211738,-4.483161449432373,0,Caiu,"Challenges in maintaining treatment services for people who use drugs during the COVID-19 pandemic. The impact of COVID-19 across health services, including treatment services for people who use drugs, is emerging but likely to have a high ...",23,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,yuwrr4vg,-0.025893115,-0.10044831,-0.10247664,34,21,13,21.918470258899795,0.354538232088089,2,Relevante no qrels,"Differences in antibody kinetics and functionality between severe and mild SARS-CoV-2 infections.. We determined and compared the humoral immune response in severe, hospitalized and mild, non-hospitalized COVID-19 patients. Severe patients ...",13,yuwrr4vg
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,rs79r7kc,-0.15320618,-0.1128192,-0.21448655,35,20,15,21.842372606337992,0.38196057081222534,1,Relevante no qrels,Protective immunity after COVID-19 has been questioned: What can we do without SARS-CoV-2-IgG detection?. Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) induces a severe acute respiratory syndrome that is called COVID-19. Clin...,15,rs79r7kc
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,5ntytxfs,0.022502096,0.24009931,0.1498547,36,38,-2,21.83753230648957,-1.8118399381637573,0,Caiu,"Increased susceptibility of SARS-CoV2 infection on Oral Cancer patients; Cause and effects: An Hypothesis. In 2019, a new coronavirus (SARS CoV2) infecting Humans has emerged in Wuhan, China which caused an unprecedented pandemic involving ...",2,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,i6lo7h5p,0.022502096,0.24009934,0.1498547,37,36,1,21.83753230648957,-1.4792715311050415,0,Subiu,"Increased susceptibility of SARS-CoV2 infection on oral cancer patients; cause and effects: An hypothesis. In 2019, a new coronavirus (SARS CoV2) infecting humans has emerged in Wuhan, China which caused an unprecedented pandemic involving ...",1,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,rsz7ch2a,-0.15639095,-0.0986201,-0.22040437,38,25,13,21.798505939977908,-0.049345605075359344,2,Relevante no qrels,Protective immunity after COVID-19 has been questioned: what can we do without SARS-CoV-2-IgG detection?. Abstract Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) induces a severe acute respiratory syndrome that is called COVID...,13,rsz7ch2a
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,rpq62xhl,-0.044914618,-0.33110568,-0.21437001,39,34,5,21.751227456227912,-1.1239850521087646,1,Relevante no qrels,Reflection on lower rates of COVID-19 in children: does childhood immunizations offer unexpected protection?. The incidence of COVID-19 in children and teenagers is only about 2% in China. Children had mild symptoms and hardly infected othe...,5,rpq62xhl
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,9lol67n1,-0.16163425,-0.20530243,-0.16406621,40,16,24,21.745238461305,0.9569028615951538,1,Relevante no qrels,Vaccine repurposing approach for preventing COVID 19: can MMR vaccines reduce morbidity and mortality?. The coronavirus disease (COVID-19) is resulting in millions of infected individuals with several hundred thousands dead throughout the w...,24,9lol67n1
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,vvf3ei6v,-0.08296802,0.2666098,0.24542193,41,43,-2,21.670888915210433,-2.3806183338165283,0,Caiu,"Structural Similarity of SARS-CoV2 Mpro and HCV NS3/4A Proteases Suggests New Approaches for Identifying Existing Drugs Useful as COVID-19 Therapeutics.. During the current COVID-19 pandemic more than 160,000 people have died worldwide as o...",2,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,342thf3o,-0.005746741,-0.1334157,-0.22057785,42,4,38,21.381911542981356,4.1252827644348145,0,Top reranker,"SARS - CoV-2: Reasons of epidemiology of severe ill disease cases and therapeutic approach using trivalent vaccine (tetanus, diphtheria and Bordetella pertussis). The novel coronavirus Covid-19 follows transmission route and clinical presen...",38,342thf3o
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,b5pebtwm,0.12281119,0.20094368,-0.1053085,43,49,-6,21.359904768421632,-3.3954367637634277,0,Caiu,SARS-COV2 INFECTION AND LUNG CANCER PATIENTS: the potential role of IL17 target therapy. Abstract The coronavirus disease 2019 (Covid-19) outbreak is evolving rapidly worldwide. The Lung is the target organ of the primary infection and pati...,6,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,jfe8neec,-0.046479683,-0.14345287,-0.22068119,44,10,34,21.35098840420422,2.227400064468384,2,Relevante no qrels,"SARS – CoV -2: reasons of epidemiology of severe ill disease cases and therapeutic approach using trivalent vaccine (tetanus, diphtheria and Bordetella pertussis). Abstract The novel coronavirus COVID-19 follows transmission route and clini...",34,jfe8neec
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,nfvbog77,0.085048385,0.31371254,-0.08565161,45,22,23,21.30631853116013,0.346592515707016,0,Subiu,SARS‐COV‐2 and infectivity: Possible increase in infectivity associated to integrin motif expression. SARS-COV2 represents the causal agent of a potentially fatal disease (COVID-19) that is actually of great global public health concern. SA...,23,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,88px7oq2,-0.06994277,-0.09885939,-0.20120214,46,13,33,21.291430978436924,1.128812551498413,2,Relevante no qrels,"T cells found in COVID-19 patients ‘bode well’ for long-term immunity. SARS-CoV-2, the virus that causes COVID-19, has been unclear Now, two studies reveal that infected people harbor T cells that target the virus—and may help them recover ...",33,88px7oq2
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,4jkhg4kp,0.3991942,-0.031278685,-0.10705574,47,23,24,21.249585525386788,0.2957138419151306,0,Subiu,"Prognostication and Proactive Planning in COVID-19. Accurate prognostication is challenging in the setting of SARS-CoV-2, the virus responsible for COVID-19, due to rapidly changing data, studies that are not generalizable, and lack of morb...",24,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,kkga96h9,0.13113081,0.13566531,-0.12752528,48,2,46,21.17486122410095,4.773234844207764,0,Top reranker,"Severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2): a global pandemic and treatment strategies. The emergence and rapid spread of coronavirus disease 2019 (COVID-19), caused by severe acute respiratory syndrome coronavirus-2 (SARS...",46,kkga96h9
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,f4572w5m,0.050784834,0.37542468,0.32253203,49,44,5,21.1684277286277,-2.60837459564209,0,Subiu,Class A G Protein-Coupled Receptor Antagonist Famotidine as a Therapeutic Alternative Against SARS-CoV2: An In Silico Analysis.. The pandemic associated with Severe Acute Respiratory Syndrome Coronavirus type 2 (SARS-CoV2) and its disease n...,5,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,zf0nfhya,0.05350794,0.38258108,0.3240111,50,41,9,21.1684277286277,-2.358091115951538,0,Subiu,Class A G Protein-Coupled Receptor Antagonist Famotidine as a Therapeutic Alternative Against SARS-CoV2: An In Silico Analysis. The pandemic associated with Severe Acute Respiratory Syndrome Coronavirus type 2 (SARS-CoV2) and its disease na...,9,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,svwkcuxf,0.18780673,0.18068255,-0.20160767,51,12,39,21.133036452407563,1.5908350944519043,0,Subiu,"Thromboinflammation and the hypercoagulability of COVID-19.. The pathogenic coronavirus has been wreaking havoc worldwide since January. Infection with SARS-CoV-2 is problematic as no one has prior immunity, and no specific antiviral treatm...",39,svwkcuxf
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,pknaxvhg,0.3932461,-0.03600488,-0.10505285,52,18,34,21.109740527395424,0.8971368074417114,0,Subiu,"Prognostication and Proactive Planning in COVID-19. Abstract Accurate prognostication is challenging in the setting of SARS-CoV-2, the virus responsible for COVID-19, due to rapidly changing data, studies that are not generalizable and lack...",34,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,rtnhndw3,0.35759968,-0.16071263,0.062098093,53,39,14,21.06355492788313,-2.1005654335021973,1,Relevante no qrels,"A national prospective cohort study of SARS/COV2 pandemic outcomes in the U.S.: The CHASING COVID Cohort. Introduction: The Chasing COVID Cohort (C3) study is a US-based, geographically and socio-demographically diverse sample of adults (18...",14,rtnhndw3
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,owoksyol,-0.0767113,-0.022056246,0.2293092,54,3,51,21.03248846342001,4.499703884124756,0,Top reranker,Standardization of enzyme-linked immunosorbent assays for serosurveys of the SARS-CoV-2 pandemic using clinical and at-home blood sampling. The extent of SARS-CoV-2 infection throughout the United States population is currently unknown. Hig...,51,owoksyol
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,rrx6xhr0,0.22376274,-0.2588167,0.044134177,55,37,18,20.937482959800313,-1.5843862295150757,0,Subiu,"Crushing the curve, the role of national and international institutions and policy makers in COVID-19 pandemic. Nobody can be fully prepared to a pandemic. Of course there are signs of it, the scientists can predict, alarming speeches can b...",18,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,w1l8h8g8,-0.18284257,0.04198445,0.18797623,56,52,4,20.922964095678104,-3.8749442100524902,1,Relevante no qrels,"Middle East respiratory syndrome coronavirus vaccines: current status and novel approaches. Middle East respiratory syndrome coronavirus (MERS-CoV) is a cause of severe respiratory infection in humans, specifically the elderly and people wi...",4,w1l8h8g8
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,hechmemo,0.055143382,0.016753962,-0.04117737,57,1,56,20.894999547064195,7.564396381378174,1,Relevante no qrels,"SARS-CoV-2 will continue to circulate in the human population: an opinion from the point of view of the virus-host relationship. At the population level, the virus-host relationship is not set up to end with the complete elimination of eith...",56,hechmemo
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,zzp6cj76,0.34716803,-0.03312839,0.018472739,58,45,13,20.88160273008578,-2.662623882293701,0,Subiu,Protocol for a multicentre study of nosocomial SARS-CoV2 transmission The NOSO-COR Project. Introduction: The newly identified SARS-CoV2 can cause serious acute respiratory infections such as pneumonia with a mortality rate of approximately...,13,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,ggo9wsrm,-0.3951042,-0.2684263,0.25275767,59,59,0,20.8622639350481,-5.979083061218262,0,Sem mudança,Immunity toward H1N1 influenza hemagglutinin of historical and contemporary strains suggests protection and vaccine failure. Evolution of H1N1 influenza A outbreaks of the past 100 years is interesting and significantly complex and details ...,0,
TREC-COVID,trec_covid,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,m43n6ff7,-0.5031988,-0.22743352,0.23470713,60,60,0,20.794565828495514,-7.182868957519531,0,Sem mudança,"Protective immunity to lethal challenge of the 1918 pandemic influenza virus by vaccination.. The remarkable infectivity and virulence of the 1918 influenza virus resulted in an unprecedented pandemic, raising the question of whether it is ...",0,
