dataset,dataset_slug,query_id,query_text,doc_id,x,y,z,bm25_rank,rerank_rank,rank_gain,bm25_score,reranker_score,relevance,visual_group,preview,abs_rank_gain,label
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,7662395,-0.13583313,0.25760925,-0.2541216,11,36,-25,12.397922924821321,-5.093572616577148,0,Caiu,"Perinatal mortality in rural China: retrospective cohort study.. OBJECTIVES To explore the use of local civil registration data to assess the perinatal mortality in a typical rural county in a less developed province in China, 1999-2000. DE...",25,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,19961177,-0.30609608,0.19480151,-0.19462563,12,41,-29,12.200860744359044,-5.3632097244262695,0,Caiu,"Mortality from causes amenable and non-amenable to medical care: the experience of eastern Europe.. OBJECTIVE To investigate comparative national trends in mortality from conditions amenable to timely, appropriate medical care and from thos...",29,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,46437558,-0.21239796,0.056933466,-0.2392244,13,51,-38,11.819763406963208,-5.679469108581543,0,Caiu,"The role of alcohol in the Russian mortality crisis.. AIMS Alcohol is believed to be an important factor behind the sharp rise in mortality during the period 1990-94 in Russia. However, the rise in the standard alcohol consumption proxy doe...",38,46437558
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,40867854,0.10075724,0.056340046,0.30390233,14,18,-4,11.312564554422764,-3.5484838485717773,0,Caiu,"Acute respiratory failure in patients with severe community-acquired pneumonia: a prospective randomized evaluation of noninvasive ventilation.. In uncontrolled studies, noninvasive positive pressure ventilation (NPPV) was found useful in a...",4,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,24581365,-0.19954136,0.364393,0.034355696,15,39,-24,11.242334459815325,-5.211828231811523,0,Caiu,20-year outcomes following conservative management of clinically localized prostate cancer.. CONTEXT The appropriate therapy for men with clinically localized prostate cancer is uncertain. A recent study suggested an increasing prostate can...,24,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,11016410,0.39028525,-0.06896142,-0.3426737,16,52,-36,10.858022789101227,-5.747612953186035,0,Caiu,"Experimental Evolution of an RNA Virus in Wild Birds: Evidence for Host-Dependent Impacts on Population Structure and Competitive Fitness. Within hosts, RNA viruses form populations that are genetically and phenotypically complex. Heterogen...",36,11016410
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,14021596,-0.068843916,0.10963104,0.08009805,17,4,13,10.826566512950734,-1.691696047782898,0,Top reranker,The association of Red cell distribution width and in-hospital mortality in older adults admitted to the emergency department. BACKGROUND The objective of the study was to test the hypothesis that elevated red cell distribution width (RDW) ...,13,14021596
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,14823313,-0.24255991,0.118769266,-0.42800215,18,22,-4,10.787587886052059,-3.8269710540771484,0,Caiu,Changing mortality patterns in East and West Germany and Poland. II: short-term trends during transition and in the 1990s.. OBJECTIVES To examine trends in life expectancy at birth and age and cause specific patterns of mortality in the for...,4,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,36003142,-0.086645216,0.18010598,0.101236105,19,45,-26,10.59703382414527,-5.467352390289307,0,Caiu,Mortality risk in patients with dementia treated with antipsychotics versus other psychiatric medications.. OBJECTIVE Mortality rates in the year following new antipsychotic medication starts for neuropsychiatric symptoms of dementia were c...,26,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,20610390,-0.14205447,0.43359697,-0.14913566,20,11,9,10.584821702623085,-2.5116701126098633,0,Subiu,"Exploring the epidemiological characteristics of cancers of unknown primary site in an Australian population: implications for research and clinical care.. OBJECTIVES To investigate incidence, mortality and case survival trends for cancer o...",9,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,16066726,0.6037724,0.17253965,-0.04076852,21,28,-7,10.487185621928884,-4.640566825866699,0,Caiu,"Tumor necrosis factor signaling mediates resistance to mycobacteria by inhibiting bacterial growth and macrophage death.. Tumor necrosis factor (TNF), a key effector in controlling tuberculosis, is thought to exert protection by directing f...",7,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,202259,-0.15705305,-0.124021105,0.33310592,22,9,13,10.46849252290016,-2.115800380706787,0,Top reranker,Effect of lowering blood pressure on cardiovascular events and mortality in patients on dialysis: a systematic review and meta-analysis of randomised controlled trials. BACKGROUND Patients undergoing dialysis have a substantially increased ...,13,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,25293616,-0.12666586,0.2039478,-0.05250772,23,8,15,10.401149866303573,-2.106491804122925,0,Top reranker,"A systematic review of mortality in schizophrenia: is the differential mortality gap worsening over time?. CONTEXT Despite improvements in mental health services in recent decades, it is unclear whether the risk of mortality in schizophreni...",15,25293616
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,36355784,-0.14328964,0.40641037,-0.16843548,24,44,-20,10.218468210955187,-5.407529354095459,0,Caiu,"The effect of mass screening on incidence and mortality of squamous and adenocarcinoma of cervix uteri.. OBJECTIVE To describe the efficacy of the Finnish mass screening program for cervical squamous carcinoma and adenocarcinoma, as reflect...",20,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,45401535,0.5487356,0.056037024,0.19478801,25,42,-17,10.207807803998458,-5.3668599128723145,0,Caiu,"Candida albicans-Staphylococcus aureus polymicrobial peritonitis modulates host innate immunity.. Despite advances in medical device fabrication and antimicrobial treatment therapies, fungal-bacterial polymicrobial peritonitis remains a ser...",17,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,17415081,-0.19865476,0.041995775,-0.2239615,26,32,-6,10.148505361030743,-4.899679660797119,0,Caiu,"Prospective Study of One Million Deaths in India: Rationale, Design, and Validation Results. Over 75% of the annual estimated 9.5 million deaths in India occur in the home, and the large majority of these do not have a certified cause. Indi...",6,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,24443043,-0.14312866,-0.33227533,0.27089217,27,14,13,10.143557936196622,-2.8948917388916016,0,Subiu,Cardiopulmonary exercise testing variables reflect the degree of diastolic dysfunction in patients with heart failure-normal ejection fraction.. PURPOSE Previous investigations have reported a relationship between variables obtained from ec...,13,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,12438901,-0.07475526,0.26016656,0.035463747,28,47,-19,10.11306944904863,-5.557258129119873,0,Caiu,"Long-term effects of continuing adjuvant tamoxifen to 10 years versus stopping at 5 years after diagnosis of oestrogen receptor-positive breast cancer: ATLAS, a randomised trial. BACKGROUND For women with oestrogen receptor (ER)-positive ea...",19,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,6599693,0.38795394,-0.19619367,-0.43622005,29,38,-9,10.030322107103123,-5.205437183380127,0,Caiu,Empirical verification of evolutionary theories of aging. We recently selected 3 long-lived mutant strains of Saccharomyces cerevisiae by a lasting exposure to exogenous lithocholic acid. Each mutant strain can maintain the extended chronol...,9,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,40754510,0.3347946,0.10377844,0.093305156,30,55,-25,9.960335587112688,-6.171324729919434,0,Caiu,"Staphylococcus aureus infections.. Micrococcus, which, when limited in its extent and activity, causes acute suppurative inflammation (phlegmon), produces, when more extensive and intense in its action on the human system, the most virulent...",25,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,6525844,-0.10227222,-0.23154002,0.28542218,31,2,29,9.864346425515892,-1.1997116804122925,0,Top reranker,Impact of aortic stiffness on survival in end-stage renal disease.. BACKGROUND Damage to large arteries is a major factor in the high cardiovascular morbidity and mortality of patients with end-stage renal disease (ESRD). Increased arterial...,29,6525844
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,20887554,-0.018906549,-0.06611691,0.47429702,32,15,17,9.837508593291066,-3.1305062770843506,0,Subiu,Preoperative C-reactive protein predicts mid-term outcome after cardiac surgery.. BACKGROUND C-reactive protein (CRP) is a known risk factor for cardiovascular events in the healthy population and in patients with coronary artery disease. H...,17,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,34603465,0.47100613,-0.2986899,-0.16318165,33,60,-27,9.750304096812297,-9.526222229003906,0,Caiu,"Metabolic, Epigenetic, and Transgenerational Effects of Gut Bacterial Choline Consumption.. Choline is an essential nutrient and methyl donor required for epigenetic regulation. Here, we assessed the impact of gut microbial choline metaboli...",27,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,33533307,-0.22344626,-0.026799705,0.14509346,34,20,14,9.574081631889378,-3.751343250274658,0,Subiu,Sex-based differences in the effect of digoxin for the treatment of heart failure.. BACKGROUND The Digitalis Investigation Group trial reported that treatment with digoxin did not decrease overall mortality among patients with heart failure...,14,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,14700857,-0.063671626,0.3261726,-0.03368126,35,43,-8,9.553350318623801,-5.384318828582764,0,Caiu,Risk of cancer after low doses of ionising radiation: retrospective cohort study in 15 countries.. OBJECTIVES To provide direct estimates of risk of cancer after protracted low doses of ionising radiation and to strengthen the scientific ba...,8,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,581832,-0.28814632,0.13991712,-0.33978122,36,16,20,9.44104105493521,-3.1744155883789062,0,Subiu,"Global, regional, and national disability-adjusted life-years (DALYs) for 315 diseases and injuries and healthy life expectancy (HALE), 1990–2015: a systematic analysis for the Global Burden of Disease Study 2015. BACKGROUND Healthy life ex...",20,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,24408040,-0.29858902,-0.04554468,0.07092791,37,3,34,9.2690675134582,-1.5698935985565186,0,Top reranker,"Heart failure admissions in adults with congenital heart disease; risk factors and prognosis.. BACKGROUND Heart failure (HF) is a serious complication and often the cause of death in adults with congenital heart disease (CHD). Therefore, ou...",34,24408040
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,3524352,-0.20259668,0.3174799,-0.19409093,38,33,5,9.242788344302813,-4.916624546051025,0,Subiu,"Breast cancer clusters in the northeast United States: a geographic analysis.. High breast cancer mortality rates have been reported in the northeastern part of the United States, with recent attention focused on Long Island, New York. In t...",5,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,25589047,0.034038004,0.4048492,0.3085723,39,49,-10,9.213602068077105,-5.671810626983643,0,Caiu,Treatment-related mortality with bevacizumab in cancer patients: a meta-analysis.. CONTEXT Fatal adverse events (FAEs) have been reported in cancer patients treated with the widely used angiogenesis inhibitor bevacizumab in combination with...,10,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,5884524,-0.3091464,-0.07184824,0.20948136,40,26,14,9.16740307624985,-4.500013828277588,0,Subiu,Impact of diabetes on long-term prognosis in patients with unstable angina and non-Q-wave myocardial infarction: results of the OASIS (Organization to Assess Strategies for Ischemic Syndromes) Registry.. BACKGROUND Although unstable coronar...,14,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,14319754,-0.0013057734,0.24543774,-0.015285434,41,35,6,9.166520322793495,-5.03544282913208,0,Subiu,The Antiretroviral Therapy in Lower Income Countries (ART-LINC) Collaboration and ART Cohort Collaboration (ART-CC) groups Summary. BACKGROUND Highly active antiretroviral therapy (HAART) is being scaled up in developing countries. We compa...,6,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,5939172,-0.25696912,-0.05645089,-0.20232806,42,21,21,9.12853321179312,-3.7587392330169678,0,Subiu,"Drinking pattern and mortality: the Italian Risk Factor and Life Expectancy pooling project.. PURPOSE To analyze the relationship between an aspect of drinking pattern (i.e., drinking with or without meals) and risk of all-cause and specifi...",21,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,20672596,0.45460534,-0.1962933,0.033291113,43,50,-7,9.01351430059458,-5.679172515869141,0,Caiu,"Metabolism of glucose, glutamine, long-chain fatty acids and ketone bodies by murine macrophages.. Maximum activities of some key enzymes of metabolism were studied in elicited (inflammatory) macrophages of the mouse and lymph-node lymphocy...",7,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,15128866,0.57114416,0.2441997,0.18693262,44,54,-10,8.950324195151133,-6.075007915496826,0,Caiu,CD4+ T cell-mediated cytotoxicity eliminates primary tumor cells in metastatic melanoma through high MHC class II expression and can be enhanced by inhibitory receptor blockade. Metastatic melanoma is a rapidly progressing disease with high...,10,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,75636923,-0.24095276,-0.28559688,-0.032213006,45,7,38,8.905557143616441,-2.0820581912994385,0,Top reranker,Prevalence of the Metabolic Syndrome Among Us Adults: Findings From the Third National Health and Nutrition Examination Survey. Metabolic syndrome is diagnosed when three or more of the following criteria are met: abdominal obesity (waist c...,38,75636923
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,28894097,-0.19476421,-0.19312687,0.11939929,46,17,29,8.818524696581195,-3.420832395553589,0,Subiu,QTc interval length and QT dispersion as predictors of mortality in patients with non-insulin-dependent diabetes.. Patients with non-insulin-dependent diabetes (NIDDM) are at independent risk of cardiovascular death. The reason is only part...,29,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,8582337,-0.34814486,0.09531563,-0.16619518,47,6,41,8.763381476398584,-1.8210896253585815,0,Top reranker,"The state of US health, 1990-2010: burden of diseases, injuries, and risk factors.. IMPORTANCE Understanding the major health problems in the United States and how they are changing over time is critical for informing national health policy...",41,8582337
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,2032877,-0.17576209,-0.038006924,0.14298737,48,12,36,8.758757042581761,-2.816763162612915,0,Subiu,Predicting mortality of patients hospitalized for acutely exacerbated chronic obstructive pulmonary disease.. PURPOSE To identify factors affecting the short-term prognosis of patients with acutely exacerbated chronic obstructive pulmonary ...,36,2032877
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,74137632,-0.28228194,0.17910351,-0.3576374,49,34,15,8.758621491418767,-5.035130977630615,0,Subiu,"Rembrandt Scholz. This paper examines the potential impact of changes in medical care on changing population health in Lithuania, Hungary and Romania, with west Germany included for comparison. We used the concept of deaths from certain cau...",15,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,3944632,0.04571755,0.31232002,0.19252256,50,48,2,8.711334189553721,-5.652143955230713,0,Subiu,"Stereotactic radiosurgery plus whole-brain radiation therapy vs stereotactic radiosurgery alone for treatment of brain metastases: a randomized controlled trial.. CONTEXT In patients with brain metastases, it is unclear whether adding up-fr...",2,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,21009874,0.0729517,0.34807795,0.20749043,51,25,26,8.698920978453533,-4.408501148223877,0,Subiu,Overall and cancer related mortality among patients with ocular inflammation treated with immunosuppressive drugs: retrospective cohort study.. CONTEXT Whether immunosuppressive treatment adversely affects survival is unclear. OBJECTIVE To ...,26,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,1148122,0.5141781,-0.3454691,-0.2978069,52,59,-7,8.653171599648044,-7.825124740600586,0,Caiu,"Regulatory and metabolic rewiring during laboratory evolution of ethanol tolerance in E. coli. Understanding the genetic basis of adaptation is a central problem in biology. However, revealing the underlying molecular mechanisms has been ch...",7,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,12709184,-0.1274591,-0.07205042,-0.14627944,53,24,29,8.600465918608975,-4.105902194976807,0,Subiu,"Vegetarian dietary patterns and mortality in Adventist Health Study 2.. IMPORTANCE Some evidence suggests vegetarian dietary patterns may be associated with reduced mortality, but the relationship is not well established. OBJECTIVE To evalu...",29,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,92308,0.49293447,0.13408422,-0.14415538,54,57,-3,8.58712919320466,-6.5096516609191895,0,Caiu,"Loss of immune escape mutations during persistent HCV infection in pregnancy enhances replication of vertically transmitted viruses. Globally, about 1% of pregnant women are persistently infected with the hepatitis C virus (HCV). Mother-to-...",3,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,38376189,0.2329532,0.1704096,-0.21960959,55,53,2,8.530687492790301,-5.7817583084106445,0,Subiu,"A Live Attenuated Chimeric West Nile Virus Vaccine, rWN/DEN4&Dgr;30, Is Well Tolerated and Immunogenic in Flavivirus-Naive Older Adult Volunteers. West Nile virus (WNV) is a major cause of mosquito-borne illness in the United States. Human ...",2,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,3552753,-0.1109609,0.15604167,0.02099107,56,23,33,8.412299139145686,-4.001525402069092,0,Subiu,"Defining community acquired pneumonia severity on presentation to hospital: an international derivation and validation study.. BACKGROUND In the assessment of severity in community acquired pneumonia (CAP), the modified British Thoracic Soc...",33,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,9285396,0.12436461,0.15309066,0.16005519,57,46,11,8.407343097209278,-5.522459506988525,0,Subiu,"The role of red cell distribution width in the prognosis of patients with gastric cancer.. BACKGROUND Although the red cell distribution width (RDW) has been reported as a reliable predictor of prognosis in several types of cancer, to our k...",11,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,25355575,-0.42738935,-0.056047287,-0.15097827,58,30,28,8.389858312789876,-4.680749416351318,0,Subiu,High cardiovascular mortality in Russia cannot be explained by the classical risk factors. The Arkhangelsk study 2000. Since the beginning of the 1990s the public health situation in Russia has been characterized by an extremely high mortal...,28,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,12670680,0.53791803,0.08406936,0.2180305,59,29,30,8.382104181171309,-4.670342445373535,0,Subiu,"BASOPHILS AND THE T HELPER 2 ENVIRONMENT CAN PROMOTE THE DEVELOPMENT OF LUPUS NEPHRITIS. In systemic lupus erythematosus (SLE), self-reactive antibodies can target the kidney (lupus nephritis), leading to functional failure and possible mor...",30,
SciFact,scifact,513,High cardiopulmonary fitness causes increased mortality rate.,2391552,-0.045663457,-0.075731575,0.55089545,60,37,23,8.33318939184408,-5.149989604949951,0,Subiu,Statin prophylaxis and inflammatory mediators following cardiopulmonary bypass: a systematic review. INTRODUCTION Induction of an inflammatory response is thought to have a significant role in the complications that follow cardiopulmonary b...,23,
