dataset,dataset_slug,query_id,query_text,doc_id,x,y,z,bm25_rank,rerank_rank,rank_gain,bm25_score,reranker_score,relevance,visual_group,preview,abs_rank_gain,label,direction
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,m5fcayl1,-0.020001927,-0.17548652,0.0944789,55,34,21,41.60088632429467,3.636439085006714,2,Relevante no qrels,"First detection and genome sequencing of SARS-CoV-2 in an infected cat in France. After its first description in Wuhan (China), SARS-CoV-2 the agent of coronavirus disease 2019 (COVID-19) rapidly spread worldwide. Previous studies suggested...",21,m5fcayl1,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,gygi11gk,0.21817575,-0.05294983,-0.041319814,25,4,21,43.167912145020885,7.082999229431152,1,Relevante no qrels,Genome Analysis of SARS-CoV-2 Isolate from Bangladesh. Recently the first genome sequence for a Severe acute respiratory syndrome coronavirus 2 or SARS-CoV-2 isolate from Bangladesh became available. The sequencing was carried out by the Ch...,21,gygi11gk,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,48ul34xo,0.103288814,-0.18769974,-0.34254047,36,19,17,42.5283036603707,4.8695197105407715,2,Relevante no qrels,Whole genome and phylogenetic analysis of two SARS-CoV-2 strains isolated in Italy in January and February 2020: additional clues on multiple introductions and further circulation in Europe. Whole genome sequences of SARS-CoV-2 obtained fro...,17,48ul34xo,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,o6rr66kc,0.10646611,-0.19112585,-0.34029832,37,20,17,42.5283036603707,4.8529791831970215,2,Relevante no qrels,Whole genome and phylogenetic analysis of two SARS-CoV-2 strains isolated in Italy in January and February 2020: additional clues on multiple introductions and further circulation in Europe. Whole genome sequences of SARS-CoV-2 obtained fro...,17,o6rr66kc,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,bcx51aci,0.15077217,-0.16306618,-0.029942349,19,5,14,43.365944407676444,6.991785049438477,1,Relevante no qrels,Genome analysis of SARS-CoV-2 isolates occurring in India: Present scenario.. Background The origin of severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) is still a debatable topic. The association of the virus spread from the mar...,14,bcx51aci,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,xnamt7q4,0.037313983,-0.17919311,-0.11334851,30,17,13,42.95226078981072,4.97517728805542,1,Relevante no qrels,"Unsupervised cluster analysis of SARS-CoV-2 genomes reflects its geographic progression and identifies distinct genetic subgroups of SARS-CoV-2 virus. Over 10,000 viral genome sequences of the SARS-CoV-2 virus have been made readily availab...",13,xnamt7q4,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,n9rwixr4,-0.40604007,-0.029431725,0.059366103,33,23,10,42.621329111384995,4.714549541473389,2,Relevante no qrels,Evolutionary relationships and sequence-structure determinants in human SARS coronavirus-2 spike proteins for host receptor recognition. Coronavirus disease 2019 (COVID-19) is a pandemic infectious disease caused by novel severe acute respi...,10,n9rwixr4,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,brnza997,-0.08446296,-0.041158184,0.27180356,58,49,9,41.443239904537506,0.8839526176452637,0,Subiu,Bioinformatical study on the proteomics and evolution of SARS-CoV. A novel coronavirus has been identified as the causative agent of the severe acute respiratory syndrome (SARS). For all the SARS-CoV associated proteins derivated from the S...,9,,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,1dxu14b1,-0.39927104,-0.030227942,0.05831399,31,22,9,42.76434828368519,4.794809818267822,2,Relevante no qrels,Evolutionary relationships and sequence‐structure determinants in human SARS coronavirus‐2 spike proteins for host receptor recognition. Coronavirus disease 2019 (COVID‐19) is a pandemic infectious disease caused by novel Severe Acute Respi...,9,1dxu14b1,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,2nvk7glh,0.14750652,-0.18227796,-0.030552775,20,11,9,43.365944407676444,6.014330863952637,2,Relevante no qrels,Genome analysis of SARS-CoV-2 isolates occurring in India: Present scenario. Background: The origin of severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) is still a debatable topic. The association of the virus spread from the mar...,9,2nvk7glh,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,2fn25l6m,-0.19540507,0.025241667,0.11109531,21,12,9,43.36208102673156,5.9452972412109375,0,Subiu,"Sequence analysis of SARS-CoV-2 genome reveals features important for vaccine design. As the SARS-CoV-2 pandemic is rapidly progressing, the need for the development of an effective vaccine is critical. A promising approach for vaccine deve...",9,,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,vy1obqyp,-0.5039051,0.09302996,-0.0005350886,34,26,8,42.60231329734252,4.291829586029053,2,Relevante no qrels,"Interaction of the spike protein RBD from SARS-CoV-2 with ACE2: Similarity with SARS-CoV, hot-spot analysis and effect of the receptor polymorphism. The spread of COVID-19 caused by the SARS-CoV-2 outbreak has been growing since its first i...",8,vy1obqyp,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,wynyrumi,-0.5039051,0.09302996,-0.0005351047,35,27,8,42.60231329734252,4.158344745635986,0,Subiu,"Interaction of the spike protein RBD from SARS-CoV-2 with ACE2: similarity with SARS-CoV, hot-spot analysis and effect of the receptor polymorphism. The spread of COVID-19 caused by the SARS-CoV-2 outbreak has been growing since its first i...",8,,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,jt6ucfdp,0.05732656,-0.05826819,0.29782248,49,43,6,41.76414115735472,2.159355640411377,0,Subiu,"Characterization and complete genome sequence of a novel coronavirus, coronavirus HKU1, from patients with pneumonia.. Despite extensive laboratory investigations in patients with respiratory tract infections, no microbiological cause can b...",6,,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,y518wxhl,0.049135774,-0.08075842,0.19134784,40,36,4,42.047589149027964,3.2435193061828613,0,Subiu,"Human Gene Sequences in SARS-CoV-2 and Other Viruses. In a previous study, we identified a 117 base severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) sequence in the human genome with 94.6% identity. The sequence was in chromosom...",4,,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,ingnvkik,-0.54249203,0.162218,-0.15999798,38,35,3,42.424382846672934,3.288539171218872,2,Relevante no qrels,"Predicting the angiotensin converting enzyme 2 (ACE2) utilizing capability as the receptor of SARS-CoV-2. SARS-CoV-2, the newly identified human coronavirus causing severe pneumonia pandemic, was probably originated from Chinese horseshoe b...",3,ingnvkik,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,z1n77bzz,0.046610262,-0.08271847,0.19112143,41,38,3,42.047589149027964,3.1910219192504883,0,Subiu,"Human Gene Sequences in SARS-CoV-2 and Other Viruses.. In a previous study, we identified a 117 base severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) sequence in the human genome with 94.6% identity. The sequence was in chromoso...",3,,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,yaspd6l7,-0.54290473,0.15041201,-0.15993701,39,37,2,42.366372795147875,3.2380809783935547,0,Subiu,"Predicting the angiotensin converting enzyme 2 (ACE2) utilizing capability as the receptor of SARS-CoV-2. Abstract SARS-CoV-2, the newly identified human coronavirus causing severe pneumonia pandemic, was probably originated from Chinese ho...",2,,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,fciota2z,0.22259346,0.40375355,0.052526735,60,59,1,41.288012254581936,-4.529758453369141,0,Subiu,"Genomic Characterization and Phylogenetic Classification of Bovine Coronaviruses Through Whole Genome Sequence Analysis. Bovine coronavirus (BCoV) is zoonotically transmissible among species, since BCoV-like viruses have been detected in wi...",1,,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,d0imcmcl,9.895244e-05,0.0057437294,-0.04695677,57,56,1,41.50132375247263,-2.0139687061309814,0,Subiu,"Genetic distance of SARS coronavirus from the recent natural case. Abstract Phylogenetic analysis of SARS coronavirus isolates based on the spike gene and protein sequence using Neighbor-Joining, maximum likelihood and Bayesian inference me...",1,,Subiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,dqyjdast,0.08125262,-0.1698927,-0.17666513,6,7,-1,47.077786280639046,6.85187292098999,2,Relevante no qrels,"A Snapshot of SARS-CoV-2 Genome Availability up to April 2020 and its Implications: Data Analysis. BACKGROUND: The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic has been growing exponentially, affecting over 4 millio...",1,dqyjdast,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,41ogljo8,0.11555445,-0.13359109,-0.010940677,23,24,-1,43.24975254801375,4.53078031539917,0,Caiu,"The establishment of reference sequence for SARS‐CoV‐2 and variation analysis. Starting around December 2019, an epidemic of pneumonia, which was named COVID‐19 by the World Health Organization, broke out in Wuhan, China, and is spreading t...",1,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,hze05jnf,0.08042648,-0.17109996,-0.1724723,5,6,-1,47.077786280639046,6.861268043518066,1,Relevante no qrels,"A Snapshot of SARS-CoV-2 Genome Availability up to April 2020 and its Implications: Data Analysis. BACKGROUND: The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic has been growing exponentially, affecting over 4 millio...",1,hze05jnf,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,nptfd6c2,-0.090886936,-0.08491387,0.051335435,48,50,-2,41.778004694300115,0.8049910068511963,0,Caiu,"A mobile genetic element in the SARS-CoV-2 genome is shared with multiple insect species. Unprecedented quantities of sequence data have been generated from the newly emergent severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), ca...",2,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,6vw88jib,0.17305477,-0.11032287,0.09295435,50,52,-2,41.74990648423838,0.7533518075942993,0,Caiu,"Polymorphism of SARS-CoV Genomes. Abstract In this work, severe acute respiratory syndrome associated coronavirus (SARS-CoV) genome BJ202 (AY864806) was completely sequenced. The genome was directly accessed from the stool sample of a patie...",2,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,lt0uo7q3,0.06054802,-0.078781374,-0.012698695,18,21,-3,43.479280349627565,4.804421424865723,2,Relevante no qrels,"Genome-wide analysis of Indian SARS-CoV-2 genomes for the identification of genetic mutation and SNP. The wave of COVID-19 is a big threat to the human population. Presently, the world is going through different phases of lock down in order...",3,lt0uo7q3,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,mzsrg0sn,0.028703205,-0.10367217,0.16403455,9,13,-4,45.25621707355891,5.891104221343994,0,Caiu,SARS-CoV-2 orf1b Gene Sequence in the NTNG1 Gene on Human Chromosome 1. Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a positive-sense single-stranded RNA virus. It is contagious in humans and is the cause of the coronavir...,4,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,g1zxlaer,0.11380665,-0.120777935,-0.017407114,24,30,-6,43.24975254801375,4.098524570465088,2,Relevante no qrels,"The establishment of reference sequence for SARS-CoV-2 and variation analysis. Starting around December 2019, an epidemic of pneumonia, which was named COVID-19 by the World Health Organization, broke out in Wuhan, China, and is spreading t...",6,g1zxlaer,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,w9ld7jpx,0.02912054,-0.10817308,0.16327557,8,14,-6,45.25621707355891,5.792356967926025,0,Caiu,SARS-CoV-2 orf1b Gene Sequence in the NTNG1 Gene on Human Chromosome 1.. Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a positive-sense single-stranded RNA virus. It is contagious in humans and is the cause of the coronavi...,6,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,i6vuhaiv,0.12603033,0.3121344,0.30381888,53,60,-7,41.664853819192345,-6.964565753936768,0,Caiu,"Sequence analysis of the 3′ end of the feline coronavirus FIPV 79-1146 genome: Comparison with the genome of porcine coronavirus TGEV reveals large insertions. Abstract The genetic information, carried on mRNA 6 of feline infectious periton...",7,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,79uxm3bg,0.17022729,-0.19436774,0.12301247,26,33,-7,43.09729210220901,3.689868927001953,0,Caiu,SARS-CoV Infection Was from at Least Two Origins in the Taiwan Area. OBJECTIVE: Severe acute respiratory syndrome (SARS) is caused by a new coronavirus. Genomic sequence analysis will provide the molecular epidemiology and help to develop v...,7,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,e2wobz55,0.1049778,0.4088234,-0.060565043,47,55,-8,41.836171344204026,-1.9718440771102905,0,Caiu,"Mutation pressure shapes codon usage in the GC-Rich genome of foot-and-mouth disease virus. Foot-and-mouth disease (FMD) is economically the most important viral-induced livestock disease worldwide. In this study, we report the results of a...",8,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,2kbi9drl,0.12651722,-0.050766576,-0.115817726,16,25,-9,43.885160365114345,4.304533958435059,1,Relevante no qrels,Children’s Hospital Los Angeles COVID-19 Analysis Research Database (CARD) - A Resource for Rapid SARS-CoV-2 Genome Identification Using Interactive Online Phylogenetic Tools. Effective response to the Coronavirus Disease 2019 (COVID-19) pa...,9,2kbi9drl,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,t3t20wji,0.07768688,0.03507429,0.31146938,32,42,-10,42.699127907086115,2.215665817260742,0,Caiu,A complete sequence and comparative analysis of a SARS-associated virus (Isolate BJ01). The genome sequence of the Severe Acute Respiratory Syndrome (SARS)-associated virus provides essential information for the identification of pathogen(s...,10,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,yb6if23t,-0.03143797,-0.13026863,-0.0024433893,4,15,-11,47.126137314902806,5.470351696014404,0,Caiu,A High-Coverage SARS-CoV-2 Genome Sequence Acquired by Target Capture Sequencing. This manuscript is based on the method we developed urgently to deal with the research requirement in the conflict between achieving a complete genome sequenc...,11,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,6loaq8pq,-0.03968231,0.0012550766,0.13738635,28,39,-11,43.056370490519434,3.1373682022094727,0,Caiu,[The genome comparison of SARS-CoV and other coronaviruses].. The genome comparison of inter-species and intra-species can give us much information about the origin and evolution of viruses. There are 137 mutation sites in the 17 genomes of...,11,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,1ef1cxc8,0.28788298,0.4782039,-0.15069446,46,57,-11,41.90304160658005,-2.0441813468933105,0,Caiu,"Genome analysis with the conditional multinomial distribution profile. Abstract The focus of the research is on the analysis of genome sequences. Based on the inter-nucleotide distance sequence, we propose the conditional multinomial distri...",11,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,oi2cm546,0.12660721,-0.14381248,-0.23531777,2,18,-16,50.11283386058441,4.914327144622803,2,Relevante no qrels,"Full genome sequence of the first SARS-CoV-2 detected in Mexico. SARS-CoV-2 was first detected in the city of Wuhan, Hubei Province, China. In this report, we describe the complete genome sequence of the first imported SARS-CoV-2, detected ...",16,oi2cm546,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,t89235t3,0.08200325,0.24426097,0.0004772562,29,46,-17,43.047249381157634,1.5680283308029175,0,Caiu,Coronavirus phylogeny based on a geometric approach. Abstract A novel coronavirus has been identified as the cause of the outbreak of severe acute respiratory syndrome (SARS). Previous phylogenetic analyses based on sequence alignments show...,17,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,8ozjpov2,-0.121255,-0.0490531,0.07151351,10,28,-18,45.16059648922574,4.135420322418213,0,Caiu,[Variability analysis of S2 gene of SARS-CoV].. OBJECTIVE To determine the sequence of S2 gene of SARS-associated coronavirus (SARS-CoV) GD322 and analyze the phyletic evolution of S2 gene. METHOD S2 gene fragment was amplified from SARS-Co...,18,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,hc0ma2cq,-0.22945698,0.08336601,0.30313316,22,40,-18,43.296933179459536,2.9949960708618164,0,Caiu,The Structural Characterization and Antigenicity of the S Protein of SARS-CoV. The corona-like spikes or peplomers on the surface of the virion under electronic microscope are the most striking features of coronaviruses. The S (spike) prote...,18,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,flu3lrif,0.015955884,-0.07286622,0.22654204,15,45,-30,43.92474984491965,1.5725979804992676,0,Caiu,"The Genome sequence of the SARS-associated coronavirus.. We sequenced the 29,751-base genome of the severe acute respiratory syndrome (SARS)-associated coronavirus known as the Tor2 isolate. The genome sequence reveals that this coronavirus...",30,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,myhlbq9h,0.14993988,0.05051092,0.2343311,17,51,-34,43.68303350375009,0.7773762941360474,0,Caiu,The complete genome sequence of severe acute respiratory syndrome coronavirus strain HKU-39849 (HK-39).. The complete genomic nucleotide sequence (29.7kb) of a Hong Kong severe acute respiratory syndrome (SARS) coronavirus (SARS-CoV) strain...,34,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,aydul98p,0.04084312,0.10674501,-0.02004245,11,47,-36,44.99437447606336,1.1621159315109253,0,Caiu,"[Further analysis and study based on a visualized method for SARS RNA sequences].. This paper proposed a new kind of visualized method of genome. Using cellular automation theory, the visual method transfers one-dimensional RNA sequence int...",36,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,arp07mck,0.11783107,-0.050033215,0.07296679,12,48,-36,44.59645971525046,1.1566752195358276,1,Relevante no qrels,Phylogenetic analysis of the full‐length SARS‐CoV sequences: Evidence for phylogenetic discordance in three genomic regions. The origin of the severe acute respiratory syndrome‐coronavirus (SARS‐CoV) remains unclear. Evidence based on Bayes...,36,arp07mck,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,agox0lbq,0.25024107,-0.14834112,-0.14815761,1,41,-40,50.88916477577073,2.5256149768829346,0,Caiu,[Analysis on the SARS-CoV genome of PUMC01 isolate].. OBJECTIVE To perform variation and phylogenetics analysis on the SARS-CoV genome sequence (PUMC01) isolated in the Peking Union Medical College Hospital. METHODS The cDNA library of SARS...,40,agox0lbq,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,bdmlvdlx,0.230815,0.17442273,0.19508405,13,53,-40,44.36906472933677,-0.4849708378314972,0,Caiu,Genome sequencing and characterization analysis of a Beijing isolate of chicken coronavirus infectious bronchitis virus. Avian infectious bronchitis virus (AIBV) is classified as a member of the genus coronavirus in the family coronaviridae...,40,bdmlvdlx,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,cks6aij2,0.10131773,0.3711056,-0.15437397,14,54,-40,44.31657528567561,-0.6915922164916992,0,Caiu,Full-Genome Deep Sequencing and Phylogenetic Analysis of Novel Human Betacoronavirus. A novel betacoronavirus associated with lethal respiratory and renal complications was recently identified in patients from several countries in the Middl...,40,,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,7fvuyim8,0.12367409,-0.07851045,0.20016378,3,44,-41,47.919061940714755,1.7529799938201904,0,Caiu,"Characterization of a novel coronavirus associated with severe acute respiratory syndrome.. In March 2003, a novel coronavirus (SARS-CoV) was discovered in association with cases of severe acute respiratory syndrome (SARS). The sequence of ...",41,7fvuyim8,Caiu
TREC-COVID,trec_covid,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,f4xpvnot,0.2261297,0.54939646,-0.14812478,7,58,-51,46.03625510342995,-4.378849506378174,0,Caiu,A novel feature-based method for whole genome phylogenetic analysis without alignment: application to HEV genotyping and subtyping.. Traditional phylogenetic analysis is based on multiple sequence alignment. With the development of worldwid...,51,f4xpvnot,Caiu
