dataset,dataset_slug,query_id,query_text,doc_id,x,y,z,bm25_rank,rerank_rank,rank_gain,bm25_score,reranker_score,relevance,visual_group,preview,abs_rank_gain,label
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,v5egtgdo,-0.08482266,-0.21932784,0.25852886,14,47,-33,31.248352012378998,-2.6836254596710205,1,Relevante no qrels,Clinical and Epidemiologic Characteristics of Spreaders of Middle East Respiratory Syndrome Coronavirus during the 2015 Outbreak in Korea. Nosocomial transmission is an important characteristic of Middle East Respiratory Syndrome Coronaviru...,33,v5egtgdo
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,55f2cno3,0.13462147,-0.17930973,-0.0137393745,15,7,8,31.003104729730623,2.3559041023254395,2,Relevante no qrels,"Reconstruction of Transmission Pairs for novel Coronavirus Disease 2019 (COVID-19) in mainland China: Estimation of Super-spreading Events, Serial Interval, and Hazard of Infection. BACKGROUND: Knowledge on the epidemiological features and ...",8,55f2cno3
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,7kovd82v,0.35724482,0.035003558,-0.28055683,16,20,-4,30.83881835029647,1.3317936658859253,2,Relevante no qrels,"Modeling COVID-19 on a network: super-spreaders, testing and containment. We use a model of covid-19 spread, an SEIR agent-based model on a graph, which takes into account several important real-life attributes of covid-19: Super-spreaders,...",4,7kovd82v
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,dqkjofw2,0.34354454,-0.24058822,0.0119127,17,41,-24,29.68226974432899,-1.8987315893173218,1,Relevante no qrels,"Super-spreaders and the rate of transmission of the SARS virus. Abstract We describe a stochastic small-world network model of transmission of the SARS virus. Unlike the standard Susceptible-Infected-Removed models of disease transmission, ...",24,dqkjofw2
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,a95hh4yk,0.40313566,-0.19640292,0.12545037,18,52,-34,29.45361513221807,-3.7014405727386475,1,Relevante no qrels,Clustering model for transmission of the SARS virus: application to epidemic control and risk assessment. Abstract We propose a new four state model for disease transmission and illustrate the model with data from the 2003 SARS epidemic in ...,34,a95hh4yk
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,f0ny4ur5,0.008295765,-0.1990192,0.20647281,19,35,-16,29.355516201757233,-1.1029994487762451,0,Caiu,Risk Factors for Transmission of Middle East Respiratory Syndrome Coronavirus Infection During the 2015 Outbreak in South Korea. BACKGROUND. Transmission heterogeneity was observed during the 2015 Korean outbreak of Middle East respiratory ...,16,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,av8ww9fd,0.41836888,0.40994447,0.2713736,20,43,-23,29.348710361996588,-2.1499223709106445,0,Caiu,"Characterizing super-spreading in microblog: An epidemic-based information propagation model. Abstract As the microblogging services are becoming more prosperous in everyday life for users on Online Social Networks (OSNs), it is more favora...",23,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,1ir2ptuj,-0.039188925,-0.045924053,-0.41407526,21,28,-7,28.661346357517395,0.33005374670028687,2,Relevante no qrels,"Minimising lockdown periods for regional elimination of covid-19. Some nations have the option of pursuing a policy of complete elimination of covid-19 instead of a policy of ""flattening the curve"" so that the load the dis- ease places on m...",7,1ir2ptuj
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,2wc1bxi1,0.42346087,-0.10148774,-0.009458649,22,48,-26,28.34976534136569,-2.7759432792663574,1,Relevante no qrels,Agent-Based Modeling for Super-Spreading Events: A Case Study of MERS-CoV Transmission Dynamics in the Republic of Korea. Super-spreading events have been observed in the transmission dynamics of many infectious diseases. The 2015 MERS-CoV ...,26,2wc1bxi1
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,8m7n5r85,0.38964224,-0.05211787,-0.14889784,23,21,2,27.867088929913404,1.2768396139144897,2,Relevante no qrels,"Importance of Interaction Structure and Stochasticity for Epidemic Spreading: A COVID-19 Case Study. In the recent COVID-19 pandemic, computer simulations are used to predict the evolution of the virus propagation and to evaluate the prospe...",2,8m7n5r85
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,3ruxk6u2,0.24829364,-0.1235701,-0.13637052,24,19,5,26.782998659872437,1.4931234121322632,1,Relevante no qrels,"Accounting for super-spreading gives the basic reproduction number R0 of COVID-19 that is higher than initially estimated. Transmission of infectious diseases is characterized by the basic reproduction number R0, a metric used to assess the...",5,3ruxk6u2
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,px0twvhs,-0.0016842514,-0.12713636,-0.18780957,25,32,-7,26.447284535421407,-0.5210679769515991,1,Relevante no qrels,Transmission characteristics of the COVID-19 outbreak in China: a study driven by data. The COVID-19 outbreak has been a serious public health threat worldwide. We use individually documented case descriptions of COVID-19 from China (exclud...,7,px0twvhs
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,x82yaoxc,-0.4677796,0.16761705,-0.24366759,26,26,0,25.908406912650033,0.5240917205810547,0,Sem mudança,"The COVID-19 pandemic: is our medicine still evidence-based?. There is no randomized controlled trial that demonstrated the efficacy of antiviral therapy against COVID-19 yet. However, physicians are prescribing different drugs to a large p...",0,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,qw05apnf,-0.23565982,-0.25542724,0.2512302,27,9,18,25.57446806794544,2.1010684967041016,2,Relevante no qrels,"The impact of super-spreaders in COVID-19: mapping genome variation worldwide. The human pathogen severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is responsible for the major pandemic of the 21st century. We analyzed >4,700 SAR...",18,qw05apnf
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,75pu449b,0.04066811,0.113615595,0.099203005,28,34,-6,25.295517624899084,-1.0804938077926636,0,Caiu,Precision public health to inhibit the contagion of disease and move toward a future in which microbes spread health. Antimicrobial resistance continues to outpace the development of new chemotherapeutics. Novel pathogens continue to evolve...,6,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,vklc2ocs,-0.2785659,-0.26966527,0.24250156,29,56,-27,25.259829401142873,-5.708745956420898,0,Caiu,Aerosol generating procedures and infective risk to healthcare workers: SARS-CoV-2 - the limits of the evidence. The transmission behaviour of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is still being defined. It is likely...,27,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,t2j7tq92,-0.27619615,-0.2685026,0.24297965,30,58,-28,25.259829401142873,-5.71984338760376,0,Caiu,Aerosol generating procedures and infective risk to healthcare workers: SARS-CoV-2 – the limits of the evidence. The transmission behaviour of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is still being defined. It is likely...,28,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,q1p6h532,-0.041016538,-0.23381189,0.073638126,31,45,-14,24.59858865630447,-2.4404873847961426,1,Relevante no qrels,"System Dynamics Modeling of Within-Host Viral Kinetics of Coronavirus (SARS CoV-2). Mathematical models are being used extensively in the study of SARS-CoV-2 transmission dynamics, becoming an essential tool for decision making concerning d...",14,q1p6h532
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,hbs9inah,-0.19271617,-0.08949746,0.036036115,32,10,22,24.362765707332212,2.076648235321045,0,Top reranker,"COVID-19 and animals: What do we know?. Coronaviruses, which were generally considered harmless to humans before 2003, have appeared again with a pandemic threatening the world since December 2019 after the epidemics of SARS and MERS. It is...",22,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,oen0ycsr,0.29149008,-0.09340741,-0.03307465,33,40,-7,24.240062296335395,-1.8967832326889038,0,Caiu,Spatially Adjusted Time-varying Reproductive Numbers: Understanding the Geographical Expansion of Urban Dengue Outbreaks. The basic reproductive number (R(0)) is a fundamental measure used to quantify the transmission potential of an epidem...,7,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,gmpsniqt,0.31137913,-0.048633553,-0.26181877,34,53,-19,24.212780299429674,-4.516254901885986,0,Caiu,"Generality of endemic prevalence formulae. Abstract In simple infection models, the susceptible proportion s * in endemic equilibrium is related to the basic reproduction number R 0 by s * = 1 / R 0 . We investigate the extent to which this...",19,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,901m6zw0,0.110879354,-0.10463326,0.13268778,35,14,21,24.187484356221994,1.9005314111709595,1,Relevante no qrels,Spatial Visualization of Cluster-Specific COVID-19 Transmission Network in South Korea During the Early Epidemic Phase. Background Coronavirus disease 2019 (COVID-19) has been rapidly spreading throughout China and other countries including...,21,901m6zw0
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,492xtiqh,0.46907485,-0.008533473,-0.06012016,36,49,-13,24.18306318084576,-3.076115131378174,0,Caiu,"Contact tracing and disease control.. Contact tracing, followed by treatment or isolation, is a key control measure in the battle against infectious diseases. It is an extreme form of locally targeted control, and as such has the potential ...",13,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,b1ph5tuy,0.018620538,0.69298095,0.54514086,37,54,-17,24.164019198192136,-5.298686504364014,0,Caiu,The Role of Personality and Linguistic Patterns in Discriminating Between Fake News Spreaders and Fact Checkers. Users play a critical role in the creation and propagation of fake news online by consuming and sharing articles with inaccurat...,17,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,1obd7mq8,0.14123973,-0.13955337,-0.1621728,38,24,14,24.16349686566097,0.7509844303131104,1,Relevante no qrels,Study of Non-Pharmacological Interventions on COVID-19 Spread. COVID-19 disease has emerged as one of the life threatening threat to the society. It is caused by a novel beta coronavirus. It began as unidentified pneumonia of unknown aetiol...,14,1obd7mq8
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,2jttlljm,-0.25462225,0.08876982,-0.35374093,39,13,26,24.09794660148775,1.9565962553024292,0,Subiu,Excess mortality during the Covid-19 pandemic: Early evidence from England and Wales.. The Covid-19 pandemic has claimed many lives in the UK and globally. The objective of this paper is to study whether the number of deaths not registered ...,26,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,qg4xl5w8,-0.2611498,0.089541316,-0.35292444,40,16,24,24.09794660148775,1.7787226438522339,0,Subiu,Excess mortality during the Covid-19 pandemic: Early evidence from England and Wales. The Covid-19 pandemic has claimed many lives in the UK and globally. The objective of this paper is to study whether the number of deaths not registered a...,24,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,67zxun60,-0.32684427,0.34188622,0.0077801687,41,55,-14,24.026503092144328,-5.651662826538086,0,Caiu,"Refractory and Super-refractory Status Epilepticus. CONTEXT: Refractory status epilepticus (RSE) and super-refractory status epilepticus (SRSE) are neurological emergencies with considerable mortality and morbidity. In this paper, we provid...",14,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,b1roq671,-0.5206293,-0.020581359,0.026238466,42,3,39,23.625728897846102,3.168872356414795,0,Top reranker,"Children's heart and COVID-19: Up-to-date evidence in the form of a systematic review. The new coronavirus disease outbreak in 2019 (COVID-19) represents a dramatic challenge for healthcare systems worldwide. As to viral tropism, lungs are ...",39,b1roq671
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,4zyfc0y4,-0.03301447,-0.29925296,0.32233965,43,37,6,23.610477335686795,-1.7084412574768066,2,Relevante no qrels,"Genetic cluster analysis of SARS-CoV-2 and the identification of those responsible for the major outbreaks in various countries.. A newly emerged coronavirus, SARS-CoV-2, caused severe pneumonia outbreaks in China in December 2019 and has s...",6,4zyfc0y4
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,3uzsx715,-0.03970061,-0.2996364,0.32337078,44,36,8,23.610477335686795,-1.691603660583496,2,Relevante no qrels,"Genetic cluster analysis of SARS-CoV-2 and the identification of those responsible for the major outbreaks in various countries. A newly emerged coronavirus, SARS-CoV-2, caused severe pneumonia outbreaks in China in December 2019 and has si...",8,3uzsx715
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,05w8tv8x,-0.32836622,-0.10141954,0.08904592,45,25,20,23.587807366736733,0.5636599063873291,2,Relevante no qrels,ACE 2 Coding Variants: A Potential X-linked Risk Factor for COVID-19 Disease. Viral genetic variants are widely known to influence disease progression among infected humans. Given the recent and rapid emergence of pandemic SARS-CoV-2 infect...,20,05w8tv8x
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,axns3ukm,0.16662969,-0.15783207,0.18483572,46,51,-5,23.44725833686969,-3.576399803161621,1,Relevante no qrels,Predicting Super Spreading Events during the 2003 Severe Acute Respiratory Syndrome Epidemics in Hong Kong and Singapore. One of the intriguing characteristics of the 2003 severe acute respiratory syndrome (SARS) epidemics was the occurrenc...,5,axns3ukm
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,6jiy0b55,0.06263946,0.20642078,0.1984421,47,38,9,23.367588104745284,-1.7660902738571167,0,Subiu,"What is the people posting about symptoms related to Coronavirus in Bogota, Colombia?. During the last months, there is an increasing alarm about a new mutation of coronavirus, covid-19 coined by World Health Organization(WHO) with an impac...",9,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,b10yokyu,-0.15706997,-0.3337915,0.22487634,48,39,9,23.281263691238273,-1.8129314184188843,1,Relevante no qrels,"Household transmissions of SARS-CoV-2 in the time of unprecedented travel lockdown in China. IMPORTANCE: Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) emerged in the city of Wuhan, China, in December 2019 and then spread glob...",9,b10yokyu
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,irocv0ke,-0.4700587,-0.0036079597,-0.058485385,49,27,22,23.22856590850069,0.441844642162323,0,Subiu,Effects of COVID-19 Infection during Pregnancy and Neonatal Prognosis: What Is the Evidence?. Background: This study’s aims are to assess the current evidence presented in the literature regarding the potential risks of COVID-19 infection a...,22,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,o7ze1myf,-0.4697508,-0.0039152405,-0.0634361,50,23,27,23.22856590850069,0.9607367515563965,0,Subiu,Effects of COVID-19 Infection during Pregnancy and Neonatal Prognosis: What Is the Evidence?. BACKGROUND: This study's aims are to assess the current evidence presented in the literature regarding the potential risks of COVID-19 infection a...,27,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,ig0rnbqb,-0.32903484,-0.24083416,0.14671063,51,29,22,23.15425080426127,0.16208089888095856,0,Subiu,On the evolutionary epidemiology of SARS-CoV-2. There is no doubt that the novel coronavirus SARS-CoV-2 that causes COVID-19 is mutating and thus has the potential to adapt during the current pandemic. Whether this evolution will lead to ch...,22,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,qofpdu1l,0.48892832,0.2838091,0.20832162,52,59,-7,23.077264493774386,-6.089085102081299,0,Caiu,Identifying Influential Spreaders of Epidemics on Community Networks. An efficient strategy for the identification of influential spreaders that could be used to control epidemics within populations would be of considerable importance. Gene...,7,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,5y8cc5eb,-0.5734543,-0.023492904,-0.07555115,53,2,51,23.050356388616436,3.2997798919677734,0,Top reranker,Anti-RAS drugs and SARS-CoV-2 infection. • There is no enough evidence to indicate that ACEIs and ARBs result in ACE2 upregulation. • The level of ACE2 expression is not completely related with the risk of COVID-19 infection. • There is cur...,51,5y8cc5eb
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,wnb4cltt,-0.38530758,0.12791331,-0.26109484,54,11,43,23.014043262300362,2.039452314376831,0,Subiu,Reply to Gautret et al: hydroxychloroquine sulfate and azithromycin for COVID-19: what is the evidence and what are the risks?. The severity of COVID-19 has resulted in a global rush to find the right antiviral treatment to conquer the pand...,43,wnb4cltt
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,etnf4i8v,0.09370716,-0.20193449,-0.123393744,55,33,22,22.94859999100536,-0.5458240509033203,2,Relevante no qrels,Multi-chain Fudan-CCDC model for COVID-19 -- a revisit to Singapore's case. Background: COVID-19 has been impacting on the whole world critically and constantly since late December 2019. Rapidly increasing infections has raised intense worl...,22,etnf4i8v
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,c48gl27o,-0.16142786,-0.28564486,0.2583844,56,50,6,22.882873313777125,-3.487886428833008,1,Relevante no qrels,"Severe acute respiratory syndrome--Singapore, 2003.. The Singapore Ministry of Health (MOH), with assistance from the World Health Organization (WHO), has been investigating an outbreak of severe acute respiratory syndrome (SARS). This is a...",6,c48gl27o
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,z3w87lsj,-0.5772442,-0.02225279,-0.082536384,57,4,53,22.867413682572955,3.0899083614349365,0,Top reranker,Anti-RAS drugs and SARS-CoV-2 infection. â¢There is no enough evidence to indicate that ACEIs and ARBs result in ACE2 upregulation.â¢The level of ACE2 expression is not completely related with the risk of COVID-19 infection.â¢There is cu...,53,z3w87lsj
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,abj9b0x0,-0.18109493,0.753801,0.1897872,58,22,36,22.718152961344263,1.1746636629104614,0,Subiu,"Fighting COVID-19 Misinformation on Social Media: Experimental Evidence for a Scalable Accuracy-Nudge Intervention. Across two studies with more than 1,700 U.S. adults recruited online, we present evidence that people share false claims abo...",36,
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,zbkgabl2,-0.18653968,0.7527832,0.18806095,59,18,41,22.718152961344263,1.553252100944519,0,Subiu,"Fighting COVID-19 Misinformation on Social Media: Experimental Evidence for a Scalable Accuracy-Nudge Intervention.. Across two studies with more than 1,700 U.S. adults recruited online, we present evidence that people share false claims ab...",41,zbkgabl2
TREC-COVID,trec_covid,14,what evidence is there related to COVID-19 super spreaders,mtoaz6vx,0.29226476,-0.18800767,-0.2842792,60,31,29,22.68418385904409,-0.4123847186565399,1,Relevante no qrels,Mathematical Modeling of COVID-19 Transmission Dynamics with a Case Study of Wuhan. We propose a compartmental mathematical model for the spread of the COVID-19 disease with special focus on the transmissibility of super-spreaders individua...,29,mtoaz6vx
