dataset,dataset_slug,query_id,query_text,doc_id,x,y,z,bm25_rank,rerank_rank,rank_gain,bm25_score,reranker_score,relevance,visual_group,preview,abs_rank_gain,label,direction
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-4639,-0.6315423,0.28239667,-0.021711895,59,45,14,5.328565333983846,-2.9903812408447266,0,Subiu,"Fecal weight, colon cancer risk, and dietary intake of nonstarch polysaccharides (dietary fiber). Low fecal weight and slow bowel transit time are thought to be associated with bowel cancer risk, but few published data defining bowel habits...",14,,Subiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-3197,0.26694083,-0.03501392,0.017270384,37,26,11,6.070823642589457,-1.7970077991485596,0,Subiu,"Beef in an Optimal Lean Diet study: effects on lipids, lipoproteins, and apolipoproteins. Background: A Step I diet with lean beef compared with lean white meat both decrease LDL cholesterol. To our knowledge, no studies have evaluated a lo...",11,,Subiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-4633,-0.11811483,-0.47801247,0.11822245,41,31,10,5.884611051769308,-2.093937873840332,0,Subiu,"Vegetarian diets are associated with healthy mood states: a cross-sectional study in Seventh Day Adventist adults. Background The physical health status of vegetarians has been extensively reported, but there is limited research regarding t...",10,,Subiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-5342,-0.11811483,-0.4780125,0.11822254,42,32,10,5.884611051769308,-2.093937873840332,0,Subiu,"Vegetarian diets are associated with healthy mood states: a cross-sectional study in Seventh Day Adventist adults. Background The physical health status of vegetarians has been extensively reported, but there is limited research regarding t...",10,,Subiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-1252,0.41986382,0.028456725,-0.14568847,47,37,10,5.70981379892914,-2.361081600189209,0,Subiu,"Determinants of hypocholesterolemic response to soy and animal protein-based diets.. The effect of substituting soy for animal protein in mixed diets was determined in young men with mildly elevated plasma cholesterol, 218 to 307 mg/dl. The...",10,,Subiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-1630,-0.18946657,-0.47006512,-0.15497907,55,47,8,5.448795606406095,-3.0987632274627686,0,Subiu,"Neurobehavioral effects of aspartame consumption.. Despite its widespread use, the artificial sweetener aspartame remains one of the most controversial food additives, due to mixed evidence on its neurobehavioral effects. Healthy adults who...",8,,Subiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-5113,0.1948994,0.013958285,0.054714926,17,10,7,6.7298813387233185,-0.23417392373085022,0,Top reranker,"Effectiveness of a soy-based compared with a traditional low-calorie diet on weight loss and lipid levels in overweight adults.. OBJECTIVE: This study investigated the effects of a soy-based low-calorie diet on weight control, body composit...",7,,Subiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-1419,-0.293053,0.21998584,-0.12765487,31,25,6,6.248896427588566,-1.7475379705429077,0,Subiu,"A diet high in fat and meat but low in dietary fibre increases the genotoxic potential of 'faecal water'.. To determine the effects of different diets on the genotoxicity of human faecal water, a diet rich in fat, meat and sugar but poor in...",6,,Subiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-2145,0.000105522384,0.04537109,0.14961076,26,20,6,6.366812869781636,-1.3257871866226196,0,Subiu,"Effect of non-oil-seed pulses on glycaemic control: a systematic review and meta-analysis of randomised controlled experimental trials in people wi.... AIMS/HYPOTHESIS: Dietary non-oil-seed pulses (chickpeas, beans, peas, lentils, etc.) are...",6,,Subiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-2588,0.05824097,-0.0154037075,0.25379542,11,5,6,7.0395708786724285,5.297759532928467,1,Relevante no qrels,Low-Carbohydrate Diets and All-Cause Mortality: A Systematic Review and Meta-Analysis of Observational Studies. Objective Low-carbohydrate diets and their combination with high-protein diets have been gaining widespread popularity to contro...,6,MED-2588,Subiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-2587,0.27144307,0.033301197,-0.014734889,53,48,5,5.539345964565299,-3.1526923179626465,1,Relevante no qrels,"The effect of high-protein diets on coronary blood flow.. Recent research has demonstrated that successful simultaneous treatment of multiple risk factors including cholesterol, triglycerides, homocysteine, lipoprotein (a) [Lp(a)], fibrinog...",5,MED-2587,Subiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-1669,-0.08026472,-0.04617225,0.07714802,22,17,5,6.553578801094708,-0.9713149070739746,0,Subiu,"The effect of two energy-restricted diets, a low-fructose diet versus a moderate natural fructose diet, on weight loss and metabolic syndrome param.... One of the proposed causes of obesity and metabolic syndrome is the excessive intake of ...",5,,Subiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-2943,0.027200181,-0.061525874,0.18323505,14,11,3,6.893045093568563,-0.31117555499076843,0,Subiu,"Long-term low-calorie low-protein vegan diet and endurance exercise are associated with low cardiometabolic risk.. BACKGROUND: Western diets, which typically contain large amounts of energy-dense processed foods, together with a sedentary l...",3,,Subiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-3557,-0.33204764,0.19673754,0.30728713,54,52,2,5.492556864875151,-3.583690643310547,0,Subiu,VEGETARIAN DIETS AND THE INCIDENCE OF CANCER IN A LOW-RISK POPULATION. Background Cancer is the second leading cause of death in the US. Dietary factors account for at least 30% of all cancers in Western countries. Since people do not consu...,2,,Subiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-1258,0.4153215,0.106960215,-0.15248103,16,15,1,6.832555590689263,-0.8930255174636841,0,Subiu,"The effect of combining plant sterols, soy protein, viscous fibers, and almonds in treating hypercholesterolemia.. Reductions in low-density lipoprotein-cholesterol (LDL-C) result from diets containing almonds, or diets that are either low ...",1,,Subiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-3229,-0.18530096,0.053541612,-0.21746255,44,43,1,5.7949344556468585,-2.977191209793091,0,Subiu,"Protein intake, calcium balance and health consequences.. High-protein (HP) diets exert a hypercalciuric effect at constant levels of calcium intake, even though the effect may depend on the nature of the dietary protein. Lower urinary pH i...",1,,Subiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-4880,0.09932158,-0.1411303,0.061964683,1,1,0,22.832680809899827,5.851480960845947,0,Top 5 BM25 e BGE,"Effects of very-low-carbohydrate (horsemeat- or beef-based) diets and restricted feeding on weight gain, feed and energy efficiency, as well as ser.... BACKGROUND/AIMS: The beneficial or harmful effect of the low-carbohydrate (low-carb), hi...",0,MED-4880,Igual
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-1257,0.2771371,0.061581377,0.18839215,5,6,-1,7.345464731307445,3.661733627319336,0,Top reranker,Protein and coronary heart disease: the role of different protein sources.. Meat protein is associated with an increase in risk of heart disease. Recent data have shown that meat protein appeared to be associated with weight gain over 6.5 y...,1,MED-1257,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-5272,0.118012816,0.024412528,-0.15339933,10,12,-2,7.093092783428604,-0.34807145595550537,0,Caiu,Chronic effects of a high-fat diet enriched with virgin olive oil and a low-fat diet enriched with alpha-linolenic acid on postprandial endothelial.... Traditional cardiovascular risk factors are associated with endothelial dysfunction. The...,2,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-4612,0.06312619,0.0830766,0.15399335,24,27,-3,6.508767840898532,-1.8182405233383179,0,Caiu,"Vegan proteins may reduce risk of cancer, obesity, and cardiovascular disease by promoting increased glucagon activity.. Amino acids modulate the secretion of both insulin and glucagon; the composition of dietary protein therefore has the p...",3,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-1540,-0.12718166,0.16814041,0.29809216,52,55,-3,5.60382283559606,-3.754981756210327,0,Caiu,Vegetarian diets: what do we know of their effects on common chronic diseases?. A number of studies have evaluated the health of vegetarians. Others have studied the health effects of foods that are preferred or avoided by vegetarians. The ...,3,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-1552,0.21816169,-0.02384278,-0.11884954,29,33,-4,6.277951036744728,-2.1748569011688232,0,Caiu,"Dietary lipids and blood cholesterol: quantitative meta-analysis of metabolic ward studies.. OBJECTIVE: To determine the quantitative importance of dietary fatty acids and dietary cholesterol to blood concentrations of total, low density li...",4,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-4522,0.18035024,0.016511206,-0.051861078,46,50,-4,5.762331416093884,-3.1932647228240967,0,Caiu,"Food selection based on high total antioxidant capacity improves endothelial function in a low cardiovascular risk population.. BACKGROUND AND AIMS: Oxidative stress has been advocated as a major cause for cardiovascular disease (CVD), and ...",4,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-3149,-0.1612916,-0.15075621,0.17286777,2,7,-5,7.737676765574454,2.331026792526245,0,Top reranker,"Four therapeutic diets: adherence and acceptability.. Many health conditions are treated, at least in part, by therapeutic diets. Although the success of any intervention depends on its acceptability to the patient, the acceptability of the...",5,MED-3149,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-2117,-0.1652687,0.015832216,-0.15032573,43,49,-6,5.827261068753738,-3.158231735229492,0,Caiu,Diet in acne: further evidence for the role of nutrient signalling in acne pathogenesis.. Recent evidence underlines the role of Western diet in the pathogenesis of acne. Acne is absent in populations consuming Palaeolithic diets with low g...,6,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-4353,0.41144055,0.05294482,-0.11147681,4,14,-10,7.372761243463357,-0.8400887250900269,0,Caiu,Effects of dietary proteins on plasma lipoprotein levels in normal subjects: interaction with dietary cholesterol.. We have compared the effects of dietary soy protein and casein in diets low in cholesterol (less than 100 mg/d) and in diets...,10,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-4985,0.08656392,-0.06588073,0.33266997,23,34,-11,6.548836368158051,-2.184030055999756,0,Caiu,"A low-fat vegan diet and a conventional diabetes diet in the treatment of type 2 diabetes: a randomized, controlled, 74-wk clinical trial. Background: Low-fat vegetarian and vegan diets are associated with weight loss, increased insulin sen...",11,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-1837,-0.08656358,-0.28079116,-0.20039174,27,38,-11,6.364294478135019,-2.4082961082458496,0,Caiu,"Dietary manganese intake and type of lipid do not affect clinical or neuropsychological measures in healthy young women.. Because manganese (Mn) is potentially toxic, and because dietary fat type may affect Mn absorption, the objectives of ...",11,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-5267,0.18528612,-0.041993137,-0.12690827,6,18,-12,7.24087898980629,-1.1027718782424927,0,Caiu,"Mediterranean and low-fat diets improve endothelial function in hypercholesterolemic men.. BACKGROUND: The regulatory function of the endothelium is altered in hypercholesterolemia, and the subsequent endothelial dysfunction plays a central...",12,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-5292,-0.29865465,-0.26997086,-0.41765332,33,46,-13,6.205729128804151,-3.0559539794921875,0,Caiu,"Blood pressure, sodium intake, and sodium related hormones in the Yanomamo Indians, a ""no-salt"" culture.. The Yanomamo Indians are an unacculturated tribe inhabiting the tropical equatorial rain forest of northern Brazil and southern Venezu...",13,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-1250,0.40039092,0.096207485,-0.008499948,45,59,-14,5.788583764504974,-4.56606912612915,0,Caiu,A comparison of the effect of diets containing beef protein and plant proteins on blood lipids of healthy young men.. The effect of plant and animal protein on blood lipid levels was investigated in eight healthy normolipidemic men aged 18 ...,14,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-1333,-0.35492542,0.22916766,0.15553404,15,30,-15,6.838111818236435,-2.024080991744995,0,Caiu,"Insulin secretion as a determinant of pancreatic cancer risk.. New epidemiology confirms that glucose intolerance is a risk factor for pancreatic cancer, and that this association cannot be accounted for by an adverse impact of early pancre...",15,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-2529,-0.036385424,0.2989829,-0.06505559,21,36,-15,6.573024074851723,-2.3353021144866943,0,Caiu,"Effect of a very-high-fiber vegetable, fruit, and nut diet on serum lipids and colonic function.. We tested the effects of feeding a diet very high in fiber from fruit and vegetables. The levels fed were those, which had originally inspired...",15,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-3350,-0.21751583,-0.39532328,-0.32360324,25,42,-17,6.394552969378692,-2.7957286834716797,0,Caiu,"Effect of dietary sodium restriction on taste responses to sodium chloride: a longitudinal study.. Normotensive adults on low-sodium, weight-loss, and control diets recorded preferences and perceived saltiness for sodium chloride (NaCl) add...",17,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-1991,0.010686368,0.10748824,0.05770079,36,54,-18,6.136826262100186,-3.6716175079345703,0,Caiu,Plant foods and plant-based diets: protective against childhood obesity?. The objective of this article is to review the epidemiologic literature examining the role of plant foods and plant-based diets in the prevention of childhood obesity...,18,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-5335,-0.029704023,-0.066307746,-0.045643006,34,53,-19,6.163203201966818,-3.6587512493133545,0,Caiu,"Does a vegan diet reduce risk for Parkinson's disease?. Three recent case-control studies conclude that diets high in animal fat or cholesterol are associated with a substantial increase in risk for Parkinson's disease (PD); in contrast, fa...",19,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-4885,-0.12902218,0.333171,-0.21591046,8,28,-20,7.1479345575481865,-1.8940538167953491,0,Caiu,Flaxseed Supplementation (not Dietary Fat Restriction) Reduces Prostate Cancer Proliferation Rates in Men Presurgery. Background Prostate cancer affects one-out-of-six men during their lifetime. Dietary factors are postulated to influence t...,20,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-3874,-0.12902217,0.3331711,-0.21591061,9,29,-20,7.1479345575481865,-1.8940538167953491,0,Caiu,Flaxseed Supplementation (not Dietary Fat Restriction) Reduces Prostate Cancer Proliferation Rates in Men Presurgery. Background Prostate cancer affects one-out-of-six men during their lifetime. Dietary factors are postulated to influence t...,20,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-2522,0.027989341,-0.09831385,0.034391947,35,58,-23,6.147341347510929,-4.1066155433654785,0,Caiu,Blood type diets lack supporting evidence: a systematic review.. BACKGROUND: Diets that are based on the ABO blood group system have been promoted over the past decade and claim to improve health and decrease risk of disease. To our knowled...,23,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-1134,-0.30174112,-0.03674493,-0.26120037,28,56,-28,6.310920008196979,-3.7905125617980957,0,Caiu,Effects of low animal protein or high-fiber diets on urine composition in calcium nephrolithiasis.. BACKGROUND: The purpose of this article is to evaluate the impact of low protein and high fiber intakes on risk factors of stone recurrence ...,28,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-4984,0.17544568,0.05126523,0.27936506,12,41,-29,7.029211646607369,-2.5946826934814453,0,Caiu,"Vegetarian and vegan diets in type 2 diabetes management.. Vegetarian and vegan diets offer significant benefits for diabetes management. In observational studies, individuals following vegetarian diets are about half as likely to develop d...",29,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-2578,-0.24328433,0.44518995,-0.23196177,30,60,-30,6.252944290530291,-4.621166706085205,0,Caiu,Dietary suppression of colonic cancer. Fiber or phytate?. The incidence of colonic cancer differs widely between various human populations. It has been suggested that dietary fiber content is of utmost importance and is inversely related to...,30,,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-5016,0.2102644,0.04284258,-0.16310349,20,51,-31,6.685666040817418,-3.217193841934204,0,Caiu,"Effects of dietary coconut oil, butter and safflower oil on plasma lipids, lipoproteins and lathosterol levels.. OBJECTIVE: The aim of this present study was to determine plasma levels of lathosterol, lipids, lipoproteins and apolipoprotein...",31,MED-5016,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-3273,0.03733724,-0.050797302,-0.04211364,3,35,-32,7.686792780143998,-2.261417865753174,0,Caiu,"The low-methionine content of vegan diets may make methionine restriction feasible as a life extension strategy.. Recent studies confirm that dietary methionine restriction increases both mean and maximal lifespan in rats and mice, achievin...",32,MED-3273,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-4831,0.3831573,0.14235574,0.029951384,7,40,-33,7.228803641650681,-2.5493993759155273,0,Caiu,"Effects of plant-based diets on plasma lipids.. Dyslipidemia is a primary risk factor for cardiovascular disease, peripheral vascular disease, and stroke. Current guidelines recommend diet as first-line therapy for patients with elevated pl...",33,MED-4831,Caiu
NF-Corpus,nfcorpus,PLAIN-1537,low-carb diets,MED-4389,0.050688844,0.03314834,0.34562564,13,57,-44,6.949007188859905,-3.827035903930664,0,Caiu,Usefulness of vegetarian and vegan diets for treating type 2 diabetes.. Significant benefits for diabetes prevention and management have been observed with vegetarian and especially vegan diets. This article reviews observational studies an...,44,MED-4389,Caiu
