dataset,dataset_slug,query_id,query_text,doc_id,x,y,z,bm25_rank,rerank_rank,rank_gain,bm25_score,reranker_score,relevance,visual_group,preview,abs_rank_gain,label
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,5xbyqkpt,-0.23045918,0.3687319,-0.38095278,19,6,13,25.521085587583233,5.891232967376709,0,Top reranker,Shifting from survival to supporting resilience in children and families in the COVID-19 pandemic: Lessons for informing U.S. mental health priorities. This commentary contextualizes potential mental health outcomes for children during and ...,13,5xbyqkpt
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,he1n4ufl,-0.0075449063,-0.33996943,0.17533822,20,58,-38,25.460448916315116,-8.77182388305664,0,Caiu,"Coronavirus advice for associates: what we know so far. The NHS has said that it will continue to pay NHS contract payments to NHS practices in England and Wales, and to NHS dentists in Scotland and Northern Ireland There are a number of co...",38,he1n4ufl
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,aaewccao,-0.07485408,0.17746232,0.42244422,21,48,-27,24.83111721177435,-4.411181926727295,0,Caiu,The respiratory health of urban indigenous children aged less than 5 years: study protocol for a prospective cohort study. BACKGROUND: Despite the burden of acute respiratory illnesses (ARI) among Aboriginal and Torres Strait Islander child...,27,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,8bu6xadf,-0.12910652,0.19341555,-0.21814437,22,32,-10,24.637448364251163,3.0496506690979004,0,Caiu,"Debate: COVID‐19 and children in India. The COVID‐19 pandemic impact on children is a growing concern. The United Nations and its agencies (the World Health Organization and UNICEF), Indian Association For Child and Adolescent Mental Health...",10,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,swgb2tzx,-0.10437223,0.17200531,-0.22265188,23,24,-1,24.637448364251163,3.6361167430877686,0,Caiu,"Debate: COVID-19 and children in India. The COVID-19 pandemic impact on children is a growing concern. The United Nations and its agencies (the World Health Organization and UNICEF), Indian Association For Child and Adolescent Mental Health...",1,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,gnaubzah,0.46892095,0.16621861,0.11833907,24,16,8,24.612415532842732,4.384663105010986,2,Relevante no qrels,Coronavirus disease 2019 in children: Surprising findings in the midst of a global pandemic.. Question Coronavirus disease 2019 (COVID-19) is affecting millions of people worldwide. It seems that it affects mostly adults older than 40 years...,8,gnaubzah
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,hlhhvmtu,0.46610478,0.1756661,0.13311902,25,15,10,24.612415532842732,4.447139263153076,2,Relevante no qrels,Coronavirus disease 2019 in children: Surprising findings in the midst of a global pandemic. Question Coronavirus disease 2019 (COVID-19) is affecting millions of people worldwide. It seems that it affects mostly adults older than 40 years ...,10,hlhhvmtu
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,9epjty24,-0.3584053,0.077611856,0.31197453,26,52,-26,24.55417932185108,-5.473845958709717,0,Caiu,The paediatric global musculoskeletal task force - ‘towards better MSK health for all’. There is increasing concern about the emerging global non-communicable diseases (NCDs) burden. The focus has mainly been on NCDs in adults but it is imp...,26,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,psnd57cp,-0.025807006,-0.14897315,-0.06011099,27,41,-14,24.53283019933966,2.0686402320861816,0,Caiu,"Clinical Rounds. This section offers medicine-related news briefs as of July 1, 2020 A study found that warmer temperatures and ultraviolet (UV) light are not found to reduce the transmission of coronavirus disease-2019 (COVID-19) The JDRF/...",14,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,yg55e7wc,0.07180217,-0.23029768,-0.24294962,28,47,-19,24.44949152640972,-3.0170164108276367,0,Caiu,What the growing rift between the US and WHO means for COVID-19 and global health..,19,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,ev9p2apu,0.08864535,-0.22870469,-0.102110095,29,37,-8,24.408055860192654,2.5822298526763916,0,Caiu,Has mortality due to other causes increased during the Covid-19 pandemic? Early evidence from England and Wales. Background: The Covid-19 pandemic has claimed many lives in the UK and globally. The objective of this paper is to study whethe...,8,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,t67l14e6,-0.052869685,0.14572398,-0.0147456685,30,2,28,24.381182288379193,6.388901710510254,1,Relevante no qrels,Reduced Physical Activity During COVID-19 Pandemic in Children With Congenital Heart Disease. Children with congenital heart disease (CHD) are at risk for both COVID-19 and secondary cardiovascular outcomes. Their increased cardiovascular r...,28,t67l14e6
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,t9f080f5,-0.033903155,0.13992326,-0.020252755,31,1,30,24.29703926707359,6.483977794647217,1,Relevante no qrels,Reduced Physical Activity During COVID-19 Pandemic in Children with Congenital Heart Disease. Abstract Children with congenital heart disease (CHD) are at-risk for both COVID-19 and secondary cardiovascular outcomes. Their increased cardiov...,30,t9f080f5
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,qbb7i7zx,-0.10600813,0.12680838,0.6315391,32,49,-17,24.2325909690004,-4.532125949859619,0,Caiu,"Adenoidectomy in Children: What Is the Evidence and What Is its Role?. PURPOSE OF REVIEW: Review the current state of the adenoidectomy procedure in the pediatric population with up-to-date indications for surgery, operative techniques, adv...",17,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,bhlp1acq,-0.010063661,-0.1016646,-0.18344161,33,10,23,24.06318366878642,5.04913854598999,0,Top reranker,"Covid-19: accelerating recovery. Covid-19 infections and related illness and death are rightly at the forefront of our minds. It is critical that we consider how to reduce infections, treat those who are ill and protect health systems. We m...",23,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,fp7zyzfj,0.032398634,0.2256926,-0.18643808,34,22,12,24.057233863106386,3.6763479709625244,0,Subiu,Latent Profiles of the Comorbidity of Post-traumatic Stress Disorder and Generalized Anxiety Disorder among Children and Adolescents who are Potentially Infected with COVID-19. The present study aims to examine the comorbidity patterns of t...,12,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,k9k1bwg6,0.11021427,-0.20255631,-0.0394042,35,33,2,23.914520359440036,3.0250186920166016,0,Subiu,"An International Review of Tobacco Use and the COVID-19 Pandemic: Examining Hospitalization, Asymptomatic Cases, and Severity. Background and objectives: Since the World Health Organization (WHO) declared a public health emergency of immine...",2,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,16b8drw2,-0.30457738,0.1271911,0.25973752,36,51,-15,23.91451120561521,-5.006356716156006,0,Caiu,In-service training for health professionals to improve care of seriously ill newborns and children in low-income countries. BACKGROUND: A variety of in-service emergency care training courses are currently being promoted as a strategy to i...,15,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,qjb1av2s,-0.4924536,-0.28809696,0.2042944,37,57,-20,23.797257001123242,-8.219980239868164,0,Caiu,"Social contract theory and just decision making: lessons from genetic testing for the BRCA mutations.. Decisions about funding health services are crucial to controlling costs in health care insurance plans, yet they encounter serious chall...",20,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,y4xvblhf,0.0083119655,-0.29002973,-0.23378427,38,44,-6,23.783109401046005,-1.3010952472686768,0,Caiu,What a US exit from the WHO means for COVID-19 and global health.,6,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,dk9ih6w6,-0.5413295,0.01828489,0.1412515,39,50,-11,23.772949575209694,-4.935567378997803,0,Caiu,The Choice and Partnership Approach to community mental health and addictions services: a realist-informed scoping review protocol.. INTRODUCTION Early identification and appropriate treatment of child and adolescent mental health disorders...,11,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,g8oachgn,0.007758867,0.2528557,-0.15485263,40,20,20,23.76383461937339,3.9696693420410156,0,Subiu,Vulnerable Children in a Dual Epidemic.. Two epidemics-Covid-19 and opioid use disorder (OUD) -are creating short- and long-term mental and physical health risks for vulnerable children and adolescents. Information about the risks to childr...,20,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,i16tiot6,0.000529929,0.2646505,-0.14699191,41,21,20,23.76383461937339,3.964766263961792,0,Subiu,Vulnerable Children in a Dual Epidemic. Two epidemics-Covid-19 and opioid use disorder (OUD) -are creating short- and long-term mental and physical health risks for vulnerable children and adolescents. Information about the risks to childre...,20,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,tpw5adoy,-0.4116413,0.51048523,-0.10860712,42,46,-4,23.631981543490703,-2.985344409942627,0,Caiu,"Systematic Review of Universal Resilience-Focused Interventions Targeting Child and Adolescent Mental Health in the School Setting.. OBJECTIVE To examine the effect of universal, school-based, resilience-focused interventions on mental heal...",4,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,91qifefq,-0.17723209,-0.070967846,-0.25941914,43,43,0,23.61400183518951,1.4469380378723145,0,Sem mudança,What should be done to support the mental health of healthcare staff treating COVID-19 patients?. There is an urgent need to provide evidence-based well-being and mental health support for front-line clinical staff managing the COVID-19 pan...,0,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,tl7ecmdd,-0.47353703,0.48649308,0.02207639,44,55,-11,23.518577698527245,-7.14573335647583,0,Caiu,The impact of maternal prenatal and postnatal anxiety on children's emotional problems: a systematic review.. Maternal mental health problems during pregnancy and the postnatal period are a major public health issue. Despite evidence that s...,11,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,7pk2mb7m,-0.24982786,-0.29773843,-0.18019593,45,26,19,23.510553818469425,3.5338473320007324,0,Subiu,"COVID-19 - Enacting a ‘new normal’ for people who use drugs. The COVID-19 crisis has magnified existing social, economic and political inequities. People who use drugs are particularly vulnerable due to criminalisation and stigma and often ...",19,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,ls20a2ve,-0.4250637,-0.13711339,0.2905435,46,59,-13,23.501538198428765,-9.366368293762207,0,Caiu,Applying the balanced scorecard to local public health performance measurement: deliberations and decisions. BACKGROUND: All aspects of the heath care sector are being asked to account for their performance. This poses unique challenges for...,13,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,yskxh6bh,0.031418353,-0.1447747,0.031106008,47,53,-6,23.372815764667678,-6.338287353515625,0,Caiu,"The 2009 influenza A (H1N1) pandemic: Management and vaccination strategies in The Netherlands. Prior to 2009, The Netherlands had prepared itself extensively for a potential pandemic. Multidisciplinary guidelines had been drafted to contro...",6,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,998lscmk,0.3984924,0.14920534,0.08209991,48,4,44,23.345196844716178,6.214757919311523,2,Relevante no qrels,"SARS-CoV-2 (COVID-19): What do we know about children? A systematic review. BACKGROUND: Few paediatric cases of COVID-19 have been reported and we know little about the epidemiology in children, though more is known about other coronaviruse...",44,998lscmk
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,6mutnwid,-0.3969094,0.11801383,-0.13496384,49,23,26,23.2582252958562,3.66459321975708,0,Subiu,Learning in times of lockdown: how Covid-19 is affecting education and food security in India. A vast majority of the relief and rehabilitation packages announced in the months following the nationwide lockdown in India have focused on econ...,26,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,6uffmcc6,0.22594814,-0.022188056,0.13145043,50,39,11,23.18853259741408,2.3734469413757324,0,Subiu,Perioperative care of pediatric anesthesia for children with suspected or confirmed COVID-19. COVID-19 is a pandemic disease that recently been spreading all over the globe. Health-care bodies recognize that organized and written protocols ...,11,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,vw8be01j,0.4598896,0.19700335,0.36245245,51,18,33,23.172429763376705,4.1071553230285645,2,Relevante no qrels,SARS-COV-2 infection in children and newborns: a systematic review. A recent outbreak of a novel Coronavirus responsible for a Severe Acute Respiratory Syndrome (SARS-CoV-2) is spreading globally. The aim of this study was to systematically...,33,vw8be01j
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,a1p44lop,0.41912177,-0.06693847,-0.038716957,52,27,25,23.162779823583254,3.5321247577667236,2,Relevante no qrels,SARS-CoV-2: The Path of Prevention and Control. The 2019 coronavirus pandemic (COVID-19) continues to expand worldwide. Although the number of cases and the death rate among children and adolescents are reported to be low compared to adults...,25,a1p44lop
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,btisdpn6,0.41009295,-0.06964371,-0.046523634,53,29,24,23.162779823583254,3.2901699542999268,0,Subiu,SARS-CoV-2: The Path of Prevention and Control.. The 2019 coronavirus pandemic (COVID-19) continues to expand worldwide. Although the number of cases and the death rate among children and adolescents are reported to be low compared to adult...,24,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,njg0ln33,0.06464061,-0.43597928,-0.14971991,54,34,20,23.15164874114756,2.856985092163086,0,Subiu,"Covid‐19 and Myeloma: what are the implications for now and in the future?. The pandemic has affected every aspect of myeloma care. Immediate focus is minimizing risk of contracting COVID‐19 and the sequelae of infection. However, what does...",20,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,sexx9196,0.1205652,-0.4217683,-0.16727997,55,36,19,23.135209699494357,2.625760078430176,0,Subiu,COVID-19 and myeloma: what are the implications for now and in the future?. The pandemic has affected every aspect of myeloma care. Immediate focus is minimising risk of contracting coronavirus disease 2019 (COVID-19) and the sequelae of in...,19,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,dd4bdsij,0.0028915347,-0.19414206,-0.024350619,56,14,42,23.091867336873474,4.493289947509766,0,Subiu,Malnutrition Care during the COVID-19 Pandemic: Considerations for Registered Dietitian Nutritionists Evidence Analysis Center. Recent evidence examining adults infected with COVID-19 has indicated a significant impact of malnutrition on he...,42,dd4bdsij
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,ef1qr82d,0.3631324,0.16675065,0.2583354,57,11,46,23.059200955808638,4.788623332977295,2,Relevante no qrels,SARS-CoV-2 testing and outcomes in the first 30 days after the first case of COVID-19 at an Australian children's hospital. OBJECTIVE: International studies describing COVID-19 in children have shown low proportions of paediatric cases and ...,46,ef1qr82d
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,cc6rn95z,0.009404535,-0.18514474,-0.035022676,58,13,45,23.056573451610895,4.497602939605713,0,Subiu,Malnutrition Care during the COVID-19 Pandemic: Considerations for Registered Dietitian Nutritionists Evidence Analysis Center. Abstract Recent evidence examining adults infected with COVID-19 has indicated a significant impact of malnutrit...,45,cc6rn95z
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,6j20p0gv,-0.10503548,-0.2677418,-0.0862099,59,56,3,23.0312460533768,-7.2100300788879395,0,Subiu,"What Went Wrong? The World Health Organization from Swine Flu to Ebola. Since 2001, the World Health Organization (WHO) has been actively promoting its ability to manage global health security. Recent events such as the 2009 H1N1 influenza ...",3,
TREC-COVID,trec_covid,47,what are the health outcomes for children who contract COVID-19?,8ermzrmr,-0.2369719,-0.07187584,-0.061223254,60,40,20,22.973347354449473,2.168058156967163,0,Subiu,"Virtual reality exercise as a coping strategy for health and wellness promotion in older adults during the COVID-19 pandemic. The December 2019 COVID-19 outbreak in China has led to worldwide quarantine, as recommended by local governments ...",20,
