dataset,query_id,query_text,delta_nDCG@10,rerank_beneficial,query_char_count,query_word_count,query_unique_ratio,query_avg_word_length,query_digit_ratio,query_punctuation_ratio
SciFact,137,Asymptomatic visual impairment screening in elderly populations does not lead to improved vision.,0.0,0,97,13,1.0,6.461538461538462,0.0,0.010309278350515464
SciFact,141,Auditory entrainment is strengthened when people see congruent visual and auditory information.,-0.1227846846619507,0,95,12,0.9166666666666666,6.916666666666667,0.0,0.010526315789473684
SciFact,142,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,0.0,0,169,22,0.9545454545454546,6.681818181818182,0.005917159763313609,0.01775147928994083
SciFact,143,Autologous transplantation of mesenchymal stem cells causes fewer opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,0.0,0,158,19,1.0,7.315789473684211,0.006329113924050633,0.0189873417721519
SciFact,146,Autologous transplantation of mesenchymal stem cells has lower rates of rejection than induction therapy with anti-interleukin-2 receptor antibodies.,0.0,0,149,20,0.95,6.45,0.006711409395973154,0.020134228187919462
SciFact,148,Autophagy declines in aged organisms.,0.0,0,37,5,1.0,6.4,0.0,0.02702702702702703
SciFact,163,Bariatric surgery has a positive impact on mental health.,-0.36907024642854247,0,57,9,1.0,5.333333333333333,0.0,0.017543859649122806
SciFact,171,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,0.0,0,93,11,1.0,7.2727272727272725,0.0,0.03225806451612903
SciFact,179,Birth-weight is positively associated with breast cancer.,0.16812753627111754,1,57,8,1.0,6.125,0.0,0.03508771929824561
SciFact,180,Blocking the interaction between TDP-43 and respiratory complex I proteins ND3 and ND6 leads to increased TDP-43-induced neuronal loss.,0.0,0,135,22,0.8636363636363636,5.136363636363637,0.044444444444444446,0.02962962962962963
SciFact,183,Bone marrow cells contribute to adult macrophage compartments.,0.11521168128766429,1,62,8,1.0,6.75,0.0,0.016129032258064516
SciFact,185,Breast cancer development is determined exclusively by genetic factors.,-0.13092975357145753,0,71,9,1.0,6.888888888888889,0.0,0.014084507042253521
SciFact,198,CCL19 is absent within dLNs.,-0.11314719276545837,0,28,5,1.0,4.6,0.07142857142857142,0.03571428571428571
SciFact,208,CHEK2 is not associated with breast cancer.,0.0,0,43,7,1.0,5.142857142857143,0.023255813953488372,0.023255813953488372
SciFact,212,CR is associated with higher methylation age.,-0.36907024642854247,0,45,7,1.0,5.428571428571429,0.0,0.022222222222222223
SciFact,213,CRP is not predictive of postoperative mortality following Coronary Artery Bypass Graft (CABG) surgery.,-0.3562071871080222,0,103,14,1.0,6.214285714285714,0.0,0.02912621359223301
SciFact,216,CX3CR1 on the Th2 cells impairs T cell survival,0.0,0,47,9,1.0,4.333333333333333,0.06382978723404255,0.0
SciFact,217,CX3CR1 on the Th2 cells promotes T cell survival,0.0,0,48,9,1.0,4.444444444444445,0.0625,0.0
SciFact,218,CX3CR1 on the Th2 cells promotes airway inflammation.,0.0,0,53,8,1.0,5.625,0.05660377358490566,0.018867924528301886
SciFact,219,CX3CR1 on the Th2 cells suppresses airway inflammation.,0.0,0,55,8,1.0,5.875,0.05454545454545454,0.01818181818181818
SciFact,230,Carriers of the alcohol aldehyde dehydrogenase deficiency mutation drink less that non-carries.,0.0,0,95,13,1.0,6.3076923076923075,0.0,0.021052631578947368
SciFact,232,Cataract and trachoma are the primary cause of blindness in Southern Sudan.,0.0,0,75,12,1.0,5.25,0.0,0.013333333333333334
SciFact,233,Cell autonomous sex determination in somatic cells does not occur in Galliformes.,0.0,0,81,12,0.9166666666666666,5.75,0.0,0.012345679012345678
SciFact,236,Cell autonomous sex determination in somatic cells occurs in Passeriformes.,0.0,0,75,10,0.9,6.5,0.0,0.013333333333333334
SciFact,237,Cells lacking clpC have a defect in sporulation efficiency in Bacillus subtilis.,0.0,0,80,12,0.9166666666666666,5.666666666666667,0.0,0.0125
SciFact,238,Cells undergoing methionine restriction may activate miRNAs.,0.5,1,60,7,1.0,7.571428571428571,0.0,0.016666666666666666
SciFact,239,Cellular aging closely links to an older appearance.,0.0,0,52,8,1.0,5.5,0.0,0.019230769230769232
SciFact,248,Chenodeosycholic acid treatment increases whole-body energy expenditure.,0.0,0,72,8,1.0,8.0,0.0,0.027777777777777776
SciFact,249,Chenodeosycholic acid treatment reduces whole-body energy expenditure.,0.36907024642854247,1,70,8,1.0,7.75,0.0,0.02857142857142857
SciFact,261,"Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.",-0.07064171895532007,0,103,12,1.0,7.5,0.0,0.019417475728155338
SciFact,268,Cold exposure increases BAT recruitment.,0.36907024642854247,1,40,5,1.0,7.0,0.0,0.025
SciFact,269,Cold exposure reduces BAT recruitment.,0.36907024642854247,1,38,5,1.0,6.6,0.0,0.02631578947368421
SciFact,274,Combination nicotine replacement therapies with varenicline or bupropion lead to significantly higher long-term abstinence rates at 52 weeks than varenicline monotherapy.,0.0,0,170,22,0.9545454545454546,6.7272727272727275,0.011764705882352941,0.011764705882352941
SciFact,275,Combining phosphatidylinositide 3-kinase and MEK 1/2 inhibitors is effective at treating KRAS mutant tumors.,0.0,0,108,16,1.0,5.75,0.027777777777777776,0.027777777777777776
SciFact,279,Commelina yellow mottle virus' (ComYMV) genome consists of 7489 baise pairs.,0.0,0,76,11,1.0,5.636363636363637,0.05263157894736842,0.05263157894736842
SciFact,294,Crossover hot spots are not found within gene promoters in Saccharomyces cerevisiae.,-1.0,0,84,12,1.0,6.0,0.0,0.011904761904761904
SciFact,295,Crosstalk between dendritic cells (DCs) and innate lymphoid cells (ILCs) is important in the regulation of intestinal homeostasis.,0.0,0,130,18,0.9444444444444444,6.0,0.0,0.038461538461538464
SciFact,298,Cytochrome c is released from the mitochondrial intermembrane space to cytosol during apoptosis.,0.0,0,96,13,1.0,6.384615384615385,0.0,0.010416666666666666
SciFact,300,Cytosolic proteins bind to iron-responsive elements on mRNAs coding for DMT1. Cytosolic proteins bind to iron-responsive elements on mRNAs coding for proteins involved in iron uptake.,0.06932344192660694,1,183,28,0.5357142857142857,5.5,0.00546448087431694,0.02185792349726776
SciFact,303,DMRT1 is a sex-determining gene that is epigenetically regulated by the MHM region.,-0.2975964202381242,0,83,14,0.9285714285714286,4.928571428571429,0.012048192771084338,0.024096385542168676
SciFact,312,De novo assembly of sequence data has more specific contigs than unassembled sequence data.,0.0,0,91,14,0.8571428571428571,5.5,0.0,0.01098901098901099
SciFact,314,Deamination of cytidine to uridine on the minus strand of viral DNA results in catastrophic G-to-A mutations in the viral genome.,0.0,0,129,23,0.782608695652174,4.608695652173913,0.0,0.023255813953488372
SciFact,324,Deleting Raptor reduces G-CSF levels.,-0.14161173175550518,0,37,6,1.0,5.166666666666667,0.0,0.05405405405405406
SciFact,327,Deletion of αvβ8 does not result in a spontaneous inflammatory phenotype.,0.0,0,73,11,1.0,5.636363636363637,0.0136986301369863,0.0136986301369863
SciFact,338,Dexamethasone decreases risk of postoperative bleeding.,0.0,0,55,6,1.0,8.166666666666666,0.0,0.01818181818181818
SciFact,343,Diabetic patients with acute coronary syndrome experience increased short-term and long-term risk for bleeding events.,-0.12593989660623928,0,118,17,0.9411764705882353,5.9411764705882355,0.0,0.025423728813559324
SciFact,350,Discrimination between the initiator and elongation tRNAs depends on the translation initiation factor IF3.,0.0,0,107,14,0.9285714285714286,6.642857142857143,0.009345794392523364,0.009345794392523364
SciFact,354,Downregulation and mislocalization of Scribble prevents cell transformation and mammary tumorigenesis.,0.0,0,102,11,0.9090909090909091,8.272727272727273,0.0,0.00980392156862745
SciFact,362,During the primary early antibody response activated B cells migrate toward the inner-and outer paracortical areas where oxysterol accumulation is generated by stromal cells.,0.0,0,174,25,0.92,5.96,0.0,0.011494252873563218
SciFact,380,Enhanced early production of inflammatory chemokines improves viral control in the lung.,0.0,0,88,12,1.0,6.333333333333333,0.0,0.011363636363636364
SciFact,384,Epidemiological disease burden from noncommunicable diseases is more prevalent in low economic settings.,0.0,0,104,13,1.0,7.0,0.0,0.009615384615384616
SciFact,385,Epigenetic modulating agents (EMAs) modulate antitumor immune response in a cancer model system.,0.0,0,96,13,1.0,6.230769230769231,0.0,0.03125
SciFact,386,Errors in peripheral IV drug administration are most common during bolus administration and multiple-step medicine preparations.,0.0,0,128,17,0.9411764705882353,6.529411764705882,0.0,0.015625
SciFact,388,Ethanol stress decreases the expression of IBP in bacteria.,-0.5,0,59,9,1.0,5.555555555555555,0.0,0.01694915254237288
SciFact,399,Exposure to fine particulate air pollution is relate to anxiety prevalence.,0.0,0,75,11,0.9090909090909091,5.818181818181818,0.0,0.013333333333333334
SciFact,410,Febrile seizures increase the threshold for development of epilepsy.,0.0,0,68,9,1.0,6.555555555555555,0.0,0.014705882352941176
SciFact,411,Febrile seizures reduce the threshold for development of epilepsy.,0.0,0,66,9,1.0,6.333333333333333,0.0,0.015151515151515152
SciFact,415,Female carriers of the Apolipoprotein E4 (APOE4) allele have increased risk for dementia.,0.11314719276545837,1,89,13,1.0,5.6923076923076925,0.02247191011235955,0.033707865168539325
SciFact,421,Flexible molecules experience greater steric hindrance in the tumor microenviroment than rigid molecules.,0.0,0,105,13,0.9230769230769231,7.076923076923077,0.0,0.009523809523809525
SciFact,431,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,0.0,0,81,12,1.0,5.583333333333333,0.012345679012345678,0.037037037037037035
SciFact,436,Free histones are degraded by a Rad53-dependent mechanism once DNA has been replicated.,0.0,0,87,14,1.0,5.214285714285714,0.022988505747126436,0.022988505747126436
SciFact,437,Functional consequences of genomic alterations due to Myelodysplastic syndrome (MDS) are poorly understood due to the lack of an animal model.,0.0,0,142,21,0.8571428571428571,5.666666666666667,0.0,0.02112676056338028
SciFact,439,Fz/PCP-dependent Pk localizes to the anterior membrane of neuroectoderm cells during zebrafish neuralation,0.36907024642854247,1,106,15,1.0,6.133333333333334,0.0,0.018867924528301886
SciFact,440,Fz/PCP-dependent Pk localizes to the anterior membrane of notochord cells during zebrafish neuralation.,0.36907024642854247,1,103,15,1.0,5.866666666666666,0.0,0.02912621359223301
SciFact,443,GATA-3 is important for hematopoietic stem cell (HSC) function.,0.0,0,63,10,1.0,5.1,0.015873015873015872,0.06349206349206349
SciFact,452,Gene expression does not vary appreciably across genetically identical cells.,0.37594947999616213,1,77,10,1.0,6.7,0.0,0.012987012987012988
SciFact,475,Glycolysis is one of the primary glycometabolic pathways in cells.,0.0,0,66,10,1.0,5.6,0.0,0.015151515151515152
SciFact,478,Golli-deficient T-cells prefer to differentiate into an anergic phenotype in the adaptive immune response when there are increased levels of Ca2+ in the cytosol.,0.36907024642854247,1,161,26,0.9230769230769231,5.153846153846154,0.006211180124223602,0.024844720496894408
SciFact,491,HNF4A mutations can cause diabetes in mutant carriers by the age of 14 years,0.0,0,76,14,1.0,4.5,0.039473684210526314,0.0
SciFact,501,Headaches are not correlated with cognitive impairment.,0.36907024642854247,1,55,7,1.0,6.857142857142857,0.0,0.01818181818181818
SciFact,502,"Healthcare delivery efficiency in crowded delivery centers is impaired by improving structural, logistical, and interpersonal elements.",0.0,0,135,16,0.9375,7.3125,0.0,0.022222222222222223
SciFact,507,Helminths interfere with immune system control of macrophages activated by IL-4 favor Mycobacterium tuberculosis replication.,-0.5,0,125,16,1.0,6.8125,0.008,0.016
SciFact,508,Hematopoietic Stem Cell purification reaches purity rate of up to 50%.,0.0,0,70,11,1.0,5.2727272727272725,0.02857142857142857,0.02857142857142857
SciFact,513,High cardiopulmonary fitness causes increased mortality rate.,-1.0,0,61,7,1.0,7.714285714285714,0.0,0.01639344262295082
SciFact,514,High dietary calcium intakes are unnecessary for prevention of secondary hyperparathyroidism in subjects with 25(OH)D levels above 75 nmol/liter.,0.3333333333333333,1,145,22,1.0,5.590909090909091,0.027586206896551724,0.027586206896551724
SciFact,516,High levels of CRP reduces the risk of exacerbations in chronic obstructive pulmonary disease (COPD).,0.0,0,101,15,0.9333333333333333,5.6,0.0,0.0297029702970297
SciFact,517,High levels of copeptin decrease risk of diabetes.,0.3333333333333333,1,50,8,0.875,5.25,0.0,0.02
SciFact,521,High-sensitivity cardiac troponin T (HSCT-T) dosage may not be diagnostic if the onset of symptoms occurs less than 3 hours before acute myocardial injury (AMI).,-0.6131471927654584,0,161,27,0.9629629629629629,4.814814814814815,0.006211180124223602,0.043478260869565216
SciFact,525,Histone demethylase recruitment and a transient decrease in histone methylation is necessary for ligand-dependent induction of transcription by nuclear receptors.,0.0,0,162,21,0.9523809523809523,6.714285714285714,0.0,0.012345679012345678
SciFact,527,Homozygous deletion of murine Sbds gene from osterix-expressing mesenchymal stem and progenitor cells (MPCs) prevents oxidative stress.,0.0,0,135,18,1.0,6.388888888888889,0.0,0.02962962962962963
SciFact,528,Human T-lymphotropic virus type-I-associated myelopathy / tropical spastic paraparesis (HAM/TSP) patients produce Immunoglobulin G (IgG) antibodies which cross-react with an immunodominant epitope in Tax.,0.0,0,204,28,1.0,6.071428571428571,0.0,0.05392156862745098
SciFact,532,Hyperfibrinogenemia decreases rates of femoropopliteal bypass thrombosis.,0.0,0,73,7,1.0,9.428571428571429,0.0,0.0136986301369863
SciFact,533,Hyperfibrinogenemia increases rates of femoropopliteal bypass thrombosis.,0.0,0,73,7,1.0,9.428571428571429,0.0,0.0136986301369863
SciFact,535,Hypertension is frequently observed in type 1 diabetes patients.,0.0,0,64,9,1.0,6.111111111111111,0.015625,0.015625
SciFact,536,Hypocretin neurones induce panicprone state in rats.,0.0,0,52,7,1.0,6.428571428571429,0.0,0.019230769230769232
SciFact,539,Hypoglycemia increases the risk of dementia.,0.0,0,44,6,1.0,6.333333333333333,0.0,0.022727272727272728
SciFact,540,Hypothalamic glutamate neurotransmission is crucial to energy balance.,-0.0328153151808101,0,70,8,1.0,7.75,0.0,0.014285714285714285
SciFact,544,IFIT1 restricts viral replication by sequestrating mis-capped viral RNAs.,0.0,0,73,10,0.9,6.3,0.0136986301369863,0.0273972602739726
SciFact,549,IRG1 has antiviral effects against neurotropic viruses.,0.0,0,55,7,1.0,6.857142857142857,0.01818181818181818,0.01818181818181818
SciFact,551,ITAM phosphorylation prevents the transfer of the T cell receptor (TCR) signal from the echo-domain to the cytoplasmic tail of the T cell receptor (TCR).,-0.43067655807339306,0,153,26,0.6538461538461539,4.730769230769231,0.0,0.0392156862745098
SciFact,552,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,0.0,0,130,21,1.0,5.190476190476191,0.007692307692307693,0.015384615384615385
SciFact,554,Immune complex triggered cell death leads to extracellular release of neutrophil protein HMGB1.,-0.01786845654760455,0,95,13,1.0,6.3076923076923075,0.010526315789473684,0.010526315789473684
SciFact,560,Immune responses result in the development of inflammatory Th17 cells and anti-inflammatory iTregs.,0.0,0,99,14,0.9285714285714286,6.071428571428571,0.020202020202020204,0.020202020202020204
SciFact,569,"In adult tissue, most T cells are memory T cells.",0.0,0,49,10,0.8,3.8,0.0,0.04081632653061224
SciFact,575,"In domesticated populations of Saccharomyces cerevisiae, whole chromosome aneuploidy is very uncommon.",1.0,1,102,12,1.0,7.416666666666667,0.0,0.0196078431372549
SciFact,577,"In mice, P. chabaudi parasites are able to proliferate faster early in infection when inoculated at lower numbers than when inoculated at high numbers.",0.0,0,151,24,0.7916666666666666,5.208333333333333,0.0,0.019867549668874173
SciFact,578,"In mouse models, the loss of CSF1R facilitates MOZ-TIF2-induced leuekmogenesis.",0.0,0,79,12,1.0,5.5,0.02531645569620253,0.05063291139240506
SciFact,587,"In transgenic mice harboring green florescent protein under the control of the Sox2 promoter, less than ten percent of the cells with green florescent colocalize with cell proliferation markers.",0.20025319549806447,1,194,29,0.7931034482758621,5.655172413793103,0.005154639175257732,0.010309278350515464
SciFact,589,"In young and middle-aged adults, current or remote uses of ADHD medications do not increase the risk of serious cardiovascular events.",0.0,0,134,22,0.9545454545454546,5.045454545454546,0.0,0.022388059701492536
SciFact,593,Incidence of heart failure decreased by 10% in women since 1979.,0.0,0,64,11,1.0,4.7272727272727275,0.09375,0.03125
SciFact,597,Incidence rates of cervical cancer have decreased.,0.0,0,50,7,1.0,6.142857142857143,0.0,0.02
SciFact,598,Incidence rates of cervical cancer have increased due to nationwide screening programs based primarily on cytology to detect uterine cervical cancer.,-0.04074231032229342,0,149,21,0.8571428571428571,6.095238095238095,0.0,0.006711409395973154
SciFact,613,Increased microtubule acetylation repairs LRRK2 Roc-COR domain mutation induced locomotor deficits.,0.0,0,99,12,1.0,7.25,0.010101010101010102,0.020202020202020204
SciFact,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,-0.23719771276929622,0,110,15,1.0,6.333333333333333,0.0,0.00909090909090909
SciFact,623,Individuals with low serum vitamin D concentrations have increased risk of multiple sclerosis.,0.38685280723454163,1,94,13,1.0,6.230769230769231,0.0,0.010638297872340425
SciFact,628,Infection of human T-cell lymphotropic virus type 1 is most frequent in individuals of African origin.,0.0,0,102,17,0.9411764705882353,5.0,0.00980392156862745,0.0196078431372549
SciFact,636,"Inositol lipid 3-phosphatase PTEN converts Ptdlns(3,4)P 2 into phosphatidylinositol 4-phosphate.",0.5,1,96,15,0.8666666666666667,5.4,0.052083333333333336,0.0625
SciFact,637,Input from  mental and physical health care professionals is effective at decreasing homelessness.,0.21093517368211212,1,98,13,1.0,6.461538461538462,0.0,0.01020408163265306
SciFact,641,Insomnia can be effectively treated with cognitive behavioral therapy.,0.26406812257259094,1,70,9,1.0,6.777777777777778,0.0,0.014285714285714285
SciFact,644,Insulin increases risk of severe kidney failure.,0.36907024642854247,1,48,7,1.0,5.857142857142857,0.0,0.020833333333333332
SciFact,649,Integrating classroom-based collaborative learning with Web-based collaborative learning leads to subpar class performance,-0.36907024642854247,0,122,15,0.8,7.2,0.0,0.01639344262295082
SciFact,659,Ivermectin is used to treat lymphatic filariasis.,0.0,0,49,7,1.0,6.0,0.0,0.02040816326530612
SciFact,660,Ivermectin is used to treat onchocerciasis.,0.6131471927654584,1,43,6,1.0,6.166666666666667,0.0,0.023255813953488372
SciFact,674,LDL cholesterol has no involvement in the development of cardiovascular disease.,0.0,0,80,11,1.0,6.2727272727272725,0.0,0.0125
SciFact,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,0.0,0,79,12,1.0,5.583333333333333,0.0,0.012658227848101266
SciFact,690,Less than 10% of the gabonese children with Schimmelpenning-Feuerstein-Mims syndrome (SFM) had a plasma lactate of more than 5mmol/L.,0.5,1,133,22,0.9090909090909091,4.909090909090909,0.022556390977443608,0.05263157894736842
SciFact,691,Leukemia associated Rho guanine nucleotide-exchange factor represses RhoA in response to SRC activation.,0.0,0,104,14,1.0,6.428571428571429,0.0,0.019230769230769232
SciFact,692,Leuko-increased blood increases infectious complications in red blood cell transfusion.,0.36907024642854247,1,87,11,0.9090909090909091,6.909090909090909,0.0,0.022988505747126436
SciFact,693,Leuko-reduced blood reduces infectious complications in red blood cell transfusion.,0.0,0,83,11,0.9090909090909091,6.545454545454546,0.0,0.024096385542168676
SciFact,700,Localization of PIN1 in the Arabidopsis embryo does not require VPS9a,0.0,0,69,11,1.0,5.363636363636363,0.028985507246376812,0.0
SciFact,702,Localization of PIN1 in the roots of Arabidopsis does not require VPS9a,0.13092975357145753,1,71,12,0.9166666666666666,5.0,0.028169014084507043,0.0
SciFact,715,Low expression of miR7a does represses target genes and exerts a biological function in ovaries.,0.0,0,96,15,1.0,5.4,0.010416666666666666,0.010416666666666666
SciFact,716,Low expression of miR7a exerts a biological function in testis.,0.0,0,63,10,1.0,5.3,0.015873015873015872,0.015873015873015872
SciFact,718,Low nucleosome occupancy correlates with low methylation levels across species.,0.36907024642854247,1,79,10,0.9,6.9,0.0,0.012658227848101266
SciFact,721,Lupus-prone mice infected with curliproducing bacteria have higher autoantibody titers compared to controls.,0.0,0,108,14,1.0,6.714285714285714,0.0,0.018518518518518517
SciFact,723,Ly49Q directs the organization of neutrophil migration to inflammation sites by regulating membrane raft functions.,0.0,0,115,15,1.0,6.666666666666667,0.017391304347826087,0.008695652173913044
SciFact,727,Ly6C hi monocytes have a lower inflammatory capacity compared to their Ly6C lo counterparts.,-0.2440769463369159,0,92,14,0.9285714285714286,5.571428571428571,0.021739130434782608,0.010869565217391304
SciFact,728,Ly6C hi monocytes have a lower inflammatory capacity than Ly6C lo monocytes.,0.2719550712853436,1,76,12,0.8333333333333334,5.333333333333333,0.02631578947368421,0.013157894736842105
SciFact,729,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,0.36907024642854247,1,76,12,1.0,5.333333333333333,0.013157894736842105,0.02631578947368421
SciFact,742,Macrolides have no protective effect against myocardial infarction.,0.0,0,67,8,1.0,7.375,0.0,0.014925373134328358
SciFact,743,Macrolides protect against myocardial infarction.,0.0,0,49,5,1.0,8.8,0.0,0.02040816326530612
SciFact,744,Macropinocytosis contributes to a cell's supply of amino acids via the intracellular uptake of protein.,0.0,0,103,16,0.9375,5.4375,0.0,0.019417475728155338
SciFact,756,Many proteins in human cells can be post-translationally modified at lysine residues via acetylation.,0.1989700043360188,1,101,15,1.0,5.733333333333333,0.0,0.019801980198019802
SciFact,759,Mathematical models predict that using Artemisinin-based combination therapy over nongametocytocidal drugs have a dramatic impact in reducing malaria transmission.,0.0,0,163,20,1.0,7.15,0.0,0.012269938650306749
SciFact,768,Mercaptopurine is anabolized into the inactive methylmercaptopurine by thiopurine methyltrasnferase (TPMT).,0.43067655807339306,1,107,11,1.0,8.545454545454545,0.0,0.028037383177570093
SciFact,770,Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in reduced efficacy and lower quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.,0.0,0,200,27,0.9259259259259259,6.407407407407407,0.0,0.01
SciFact,775,Mice defective for deoxyribonucleic acid (DNA) polymerase I (polI) reveal increased sensitivity to ionizing radiation (IR).,0.0,0,123,16,1.0,6.3125,0.0,0.056910569105691054
SciFact,781,Mice that lack Interferon-γ or its receptor exhibit high resistance to experimental autoimmune myocarditis.,0.0,0,107,15,1.0,6.133333333333334,0.0,0.018691588785046728
SciFact,783,Mice without IFN-γ or its receptor are resistant to EAM induced with α-MyHC/CFA.,0.0,0,80,16,1.0,4.0,0.0,0.05
SciFact,784,MicroRNA is involved in the regulation of Neural Stem Cell (NSC) differentiation and proliferation dynamic homeostasis,0.5693234419266069,1,118,16,1.0,6.3125,0.0,0.01694915254237288
SciFact,785,Microarray results from culture-amplified mixtures of serotypes correlate poorly with microarray results from uncultured mixtures.,0.0,0,130,16,0.75,7.125,0.0,0.015384615384615385
SciFact,793,Mitochondria are uninvolved in apoptosis.,0.0,0,41,5,1.0,7.2,0.0,0.024390243902439025
SciFact,800,Modifying the epigenome in the brain affects the normal human aging process by affecting certain genes related to neurogenesis.,0.0,0,127,19,0.8947368421052632,5.684210526315789,0.0,0.007874015748031496
SciFact,805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,0.0,0,64,8,1.0,7.0,0.0,0.03125
SciFact,808,Most termination events in Okazaki fragments are sequence specific.,0.0,0,67,9,1.0,6.444444444444445,0.0,0.014925373134328358
