dataset,query_id,bm25_ndcg,bm25_mrr,bm25_recall,bm25_map,reranker_ndcg,reranker_mrr,reranker_recall,reranker_map,delta_nDCG@10,delta_MRR@10,delta_Recall@10,delta_MAP@10,dataset_slug,query,interpretacao
TREC-COVID,32,0.13886244387355454,0.5,0.004629629629629629,0.05,0.5637884576902256,1.0,0.018518518518518517,0.4,0.42492601381667106,0.5,0.013888888888888888,0.35000000000000003,trec_covid,"Does SARS-CoV-2 have any subtypes, and if so what are they?",reranker melhorou o ranking da query no topo
TREC-COVID,26,0.407793217603673,1.0,0.005141388174807198,0.22194444444444442,0.8205228949141826,1.0,0.010282776349614395,0.6818253968253967,0.41272967731050964,0.0,0.005141388174807198,0.4598809523809523,trec_covid,what are the initial symptoms of Covid-19?,reranker melhorou o ranking da query no topo
TREC-COVID,2,0.4658996209235437,0.3333333333333333,0.01910828025477707,0.3296428571428571,0.7958221994596777,1.0,0.025477707006369428,0.78,0.329922578536134,0.6666666666666667,0.006369426751592359,0.4503571428571429,trec_covid,how does the coronavirus respond to changes in the weather,reranker melhorou o ranking da query no topo
TREC-COVID,50,0.19125630062807827,0.2,0.021897810218978103,0.08607142857142858,0.5173633627401372,1.0,0.029197080291970802,0.315,0.32610706211205887,0.8,0.007299270072992699,0.22892857142857143,trec_covid,what is known about an mRNA vaccine for the SARS-CoV-2 virus?,reranker melhorou o ranking da query no topo
TREC-COVID,46,0.22101098802379993,0.2,0.027472527472527472,0.20174603174603173,0.5173633627401372,1.0,0.02197802197802198,0.315,0.29635237471633724,0.8,-0.005494505494505492,0.11325396825396827,trec_covid,what evidence is there for dexamethasone as a treatment for COVID-19?,reranker melhorou o ranking da query no topo
TREC-COVID,1,0.21615906613549737,1.0,0.004709576138147566,0.24285714285714283,0.4836253695564513,1.0,0.01098901098901099,0.575,0.2674663034209539,0.0,0.0062794348508634235,0.33214285714285713,trec_covid,what is the origin of COVID-19,reranker melhorou o ranking da query no topo
TREC-COVID,6,0.6378891765242928,0.5,0.0072992700729927005,0.4958730158730159,0.8884746192941302,1.0,0.009384775808133473,0.8521031746031745,0.2505854427698374,0.5,0.0020855057351407726,0.3562301587301586,trec_covid,what types of rapid testing for Covid-19 have been developed?,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-3151,0.07716607426375235,0.1,0.05555555555555555,0.01,0.6911751783860757,1.0,0.3333333333333333,0.4308333333333333,0.6140091041223233,0.9,0.2777777777777778,0.4208333333333333,nfcorpus,Too Much Iodine Can Be as Bad as Too Little,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-1537,0.0,0.0,0.0,0.0,0.5481351590340573,0.5,0.13333333333333333,0.37249999999999994,0.5481351590340573,0.5,0.13333333333333333,0.37249999999999994,nfcorpus,low-carb diets,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-1635,0.5017100640839688,0.5,0.013921113689095127,0.3055555555555556,0.9266360779006401,1.0,0.02088167053364269,0.866388888888889,0.4249260138166713,0.5,0.0069605568445475635,0.5608333333333334,nfcorpus,milk,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-827,0.43808927588501717,0.5,0.020491803278688523,0.24555555555555558,0.8611375561264454,1.0,0.036885245901639344,0.7571031746031747,0.4230482802414282,0.5,0.01639344262295082,0.5115476190476191,nfcorpus,carcinogens,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-1441,0.4288398090337664,0.5,0.021505376344086023,0.27166666666666667,0.8512360941594274,1.0,0.043010752688172046,0.745436507936508,0.42239628512566096,0.5,0.021505376344086023,0.4737698412698413,nfcorpus,Japan,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2730,0.31400945942777175,0.3333333333333333,0.13793103448275862,0.14952380952380953,0.7228077339137017,1.0,0.20689655172413793,0.4864285714285714,0.4087982744859299,0.6666666666666667,0.06896551724137931,0.3369047619047618,nfcorpus,Anti-Angiogenesis: Cutting Off Tumor Supply Lines,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-1409,0.06362078819895171,0.1,0.003952569169960474,0.01,0.3971921948634016,0.5,0.015810276679841896,0.22666666666666666,0.3335714066644499,0.4,0.011857707509881422,0.21666666666666665,nfcorpus,industrial toxins,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-207,0.2866919347890071,0.5,0.05454545454545454,0.12083333333333332,0.6046855387118412,1.0,0.09090909090909091,0.40555555555555556,0.31799360392283404,0.5,0.03636363636363637,0.2847222222222222,nfcorpus,Avoiding Cooked Meat Carcinogens,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-165,0.21454222631433517,0.5,0.08333333333333333,0.14999999999999997,0.5298517090631136,1.0,0.1388888888888889,0.3319444444444445,0.31530948274877846,0.5,0.055555555555555566,0.18194444444444452,nfcorpus,Breast Cancer & Alcohol: How Much is Safe?,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-3382,0.2684006981258608,1.0,0.21428571428571427,0.16666666666666666,0.5768260756109673,1.0,0.2857142857142857,0.4,0.3084253774851065,0.0,0.07142857142857142,0.23333333333333336,nfcorpus,Are Artificial Colors Bad for You?,reranker melhorou o ranking da query no topo
