dataset,query_id,query_text,query_char_count,query_word_count,query_unique_ratio,query_avg_word_length,query_digit_ratio,query_punctuation_ratio,bm25_score_max,bm25_score_mean,bm25_score_std,bm25_score_range,bm25_top1_top2_margin,bm25_top1_top5_margin,bm25_top10_std,bm25_top10_entropy,bm25_top1_mean_ratio,bm25_score_slope,lexical_coverage_top1,lexical_coverage_mean,lexical_coverage_max,lexical_coverage_std,lexical_coverage_top3_mean,doc_word_count_mean,doc_word_count_std,delta_nDCG@10,rerank_beneficial
SciFact,53,ALDH1 expression is associated with poorer prognosis in breast cancer.,70,10,1.0,6.0,0.014285714285714285,0.014285714285714285,36.860054688160254,23.954142514562974,3.6471253831285337,15.887146961282909,9.189621716381929,10.605724630476594,3.9387525472651483,0.0011329354147272667,1.5387757948651721,-0.5142808139204521,0.8,0.7,0.8,0.0894427190999916,0.8000000000000002,125.7,23.298283198553495,0.0,0
SciFact,54,AMP-activated protein kinase (AMPK) activation increases inflammation-related fibrosis in the lungs.,100,13,1.0,6.538461538461538,0.0,0.05,40.91050482205604,33.94732406475835,3.9206480117370344,14.193461400858865,2.4696660742717853,3.021248774553719,1.5568841450847122,0.4131785419176971,1.2051172205507168,-0.6683298071659869,0.6923076923076923,0.5846153846153845,0.6923076923076923,0.07050116453778216,0.6666666666666666,111.05,20.8001802876802,0.14379281289197782,1
SciFact,56,APOE4 expression in iPSC-derived neurons increases AlphaBeta production and tau phosphorylation causing GABA neuron degeneration.,129,16,1.0,7.0625,0.007751937984496124,0.015503875968992248,64.69853891376872,28.322511639392427,9.077960480832152,41.62631021978536,29.389797174857158,34.39260067361146,11.123681020942163,2.541068360935544e-12,2.2843503336682405,-1.0594865920068581,0.75,0.359375,0.75,0.10620403417479019,0.5,118.5,22.948856180646562,0.0,0
SciFact,57,"APOE4 expression in iPSC-derived neurons increases AlphaBeta production and tau phosphorylation, delaying GABA neuron degeneration.",131,16,1.0,7.125,0.007633587786259542,0.022900763358778626,64.69853891376872,28.322511639392427,9.077960480832152,41.62631021978536,29.389797174857158,34.39260067361146,11.123681020942163,2.541068360935544e-12,2.2843503336682405,-1.0594865920068581,0.75,0.359375,0.75,0.10620403417479019,0.5,118.5,22.948856180646562,0.0,0
SciFact,70,Activation of PPM1D suppresses p53 function.,44,6,1.0,6.333333333333333,0.06818181818181818,0.022727272727272728,30.891520946010843,17.30732453330132,3.8563893472319886,16.489063484135908,5.732389483146953,12.869513214019463,4.542244156548094,0.009519874623648795,1.7848813597140296,-0.4905360584472244,0.8333333333333334,0.5666666666666667,0.8333333333333334,0.097182531580755,0.7222222222222222,114.75,26.028590050173673,-0.5315494798389231,0
SciFact,72,Activator-inhibitor pairs are provided dorsally by Admpchordin.,63,8,1.0,6.875,0.0,0.031746031746031744,15.400078777444783,12.983531688780953,0.8859029281643714,3.8816628225501493,1.4172305584043468,1.8409992498610066,0.6521393735155226,0.8336453293261541,1.1861240182247148,-0.14571629211148893,0.5,0.4375,0.5,0.0625,0.4583333333333333,120.4,28.397887245356827,0.6989700043360187,1
SciFact,75,"Active H. pylori urease has a polymeric structure that compromises two subunits, UreA and UreB.",95,15,1.0,5.2,0.0,0.031578947368421054,46.601003907600465,29.854690519291005,6.763343281077606,24.008151659009798,2.9851048629925288,16.925105305153526,7.26344296315605,0.13110543227616786,1.5609273818292844,-0.9907436356656227,0.4666666666666667,0.4,0.5333333333333333,0.07302967433402216,0.48888888888888893,129.9,34.205116576325246,0.36907024642854247,1
SciFact,94,Albendazole is used to treat lymphatic filariasis.,50,7,1.0,6.142857142857143,0.0,0.02,19.26422500760387,13.413072636508272,2.124288576940537,8.109953407886525,1.8860400496635883,4.359949594968764,1.8183259510220364,0.3019204445190362,1.4362275915191633,-0.3411950749053881,0.5714285714285714,0.5,0.5714285714285714,0.07142857142857142,0.4761904761904762,115.35,39.46172195938743,0.0,0
SciFact,99,Alizarin forms hydrogen bonds with residues involved in PGAM1 substrate binding.,80,11,1.0,6.2727272727272725,0.0125,0.0125,30.2351862441429,19.427687208569104,3.01813499723218,13.2145446499059,5.85109988465641,10.055519499461784,3.325549476931605,0.009852590514623066,1.5562936503737232,-0.4104282709938892,0.36363636363636365,0.4181818181818181,0.5454545454545454,0.07272727272727272,0.45454545454545453,120.2,30.324247723562742,0.0,0
SciFact,100,All hematopoietic stem cells segregate their chromosomes randomly.,66,8,1.0,7.25,0.0,0.015151515151515152,32.128075994537255,15.058084053055046,4.019236213885554,19.144402107164648,15.692270927223174,17.006864025190794,5.186909937699848,3.1202404577059138e-06,2.133609819239851,-0.39721097191635907,0.875,0.50625,0.875,0.10807260291119113,0.5833333333333334,100.95,23.86938415627852,0.0,0
SciFact,113,Angiotensin converting enzyme inhibitors are associated with increased risk for functional renal insufficiency.,111,13,1.0,7.538461538461538,0.0,0.009009009009009009,48.75488588443214,27.78368833981444,8.524821103474794,28.552161139516002,4.346993715689607,14.342831648942145,8.240570638166291,0.032724374341186725,1.754802504553208,-1.31692218229419,0.9230769230769231,0.5615384615384615,0.9230769230769231,0.11941672843276942,0.7435897435897436,143.55,30.787132052206488,0.0,0
SciFact,115,Anthrax spores can be disposed of easily after they are dispersed.,66,11,1.0,5.0,0.0,0.015151515151515152,26.95528214889668,16.334925944216444,2.9511330450294446,13.085325068445606,6.644745118748901,10.0017919042816,3.252781942475199,0.006619983308242779,1.6501624948254194,-0.4097893561425367,0.2727272727272727,0.46818181818181814,0.6363636363636364,0.08755163765571918,0.39393939393939387,115.3,24.228289250378367,0.0,0
SciFact,118,Antibiotic induced alterations in the gut microbiome reduce resistance against Clostridium difficile,100,12,1.0,7.416666666666667,0.0,0.0,72.73880331924272,28.71228305771542,13.299317203024511,52.04111169977856,13.218899942536844,42.10098662002972,15.955851156660616,1.1213836327036239e-05,2.5333688433284203,-1.6651189604865824,0.8333333333333334,0.4291666666666668,0.8333333333333334,0.13507970897872776,0.7222222222222223,129.7,30.796266007423693,0.0,0
SciFact,124,Antiretroviral therapy reduces rates of tuberculosis across a broad range of CD4 strata.,88,13,0.9230769230769231,5.769230769230769,0.011363636363636364,0.011363636363636364,49.60902372084189,27.384512011502558,6.71226995709976,26.385745146550757,8.244100129250512,22.509648912129443,7.975493847253299,0.0010562582509013661,1.8115723113855078,-0.8616654350405453,0.6666666666666666,0.4333333333333333,0.6666666666666666,0.11055415967851333,0.611111111111111,145.15,40.38102896162999,0.0,0
SciFact,127,Arginine 90 in p150n is important for interaction with EB1.,59,10,1.0,4.9,0.1016949152542373,0.01694915254237288,29.858281712172367,20.714439349059212,2.4808850466561987,11.163222623828364,7.085601999703087,7.973356676092763,2.7406010073731824,0.011636554466445256,1.4414235987288955,-0.3409156048145324,0.6,0.55,0.6,0.05916079783099615,0.5333333333333333,119.3,26.122978390681254,0.5,1
SciFact,128,Arterioles have a larger lumen diameter than venules.,53,8,1.0,5.625,0.0,0.018867924528301886,22.172900463295203,13.00225319236182,3.615241165482289,12.093042267928064,1.4727231946829455,7.848258025772548,3.6682338890608017,0.28347135111403743,1.705312158997233,-0.5410173561029757,0.375,0.39375,0.625,0.10661701318269988,0.4583333333333333,141.05,31.790682597264254,0.13092975357145753,1
SciFact,129,Articles published in open access format are less likely to be cited than traditional journals.,95,15,1.0,5.333333333333333,0.0,0.010526315789473684,56.91259951010319,23.985199519336874,7.992162344433879,37.168509131061285,25.664162048297648,33.340407226213756,10.220422098261,8.291191302072974e-11,2.3728216004298917,-0.8424053437907878,0.8666666666666667,0.42666666666666664,0.8666666666666667,0.1254325848148452,0.5333333333333333,158.35,76.17826133484539,0.0,0
SciFact,130,Articles published in open access format are more likely to be cited than traditional journals.,95,15,1.0,5.333333333333333,0.0,0.010526315789473684,56.87997532303106,24.289289067083068,8.006134360268316,36.822033984412954,24.286347042720116,33.307783039141626,10.073069937773969,3.1164668118417264e-10,2.3417719294269097,-0.8709488284959139,0.8666666666666667,0.44000000000000006,0.8666666666666667,0.12719189352225943,0.5555555555555556,156.0,75.34454193901507,0.0,0
SciFact,132,Aspirin inhibits the production of PGE2.,40,6,1.0,5.666666666666667,0.025,0.025,23.22449977811861,18.693772245445963,2.3974149313756414,8.204600498052901,0.4174989132873286,2.6212858989367085,1.296853580393268,0.6305579376449933,1.2423656110272976,-0.41093821683235465,0.6666666666666666,0.5916666666666666,0.6666666666666666,0.08291561975888498,0.6666666666666666,138.15,28.768515776800164,0.0,0
SciFact,133,"Assembly of invadopodia is triggered by focal generation of phosphatidylinositol-3,4-biphosphate and the activation of the nonreceptor tyrosine kinase Src.",155,22,0.8636363636363636,6.045454545454546,0.012903225806451613,0.025806451612903226,54.37032055605303,48.92697790402912,3.103885214316668,9.013782111178443,0.3875343118976673,1.8894930796728602,2.1316529178082995,0.6725912858955244,1.1112544221043263,-0.523717996236628,0.5263157894736842,0.47368421052631565,0.5789473684210527,0.060009232899954634,0.5263157894736842,116.55,19.530680991711478,0.22595595991959372,1
SciFact,137,Asymptomatic visual impairment screening in elderly populations does not lead to improved vision.,97,13,1.0,6.461538461538462,0.0,0.010309278350515464,50.55293094313923,21.166319021636635,7.014513315526037,33.17298419510942,26.73280456697283,28.663856954879023,8.840083873604103,5.7338227632710286e-11,2.3883666730839224,-0.7423017312949366,0.6153846153846154,0.3730769230769231,0.6153846153846154,0.08862860478309932,0.4615384615384615,153.15,78.71866043067553,0.0,0
SciFact,141,Auditory entrainment is strengthened when people see congruent visual and auditory information.,95,12,0.9166666666666666,6.916666666666667,0.0,0.010526315789473684,64.75617447768285,25.89080486020628,11.11851283210085,47.62170662644855,24.68001560552748,32.48120604833246,11.836481838525122,2.1438430159824466e-10,2.5011263584629604,-1.582985359684746,0.7272727272727273,0.3727272727272727,0.7272727272727273,0.11096868741576095,0.5151515151515151,127.35,28.73895439990815,-0.1227846846619507,0
SciFact,142,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,169,22,0.9545454545454546,6.681818181818182,0.005917159763313609,0.01775147928994083,59.30434321139049,34.556311927609215,6.213883409799267,28.88356159219368,19.537601391766835,23.61434421810108,7.539681091480992,3.9228383446200206e-08,1.7161652937855476,-0.7447864971550647,0.7619047619047619,0.42142857142857143,0.7619047619047619,0.09906020982245105,0.6031746031746031,136.5,40.957905219871776,0.0,0
SciFact,143,Autologous transplantation of mesenchymal stem cells causes fewer opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,158,19,1.0,7.315789473684211,0.006329113924050633,0.0189873417721519,51.32240122484768,27.023771335604692,5.997860913560886,27.778878606999942,19.119838075350707,24.529689134535847,7.458031645162356,5.399846851770093e-08,1.8991576189526425,-0.676103060915742,0.7368421052631579,0.3921052631578947,0.7368421052631579,0.09772339277698495,0.5263157894736842,137.9,40.81041533726409,0.0,0
SciFact,146,Autologous transplantation of mesenchymal stem cells has lower rates of rejection than induction therapy with anti-interleukin-2 receptor antibodies.,149,20,0.95,6.45,0.006711409395973154,0.020134228187919462,55.81161613790415,31.491725052114248,5.8222465765096105,27.329867333973624,19.656220966227124,24.45123777358716,7.52190153940058,2.7624864959483877e-08,1.772262905431316,-0.5881772653722718,0.7894736842105263,0.42631578947368426,0.7894736842105263,0.10644078113766677,0.5614035087719299,147.7,38.2310083570915,0.0,0
SciFact,148,Autophagy declines in aged organisms.,37,5,1.0,6.4,0.0,0.02702702702702703,27.928095901110364,14.88876968614332,3.361016213954768,14.61057077468636,7.72510436770348,13.69752062345893,4.308063056213675,0.0017653209863823854,1.8757826529550312,-0.3593867291547767,1.0,0.49000000000000005,1.0,0.1609347693943108,0.7999999999999999,112.75,30.27849897204285,0.0,0
SciFact,163,Bariatric surgery has a positive impact on mental health.,57,9,1.0,5.333333333333333,0.0,0.017543859649122806,37.10775284080322,22.537526071952414,5.693676619434283,20.746239167333542,4.517876416076859,11.318672549097666,4.934451380545822,0.03920521854017991,1.6464874060415717,-0.9206611953542531,0.6666666666666666,0.5555555555555556,0.7777777777777778,0.12171612389003691,0.7037037037037037,144.45,26.682344349775565,-0.36907024642854247,0
SciFact,171,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,93,11,1.0,7.2727272727272725,0.0,0.03225806451612903,62.54739570042741,29.34535092282715,13.960057064845392,46.79758005636978,12.362862740020127,18.961370794652197,10.935442420782973,3.9648990355041495e-05,2.131424356277609,-2.2800783890781124,0.8181818181818182,0.5590909090909091,0.8181818181818182,0.13568010505999364,0.787878787878788,129.05,34.39400383787848,0.0,0
SciFact,179,Birth-weight is positively associated with breast cancer.,57,8,1.0,6.125,0.0,0.03508771929824561,32.40555450978185,22.747603630977302,4.073606559198119,14.019108924696866,1.0233119271241122,6.222778646446642,3.7534197688821123,0.2863346190630463,1.4245700353971578,-0.6519078722482038,1.0,0.75,1.0,0.125,0.9166666666666666,153.6,30.936063097944444,0.16812753627111754,1
SciFact,180,Blocking the interaction between TDP-43 and respiratory complex I proteins ND3 and ND6 leads to increased TDP-43-induced neuronal loss.,135,22,0.8636363636363636,5.136363636363637,0.044444444444444446,0.02962962962962963,101.36102910574166,36.01084919731799,16.599016425991184,73.0879570744421,40.02148094999667,66.05038066350603,21.372636712621308,-4.3428319411787724e-13,2.8147358744678206,-1.7387092181948545,0.6842105263157895,0.37105263157894736,0.6842105263157895,0.08723991818026723,0.47368421052631576,120.1,21.125576915199265,0.0,0
SciFact,183,Bone marrow cells contribute to adult macrophage compartments.,62,8,1.0,6.75,0.0,0.016129032258064516,25.098151591794803,19.95840529638745,1.9704858380241197,7.068979802378081,2.0683371561782096,3.6724837559082317,1.6736156286760409,0.42291130908633057,1.2575228941932384,-0.31738072236251313,0.625,0.60625,0.625,0.04463392767839281,0.625,111.0,26.847718711279736,0.11521168128766429,1
SciFact,185,Breast cancer development is determined exclusively by genetic factors.,71,9,1.0,6.888888888888889,0.0,0.014084507042253521,19.473903771476646,17.288072662011203,1.0149887247324754,3.298456864854966,0.3426713787250506,1.5295010560526734,0.7996349139772859,0.8675560196173931,1.1264357891246366,-0.16832064771835736,0.5555555555555556,0.5944444444444443,0.7777777777777778,0.08069910581296638,0.6296296296296297,134.7,31.376902332767013,-0.13092975357145753,0
SciFact,198,CCL19 is absent within dLNs.,28,5,1.0,4.6,0.07142857142857142,0.03571428571428571,11.826539662248184,8.876793670863659,1.1828073956767429,4.333486304738673,0.3321293260127405,2.221242997850153,1.00955704137332,0.7224576160643531,1.3322985867145352,-0.19157263212528233,0.4,0.43,0.6,0.09539392014169457,0.4666666666666666,122.3,26.366835229128277,-0.11314719276545837,0
SciFact,208,CHEK2 is not associated with breast cancer.,43,7,1.0,5.142857142857143,0.023255813953488372,0.023255813953488372,30.07883115997843,18.120220342698882,2.8708132067107166,13.356997041995509,10.611368581939633,11.697265387713696,3.6543669000935233,0.00045789700614261655,1.6599594591628677,-0.30122192739651243,0.7142857142857143,0.7499999999999999,0.8571428571428571,0.061858957413174154,0.7142857142857143,136.0,20.906936647916645,0.0,0
SciFact,212,CR is associated with higher methylation age.,45,7,1.0,5.428571428571429,0.0,0.022222222222222223,19.887596366674853,17.3937398375357,1.4873014024443665,4.823679438951293,0.41057406531522744,0.8639770477587199,0.8608613348894921,0.8903800039031187,1.1433766718619884,-0.25632996497932364,0.7142857142857143,0.7,0.8571428571428571,0.08921425711997713,0.7142857142857143,139.7,27.537429073898675,-0.36907024642854247,0
SciFact,213,CRP is not predictive of postoperative mortality following Coronary Artery Bypass Graft (CABG) surgery.,103,14,1.0,6.214285714285714,0.0,0.02912621359223301,59.20507103624787,32.14348065929088,11.20714653316957,37.48598688836604,6.9649509301378885,16.731464436492068,10.076181567062358,0.003310000621345147,1.8418998136449483,-1.789580317050027,0.5714285714285714,0.4642857142857143,0.7142857142857143,0.12268260026655477,0.6428571428571428,156.5,28.688848007544674,-0.3562071871080222,0
SciFact,216,CX3CR1 on the Th2 cells impairs T cell survival,47,9,1.0,4.333333333333333,0.06382978723404255,0.0,31.70412050685434,18.816903074114574,3.24129489109868,15.559046735121871,11.707909576182054,11.888984969738654,3.7268627846757876,0.00026989377379344365,1.68487451851033,-0.4044506657284436,0.6666666666666666,0.6055555555555555,0.7777777777777778,0.07432826755699805,0.6666666666666666,108.7,25.072096043211065,0.0,0
SciFact,217,CX3CR1 on the Th2 cells promotes T cell survival,48,9,1.0,4.444444444444445,0.0625,0.0,31.70412050685434,18.6207801313179,3.5070829114593107,15.849885381492037,8.557010701481307,11.888984969738654,3.9554210187556484,0.0009913913340783068,1.7026204210172615,-0.4684317574930503,0.6666666666666666,0.5944444444444444,0.6666666666666666,0.0529966223009414,0.6296296296296297,112.75,29.37664888989212,0.0,0
SciFact,218,CX3CR1 on the Th2 cells promotes airway inflammation.,53,8,1.0,5.625,0.05660377358490566,0.018867924528301886,37.11366185471706,19.236975903480136,5.244146496592756,22.801705324696503,9.021021683593375,16.993553119817943,5.605090853785777,0.000539685334437558,1.9292877446502843,-0.7469249602937359,0.625,0.50625,0.75,0.10807260291119113,0.625,115.1,32.20543432403916,0.0,0
SciFact,219,CX3CR1 on the Th2 cells suppresses airway inflammation.,55,8,1.0,5.875,0.05454545454545454,0.01818181818181818,37.11366185471706,18.976327041104874,5.38228861420323,22.801705324696503,9.021021683593375,16.993553119817943,5.638561766545735,0.0005396612361064811,1.9557874279002814,-0.7721290064106515,0.625,0.5,0.75,0.11180339887498948,0.625,116.8,30.97030836139673,0.0,0
SciFact,230,Carriers of the alcohol aldehyde dehydrogenase deficiency mutation drink less that non-carries.,95,13,1.0,6.3076923076923075,0.0,0.021052631578947368,37.40583368527011,23.950471683365922,3.5308690173502892,16.237952085371987,9.313448047156996,12.837000596238031,4.063954404475533,0.0005414044176076459,1.5617994576386236,-0.46062101231765734,0.6153846153846154,0.4038461538461539,0.6153846153846154,0.06378124596837308,0.4871794871794872,127.0,32.28467128530195,0.0,0
SciFact,232,Cataract and trachoma are the primary cause of blindness in Southern Sudan.,75,12,1.0,5.25,0.0,0.013333333333333334,60.21437855631812,30.867691923870844,11.095292036110324,36.29265562109626,2.9838327302276113,30.982998182044298,13.18080952545695,0.08523740227395384,1.9507250073904185,-1.4290276853329245,0.8333333333333334,0.5791666666666667,0.8333333333333334,0.08926785535678562,0.7222222222222222,133.5,42.68782027698299,0.0,0
SciFact,233,Cell autonomous sex determination in somatic cells does not occur in Galliformes.,81,12,0.9166666666666666,5.75,0.0,0.012345679012345678,35.44855105575006,19.473332772528487,4.085440369765908,18.823342563513837,12.782618961101164,14.9754269288051,4.900029489339471,4.199678400253847e-05,1.8203638519318177,-0.5027209026854524,0.6363636363636364,0.4409090909090909,0.6363636363636364,0.10474289656184464,0.5757575757575757,111.25,22.984505650546414,0.0,0
SciFact,236,Cell autonomous sex determination in somatic cells occurs in Passeriformes.,75,10,0.9,6.5,0.0,0.013333333333333334,35.44855105575006,19.03306611292998,4.073477279635273,19.43522729344435,13.861506219832055,15.68249119706794,4.856510203774188,1.39570413148455e-05,1.8624719131127452,-0.49184306102305175,0.7777777777777778,0.4666666666666666,0.7777777777777778,0.12472191289246475,0.5555555555555556,110.65,17.444984952702026,0.0,0
SciFact,237,Cells lacking clpC have a defect in sporulation efficiency in Bacillus subtilis.,80,12,0.9166666666666666,5.666666666666667,0.0,0.0125,41.554546479311355,27.27343191417346,5.82993376939791,20.14047635318135,0.9055553808351178,14.335728929838751,6.2083116251505785,0.3237974099978821,1.5236273385058037,-0.8483214089050699,0.45454545454545453,0.4590909090909091,0.5454545454545454,0.045226701686664525,0.48484848484848486,123.75,20.899461715556217,0.0,0
SciFact,238,Cells undergoing methionine restriction may activate miRNAs.,60,7,1.0,7.571428571428571,0.0,0.016666666666666666,20.92285383938922,11.592501706507898,2.873668002721822,11.364939633313925,3.971402346201419,8.432698837433298,3.270224097745929,0.05116170229384562,1.8048609669510223,-0.39347136145433265,0.2857142857142857,0.3071428571428571,0.42857142857142855,0.051010203061020346,0.3333333333333333,115.4,22.972592365686552,0.5,1
SciFact,239,Cellular aging closely links to an older appearance.,52,8,1.0,5.5,0.0,0.019230769230769232,20.71735182164937,15.03600536392174,2.2348507735559466,7.519468054261399,0.22500758277390176,4.965026566403539,2.320019472666714,0.40646173036891775,1.377849456702096,-0.330596797290289,0.5,0.46875,0.625,0.06702378309227255,0.5416666666666666,110.9,21.997499857938404,0.0,0
SciFact,248,Chenodeosycholic acid treatment increases whole-body energy expenditure.,72,8,1.0,8.0,0.0,0.027777777777777776,33.0602324919162,17.509167690452077,5.440205829052165,20.43074341427965,3.2046458589661526,13.849184705079658,5.881041192048123,0.07222291477290796,1.8881669920806272,-0.7881994047346611,0.875,0.43125,0.875,0.15039011769394955,0.6666666666666666,116.6,21.053265779921176,0.0,0
SciFact,249,Chenodeosycholic acid treatment reduces whole-body energy expenditure.,70,8,1.0,7.75,0.0,0.02857142857142857,30.48489018950842,17.310956359907117,4.943406929676533,17.225176720573877,0.8844588229060619,11.748262453588318,5.389998675762015,0.2670232097020791,1.7610171012915654,-0.7068907702147603,0.625,0.425,0.75,0.12747548783981963,0.625,116.65,19.72124488971221,0.36907024642854247,1
SciFact,261,"Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.",103,12,1.0,7.5,0.0,0.019417475728155338,27.391190932791442,19.930671338850892,3.5680191924558105,11.524838895018702,0.03614825604823935,4.966308980560548,3.3174894990146506,0.48536483860070484,1.3743235472152784,-0.5694874671862163,0.5833333333333334,0.4041666666666667,0.5833333333333334,0.0710780087884666,0.47222222222222227,126.1,27.965872058636045,-0.07064171895532007,0
SciFact,268,Cold exposure increases BAT recruitment.,40,5,1.0,7.0,0.0,0.025,23.88633256136756,13.794227992350457,4.099696434936885,13.92995557473933,0.26644661638087896,8.103935662986979,3.8846346236738616,0.30732143024701775,1.7316179328494241,-0.634551711979776,0.6,0.36000000000000004,0.6,0.13564659966250536,0.6,120.1,22.085968396246518,0.36907024642854247,1
SciFact,269,Cold exposure reduces BAT recruitment.,38,5,1.0,6.6,0.0,0.02631578947368421,27.461284178818868,13.512462527950836,4.60721738962863,17.453627921681576,3.8413982338321873,11.987698896648006,4.921109757688732,0.04480928998361613,2.032293086623891,-0.6545042943966655,0.8,0.3400000000000001,0.8,0.1685229954635272,0.6666666666666666,116.95,22.929184459984615,0.36907024642854247,1
SciFact,274,Combination nicotine replacement therapies with varenicline or bupropion lead to significantly higher long-term abstinence rates at 52 weeks than varenicline monotherapy.,170,22,0.9545454545454546,6.7272727272727275,0.011764705882352941,0.011764705882352941,92.67034501801149,33.09362531849266,18.822417049738792,70.99176577605104,14.901302452763488,55.693810309694285,22.480558726832697,2.3316495572160094e-06,2.8002476043695173,-2.400259244118222,0.6190476190476191,0.4333333333333334,0.6666666666666666,0.09147320339189784,0.5079365079365079,167.0,57.00789419019089,0.0,0
