dataset,pipeline,query_id,query_text,elapsed_sec,ndcg@5,mrr@5,recall@5,map@5,ndcg@10,mrr@10,recall@10,map@10,ndcg@20,mrr@20,recall@20,map@20,ndcg,mrr,recall,map
NF-Corpus,BM25 + BGE-Reranker,PLAIN-112,Food Dyes and ADHD,3.060057444999984,0.5444581444316119,1.0,0.03571428571428571,0.3333333333333333,0.42222801661389164,1.0,0.03571428571428571,0.16666666666666666,0.3124389867334442,1.0,0.03571428571428571,0.08333333333333333,0.42222801661389164,1.0,0.03571428571428571,0.16666666666666666
NF-Corpus,BM25 + BGE-Reranker,PLAIN-123,How Citrus Might Help Keep Your Hands Warm,3.127317858999959,0.10699313236726378,0.5,0.0196078431372549,0.1,0.08039138809008574,0.5,0.0196078431372549,0.05,0.1365099820403834,0.5,0.058823529411764705,0.043406593406593405,0.08039138809008574,0.5,0.0196078431372549,0.05
NF-Corpus,BM25 + BGE-Reranker,PLAIN-133,Starving Tumors of Their Blood Supply,3.084809336000035,0.0,0.0,0.0,0.0,0.04210679386305298,0.125,0.027777777777777776,0.0125,0.031582088585395025,0.125,0.027777777777777776,0.00625,0.04210679386305298,0.125,0.027777777777777776,0.0125
NF-Corpus,BM25 + BGE-Reranker,PLAIN-143,Are Dental X-Rays Safe?,2.9567985389994647,0.71229144280931,1.0,0.058823529411764705,0.6,0.5282800663700055,1.0,0.058823529411764705,0.3,0.4064615970142311,1.0,0.0784313725490196,0.16538461538461538,0.5282800663700055,1.0,0.058823529411764705,0.3
NF-Corpus,BM25 + BGE-Reranker,PLAIN-153,How Should I Take Probiotics?,3.0215314820006824,0.39549765228113803,0.5,0.06382978723404255,0.3833333333333333,0.33860396794776143,0.5,0.0851063829787234,0.24166666666666664,0.3236803830626222,0.5,0.1276595744680851,0.15585357624831309,0.33860396794776143,0.5,0.0851063829787234,0.24166666666666664
NF-Corpus,BM25 + BGE-Reranker,PLAIN-165,Breast Cancer & Alcohol: How Much is Safe?,3.0628990840004917,0.5179618689643684,1.0,0.05555555555555555,0.4,0.5298517090631136,1.0,0.1388888888888889,0.3319444444444445,0.47257074744283517,1.0,0.2222222222222222,0.248739454989455,0.5298517090631136,1.0,0.1388888888888889,0.3319444444444445
NF-Corpus,BM25 + BGE-Reranker,PLAIN-175,Diet and Cellulite,3.1171745559995543,0.16958010263680806,1.0,0.02702702702702703,0.2,0.18102026775530972,1.0,0.05405405405405406,0.13333333333333333,0.13577376968177465,1.0,0.05405405405405406,0.06666666666666667,0.18102026775530972,1.0,0.05405405405405406,0.13333333333333333
NF-Corpus,BM25 + BGE-Reranker,PLAIN-186,Best Treatment for Constipation,2.957188655999744,0.21398626473452756,0.5,0.041666666666666664,0.1,0.13886244387355454,0.5,0.041666666666666664,0.05,0.08961728720334347,0.5,0.041666666666666664,0.025,0.13886244387355454,0.5,0.041666666666666664,0.05
NF-Corpus,BM25 + BGE-Reranker,PLAIN-196,Should We Avoid Titanium Dioxide?,2.8786717779994433,0.639945385422766,1.0,0.043478260869565216,0.4533333333333333,0.48864468918810133,1.0,0.057971014492753624,0.2838095238095238,0.34941829965634014,1.0,0.07246376811594203,0.15661064425770305,0.48864468918810133,1.0,0.057971014492753624,0.2838095238095238
NF-Corpus,BM25 + BGE-Reranker,PLAIN-207,Avoiding Cooked Meat Carcinogens,2.9972909719999734,0.7227265726449519,1.0,0.05454545454545454,0.6,0.6046855387118412,1.0,0.09090909090909091,0.40555555555555556,0.49325477631964315,1.0,0.14545454545454545,0.2655882352941177,0.6046855387118412,1.0,0.09090909090909091,0.40555555555555556
NF-Corpus,BM25 + BGE-Reranker,PLAIN-217,Plant-Based Diets for Psoriasis,3.1109408869997424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-227,Increasing Muscle Strength with Fenugreek,3.0161424919997444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-238,How Chemically Contaminated Are We?,2.803612014000464,0.13120507751234178,0.2,0.018518518518518517,0.04,0.08514311764162098,0.2,0.018518518518518517,0.02,0.05494858807198588,0.2,0.018518518518518517,0.01,0.08514311764162098,0.2,0.018518518518518517,0.02
NF-Corpus,BM25 + BGE-Reranker,PLAIN-248,Treating an Enlarged Prostate With Diet,2.9703697140002987,0.3391602052736161,1.0,0.03225806451612903,0.2,0.22009176629808017,1.0,0.03225806451612903,0.1,0.2553241450444564,1.0,0.12903225806451613,0.08491508491508493,0.22009176629808017,1.0,0.03225806451612903,0.1
NF-Corpus,BM25 + BGE-Reranker,PLAIN-259,Optimal Phytosterol Dose and Source,3.0270076610004253,0.3391602052736161,1.0,0.07142857142857142,0.2,0.22009176629808017,1.0,0.07142857142857142,0.1,0.22636952027871626,1.0,0.14285714285714285,0.08333333333333334,0.22009176629808017,1.0,0.07142857142857142,0.1
NF-Corpus,BM25 + BGE-Reranker,PLAIN-270,Is Caffeinated Tea Really Dehydrating?,3.125180917999387,0.36005461457723403,0.5,0.038461538461538464,0.2,0.37566986542073233,0.5,0.07692307692307693,0.19,0.24244506494288146,0.5,0.07692307692307693,0.095,0.37566986542073233,0.5,0.07692307692307693,0.19
NF-Corpus,BM25 + BGE-Reranker,PLAIN-280,Mercury Testing Recommended Before Pregnancy,3.020438174999981,0.5531464700081437,1.0,0.1,0.4,0.43735247915031,1.0,0.15,0.25,0.2822530098116178,1.0,0.15,0.125,0.43735247915031,1.0,0.15,0.25
NF-Corpus,BM25 + BGE-Reranker,PLAIN-291,Stool Size and Breast Cancer Risk,2.9345429310005784,0.5531464700081437,1.0,0.15384615384615385,0.4,0.3589542101716347,1.0,0.15384615384615385,0.2,0.3045398676346468,1.0,0.15384615384615385,0.15384615384615385,0.3589542101716347,1.0,0.15384615384615385,0.2
NF-Corpus,BM25 + BGE-Reranker,PLAIN-307,Vitamin D: Shedding some light on the new recommendations,3.0322588569997606,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.6001807161909536,1.0,0.6666666666666666,0.393939393939394,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333
NF-Corpus,BM25 + BGE-Reranker,PLAIN-320,Breast Cancer and Diet,3.0782569689999946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032864970567577,0.05263157894736842,0.023809523809523808,0.002631578947368421,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-332,Can antioxidant-rich spices counteract the effects of a high-fat meal?,3.128933244000109,0.38685280723454163,0.5,0.5,0.25,0.38685280723454163,0.5,0.5,0.25,0.38685280723454163,0.5,0.5,0.25,0.38685280723454163,0.5,0.5,0.25
NF-Corpus,BM25 + BGE-Reranker,PLAIN-344,Dioxins Stored in Our Own Fat May Increase Diabetes Risk,3.0546224980007537,0.16958010263680806,1.0,0.01639344262295082,0.2,0.13347537859706934,1.0,0.01639344262295082,0.1,0.10011285220460954,1.0,0.01639344262295082,0.05,0.13347537859706934,1.0,0.01639344262295082,0.1
NF-Corpus,BM25 + BGE-Reranker,PLAIN-358,Didn't another study show carnitine was good for the heart?,3.0833581769993543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-371,Any update on the scary in vitro avocado data?,3.062141110999619,0.16369747519436975,0.25,0.5,0.125,0.16369747519436975,0.25,0.5,0.125,0.16369747519436975,0.25,0.5,0.125,0.16369747519436975,0.25,0.5,0.125
NF-Corpus,BM25 + BGE-Reranker,PLAIN-383,What do you think of Dr. Jenkins' take on paleolithic diets?,3.10681634499997,0.3391602052736161,1.0,0.2,0.2,0.3391602052736161,1.0,0.2,0.2,0.3391602052736161,1.0,0.2,0.2,0.3391602052736161,1.0,0.2,0.2
NF-Corpus,BM25 + BGE-Reranker,PLAIN-395,What about pepper plus turmeric in V8 juice?,3.0308863710006335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-407,Is annatto food coloring safe?,3.0485106619998987,0.6387878864795979,1.0,0.3333333333333333,0.3333333333333333,0.6387878864795979,1.0,0.3333333333333333,0.3333333333333333,0.6387878864795979,1.0,0.3333333333333333,0.3333333333333333,0.6387878864795979,1.0,0.3333333333333333,0.3333333333333333
NF-Corpus,BM25 + BGE-Reranker,PLAIN-418,Fresh fruit versus frozen--which is better?,3.0435735490000297,0.5316519652587917,1.0,0.3333333333333333,0.3333333333333333,0.6916951540553927,1.0,0.6666666666666666,0.40740740740740744,0.6916951540553927,1.0,0.6666666666666666,0.40740740740740744,0.6916951540553927,1.0,0.6666666666666666,0.40740740740740744
NF-Corpus,BM25 + BGE-Reranker,PLAIN-430,Are krill oil supplements better than fish oil capsules?,3.1752787010000247,0.38356636737133565,0.5,0.25,0.2333333333333333,0.327714362946229,0.5,0.25,0.14583333333333331,0.40854485612559926,0.5,0.375,0.1799242424242424,0.327714362946229,0.5,0.25,0.14583333333333331
NF-Corpus,BM25 + BGE-Reranker,PLAIN-441,Is apple cider vinegar good for you?,3.1062470520000716,0.6551092478840796,1.0,0.4,0.3333333333333333,0.7182322615370308,1.0,0.6,0.3933333333333333,0.7182322615370308,1.0,0.6,0.3933333333333333,0.7182322615370308,1.0,0.6,0.3933333333333333
NF-Corpus,BM25 + BGE-Reranker,PLAIN-457,How can you believe in any scientific study?,2.9788452900002085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-468,Is vitamin D3 (cholecalciferol) preferable to D2 (ergocalciferol)?,3.074249723000321,0.21836974929469322,0.3333333333333333,0.1,0.06666666666666667,0.2555887020300086,0.3333333333333333,0.2,0.05333333333333333,0.2555887020300086,0.3333333333333333,0.2,0.05333333333333333,0.2555887020300086,0.3333333333333333,0.2,0.05333333333333333
NF-Corpus,BM25 + BGE-Reranker,PLAIN-478,accidents,3.0440518260002136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-488,adenovirus 36,3.052185043999998,1.0,1.0,0.3333333333333333,1.0,0.9266360779006401,1.0,0.6,0.866388888888889,0.8060565360346743,1.0,0.7333333333333333,0.678939393939394,0.9266360779006401,1.0,0.6,0.866388888888889
NF-Corpus,BM25 + BGE-Reranker,PLAIN-499,African-American,2.962629294999715,0.0,0.0,0.0,0.0,0.06362078819895171,0.1,0.029411764705882353,0.01,0.15254614433965782,0.1,0.11764705882352941,0.03813852813852814,0.06362078819895171,0.1,0.029411764705882353,0.01
NF-Corpus,BM25 + BGE-Reranker,PLAIN-510,airport scanners,3.003687268000249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-520,Alli,2.995515443999466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-531,alternative medicine,2.671087131000604,0.4468535299918563,0.3333333333333333,0.00974025974025974,0.2866666666666666,0.3562315886146009,0.3333333333333333,0.012987012987012988,0.18777777777777777,0.4116036149950729,0.3333333333333333,0.02922077922077922,0.21494949494949492,0.3562315886146009,0.3333333333333333,0.012987012987012988,0.18777777777777777
NF-Corpus,BM25 + BGE-Reranker,PLAIN-541,American Dental Association,3.12252539399924,0.0,0.0,0.0,0.0,0.20865662569078208,0.16666666666666666,0.3333333333333333,0.07539682539682539,0.2812244568614022,0.16666666666666666,0.5,0.10480859010270775,0.20865662569078208,0.16666666666666666,0.3333333333333333,0.07539682539682539
NF-Corpus,BM25 + BGE-Reranker,PLAIN-551,amnesia,2.997483677000673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-561,aneurysm,3.0152846110004248,0.5531464700081437,1.0,0.08,0.4,0.3589542101716347,1.0,0.08,0.2,0.23165732683700077,1.0,0.08,0.1,0.3589542101716347,1.0,0.08,0.2
NF-Corpus,BM25 + BGE-Reranker,PLAIN-571,anisakis,3.024544381999476,0.27727342735504823,0.25,0.2857142857142857,0.13,0.22471947398559278,0.25,0.2857142857142857,0.09285714285714286,0.22471947398559278,0.25,0.2857142857142857,0.09285714285714286,0.22471947398559278,0.25,0.2857142857142857,0.09285714285714286
NF-Corpus,BM25 + BGE-Reranker,PLAIN-583,antinutrients,3.120154480000565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-593,apnea,3.01418417900004,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333
NF-Corpus,BM25 + BGE-Reranker,PLAIN-603,Arkansas,3.0008466980007142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-613,ascorbic acid,3.049936706000153,0.3391602052736161,1.0,0.1,0.2,0.22009176629808017,1.0,0.1,0.1,0.22009176629808017,1.0,0.1,0.1,0.22009176629808017,1.0,0.1,0.1
NF-Corpus,BM25 + BGE-Reranker,PLAIN-623,Atkins diet,3.1391170750002857,0.38356636737133565,0.5,0.04878048780487805,0.2333333333333333,0.2489083270225946,0.5,0.04878048780487805,0.11666666666666665,0.16063730702017212,0.5,0.04878048780487805,0.05833333333333333,0.2489083270225946,0.5,0.04878048780487805,0.11666666666666665
NF-Corpus,BM25 + BGE-Reranker,PLAIN-634,avocados,3.1041473739996945,0.21398626473452756,0.5,0.047619047619047616,0.1,0.13886244387355454,0.5,0.047619047619047616,0.05,0.08961728720334347,0.5,0.047619047619047616,0.025,0.13886244387355454,0.5,0.047619047619047616,0.05
NF-Corpus,BM25 + BGE-Reranker,PLAIN-645,bagels,3.0308538600002066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-660,beans,3.0207420990000173,1.0,1.0,0.010526315789473684,1.0,1.0,1.0,0.021052631578947368,1.0,0.891586788946148,1.0,0.035789473684210524,0.8107817337461303,1.0,1.0,0.021052631578947368,1.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-671,benzene,3.03655945599985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-681,betel nuts,3.0734304610004983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-691,bioavailability,2.9601845440001853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-701,black raspberries,3.0044667330002994,0.6992148198508501,1.0,0.375,0.55,0.6012628110727576,1.0,0.5,0.40625,0.6012628110727576,1.0,0.5,0.40625,0.6012628110727576,1.0,0.5,0.40625
NF-Corpus,BM25 + BGE-Reranker,PLAIN-711,blood clots,3.0360767499996655,0.3391602052736161,1.0,0.017543859649122806,0.2,0.22009176629808017,1.0,0.017543859649122806,0.1,0.1420400396336573,1.0,0.017543859649122806,0.05,0.22009176629808017,1.0,0.017543859649122806,0.1
NF-Corpus,BM25 + BGE-Reranker,PLAIN-721,BMAA,3.054128283000864,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,0.9347967382841031,1.0,0.72,0.9,1.0,1.0,0.4,1.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-731,bone fractures,3.1277349849997336,1.0,1.0,0.09259259259259259,1.0,0.857980942822373,1.0,0.14814814814814814,0.7621031746031746,0.6584987876681214,1.0,0.2037037037037037,0.47546335200746964,0.857980942822373,1.0,0.14814814814814814,0.7621031746031746
NF-Corpus,BM25 + BGE-Reranker,PLAIN-741,BPH,3.0248145469995507,0.7860137352654724,1.0,0.21052631578947367,0.6433333333333333,0.7312625444731047,1.0,0.3684210526315789,0.5782142857142857,0.5286496631323283,1.0,0.42105263157894735,0.3426008202323992,0.7312625444731047,1.0,0.3684210526315789,0.5782142857142857
NF-Corpus,BM25 + BGE-Reranker,PLAIN-751,BRCA genes,2.994841257999724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-761,breast pain,3.0024521739997,0.3391602052736161,1.0,0.16666666666666666,0.2,0.30260241349881345,1.0,0.16666666666666666,0.16666666666666666,0.30260241349881345,1.0,0.16666666666666666,0.16666666666666666,0.30260241349881345,1.0,0.16666666666666666,0.16666666666666666
NF-Corpus,BM25 + BGE-Reranker,PLAIN-771,bronchiolitis obliterans,3.086399332999463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-782,Bush administration,3.070601085999442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-792,cadaverine,3.0458097549999366,0.7227265726449519,1.0,0.5,0.6,0.644824486427155,1.0,0.5,0.5,0.644824486427155,1.0,0.5,0.5,0.644824486427155,1.0,0.5,0.5
NF-Corpus,BM25 + BGE-Reranker,PLAIN-806,caloric restriction,3.029887026999859,0.8539316501572937,1.0,0.041666666666666664,0.76,0.8389574121760602,1.0,0.08333333333333333,0.716547619047619,0.6849754101554406,1.0,0.125,0.5009020146520146,0.8389574121760602,1.0,0.08333333333333333,0.716547619047619
NF-Corpus,BM25 + BGE-Reranker,PLAIN-817,canker sores,3.060015392999958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-827,carcinogens,3.119246356000076,0.7860137352654724,1.0,0.01639344262295082,0.6433333333333333,0.8611375561264454,1.0,0.036885245901639344,0.7571031746031747,0.6655428492464363,1.0,0.04918032786885246,0.4978927724322461,0.8611375561264454,1.0,0.036885245901639344,0.7571031746031747
NF-Corpus,BM25 + BGE-Reranker,PLAIN-838,carrageenan,3.0320358990002205,1.0,1.0,0.5555555555555556,1.0,0.8550956239938448,1.0,0.7777777777777778,0.7777777777777778,0.8550956239938448,1.0,0.7777777777777778,0.7777777777777778,0.8550956239938448,1.0,0.7777777777777778,0.7777777777777778
NF-Corpus,BM25 + BGE-Reranker,PLAIN-850,cauliflower,3.0295285889997103,1.0,1.0,0.08771929824561403,1.0,0.6489315753318465,1.0,0.08771929824561403,0.5,0.41879925010384716,1.0,0.08771929824561403,0.25,0.6489315753318465,1.0,0.08771929824561403,0.5
NF-Corpus,BM25 + BGE-Reranker,PLAIN-872,chanterelle mushrooms,3.0283724079999956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-882,Chernobyl,3.1264793029995417,0.5531464700081437,1.0,0.13333333333333333,0.4,0.3589542101716347,1.0,0.13333333333333333,0.2,0.27825165032414384,1.0,0.13333333333333333,0.13333333333333333,0.3589542101716347,1.0,0.13333333333333333,0.2
NF-Corpus,BM25 + BGE-Reranker,PLAIN-892,chickpeas,3.050129922999986,1.0,1.0,0.05434782608695652,1.0,0.793584067764911,1.0,0.07608695652173914,0.6777777777777778,0.5476632555019102,1.0,0.08695652173913043,0.3655555555555555,0.793584067764911,1.0,0.07608695652173914,0.6777777777777778
NF-Corpus,BM25 + BGE-Reranker,PLAIN-902,chlorophyll,2.9914815190004447,0.5855700749881525,1.0,0.5,0.41666666666666663,0.5855700749881525,1.0,0.5,0.41666666666666663,0.5855700749881525,1.0,0.5,0.41666666666666663,0.5855700749881525,1.0,0.5,0.41666666666666663
NF-Corpus,BM25 + BGE-Reranker,PLAIN-913,cinnamon,3.0031631390002076,1.0,1.0,0.14705882352941177,1.0,0.933745776545611,1.0,0.2647058823529412,0.89,0.6026090359449108,1.0,0.2647058823529412,0.445,0.933745776545611,1.0,0.2647058823529412,0.89
NF-Corpus,BM25 + BGE-Reranker,PLAIN-924,cocaine,3.0481989720001366,0.3391602052736161,1.0,0.03125,0.2,0.22009176629808017,1.0,0.03125,0.1,0.1420400396336573,1.0,0.03125,0.05,0.22009176629808017,1.0,0.03125,0.1
NF-Corpus,BM25 + BGE-Reranker,PLAIN-934,coffee,3.0698975209998025,0.4703652827859579,1.0,0.019801980198019802,0.27999999999999997,0.5926825204089028,1.0,0.0594059405940594,0.3763095238095238,0.6591248929937085,1.0,0.13861386138613863,0.43979606822486084,0.5926825204089028,1.0,0.0594059405940594,0.3763095238095238
NF-Corpus,BM25 + BGE-Reranker,PLAIN-946,coma,3.004415368000082,0.30078518014914984,0.3333333333333333,0.06451612903225806,0.14666666666666667,0.19518900079066107,0.3333333333333333,0.06451612903225806,0.07333333333333333,0.12596860788881453,0.3333333333333333,0.06451612903225806,0.03666666666666667,0.19518900079066107,0.3333333333333333,0.06451612903225806,0.07333333333333333
NF-Corpus,BM25 + BGE-Reranker,PLAIN-956,cooking methods,2.9976216180002666,0.639945385422766,1.0,0.014563106796116505,0.4533333333333333,0.5670429581667766,1.0,0.024271844660194174,0.36476190476190473,0.5462073519357378,1.0,0.04854368932038835,0.31806871233341816,0.5670429581667766,1.0,0.024271844660194174,0.36476190476190473
NF-Corpus,BM25 + BGE-Reranker,PLAIN-966,cortisol,3.015361222000138,0.2960819109658652,0.5,0.3333333333333333,0.16666666666666666,0.2960819109658652,0.5,0.3333333333333333,0.16666666666666666,0.2960819109658652,0.5,0.3333333333333333,0.16666666666666666,0.2960819109658652,0.5,0.3333333333333333,0.16666666666666666
NF-Corpus,BM25 + BGE-Reranker,PLAIN-977,crib death,3.052147432000311,0.2960819109658652,0.5,0.3333333333333333,0.16666666666666666,0.2960819109658652,0.5,0.3333333333333333,0.16666666666666666,0.2960819109658652,0.5,0.3333333333333333,0.16666666666666666,0.2960819109658652,0.5,0.3333333333333333,0.16666666666666666
NF-Corpus,BM25 + BGE-Reranker,PLAIN-987,cumin,3.0638410729998213,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333
NF-Corpus,BM25 + BGE-Reranker,PLAIN-997,Czechoslovakia,2.999156589999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1008,deafness,2.99974585200016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1018,DHA,3.046909651000533,0.4468535299918563,0.3333333333333333,0.05,0.2866666666666666,0.5053603444371989,0.3333333333333333,0.1,0.3414285714285714,0.3924455274585288,0.3333333333333333,0.13333333333333333,0.21121136173767754,0.5053603444371989,0.3333333333333333,0.1,0.3414285714285714
