dataset,pipeline,query_id,recall_level,precision
SciFact,BM25,56,0.4,1.0
SciFact,BM25,56,0.5,1.0
SciFact,BM25,56,0.6000000000000001,1.0
SciFact,BM25,56,0.7000000000000001,1.0
SciFact,BM25,56,0.8,1.0
SciFact,BM25,56,0.9,1.0
SciFact,BM25,56,1.0,1.0
SciFact,BM25,57,0.0,1.0
SciFact,BM25,57,0.1,1.0
SciFact,BM25,57,0.2,1.0
SciFact,BM25,57,0.30000000000000004,1.0
SciFact,BM25,57,0.4,1.0
SciFact,BM25,57,0.5,1.0
SciFact,BM25,57,0.6000000000000001,1.0
SciFact,BM25,57,0.7000000000000001,1.0
SciFact,BM25,57,0.8,1.0
SciFact,BM25,57,0.9,1.0
SciFact,BM25,57,1.0,1.0
SciFact,BM25,70,0.0,1.0
SciFact,BM25,70,0.1,1.0
SciFact,BM25,70,0.2,1.0
SciFact,BM25,70,0.30000000000000004,1.0
SciFact,BM25,70,0.4,1.0
SciFact,BM25,70,0.5,1.0
SciFact,BM25,70,0.6000000000000001,1.0
SciFact,BM25,70,0.7000000000000001,1.0
SciFact,BM25,70,0.8,1.0
SciFact,BM25,70,0.9,1.0
SciFact,BM25,70,1.0,1.0
SciFact,BM25,72,0.0,0.1111111111111111
SciFact,BM25,72,0.1,0.1111111111111111
SciFact,BM25,72,0.2,0.1111111111111111
SciFact,BM25,72,0.30000000000000004,0.1111111111111111
SciFact,BM25,72,0.4,0.1111111111111111
SciFact,BM25,72,0.5,0.1111111111111111
SciFact,BM25,72,0.6000000000000001,0.1111111111111111
SciFact,BM25,72,0.7000000000000001,0.1111111111111111
SciFact,BM25,72,0.8,0.1111111111111111
SciFact,BM25,72,0.9,0.1111111111111111
SciFact,BM25,72,1.0,0.1111111111111111
SciFact,BM25,75,0.0,0.5
SciFact,BM25,75,0.1,0.5
SciFact,BM25,75,0.2,0.5
SciFact,BM25,75,0.30000000000000004,0.5
SciFact,BM25,75,0.4,0.5
SciFact,BM25,75,0.5,0.5
SciFact,BM25,75,0.6000000000000001,0.5
SciFact,BM25,75,0.7000000000000001,0.5
SciFact,BM25,75,0.8,0.5
SciFact,BM25,75,0.9,0.5
SciFact,BM25,75,1.0,0.5
SciFact,BM25,94,0.0,1.0
SciFact,BM25,94,0.1,1.0
SciFact,BM25,94,0.2,1.0
SciFact,BM25,94,0.30000000000000004,1.0
SciFact,BM25,94,0.4,1.0
SciFact,BM25,94,0.5,1.0
SciFact,BM25,94,0.6000000000000001,1.0
SciFact,BM25,94,0.7000000000000001,1.0
SciFact,BM25,94,0.8,1.0
SciFact,BM25,94,0.9,1.0
SciFact,BM25,94,1.0,1.0
SciFact,BM25,99,0.0,1.0
SciFact,BM25,99,0.1,1.0
SciFact,BM25,99,0.2,1.0
SciFact,BM25,99,0.30000000000000004,1.0
SciFact,BM25,99,0.4,1.0
SciFact,BM25,99,0.5,1.0
SciFact,BM25,99,0.6000000000000001,1.0
SciFact,BM25,99,0.7000000000000001,1.0
SciFact,BM25,99,0.8,1.0
SciFact,BM25,99,0.9,1.0
SciFact,BM25,99,1.0,1.0
SciFact,BM25,100,0.0,1.0
SciFact,BM25,100,0.1,1.0
SciFact,BM25,100,0.2,1.0
SciFact,BM25,100,0.30000000000000004,1.0
SciFact,BM25,100,0.4,1.0
SciFact,BM25,100,0.5,1.0
SciFact,BM25,100,0.6000000000000001,1.0
SciFact,BM25,100,0.7000000000000001,1.0
SciFact,BM25,100,0.8,1.0
SciFact,BM25,100,0.9,1.0
SciFact,BM25,100,1.0,1.0
SciFact,BM25,113,0.0,1.0
SciFact,BM25,113,0.1,1.0
SciFact,BM25,113,0.2,1.0
SciFact,BM25,113,0.30000000000000004,1.0
SciFact,BM25,113,0.4,1.0
SciFact,BM25,113,0.5,1.0
SciFact,BM25,113,0.6000000000000001,1.0
SciFact,BM25,113,0.7000000000000001,1.0
SciFact,BM25,113,0.8,1.0
SciFact,BM25,113,0.9,1.0
SciFact,BM25,113,1.0,1.0
SciFact,BM25,115,0.0,1.0
SciFact,BM25,115,0.1,1.0
SciFact,BM25,115,0.2,1.0
SciFact,BM25,115,0.30000000000000004,1.0
SciFact,BM25,115,0.4,1.0
SciFact,BM25,115,0.5,1.0
SciFact,BM25,115,0.6000000000000001,1.0
SciFact,BM25,115,0.7000000000000001,1.0
SciFact,BM25,115,0.8,1.0
SciFact,BM25,115,0.9,1.0
SciFact,BM25,115,1.0,1.0
SciFact,BM25,118,0.0,1.0
SciFact,BM25,118,0.1,1.0
SciFact,BM25,118,0.2,1.0
SciFact,BM25,118,0.30000000000000004,1.0
SciFact,BM25,118,0.4,1.0
SciFact,BM25,118,0.5,1.0
SciFact,BM25,118,0.6000000000000001,1.0
SciFact,BM25,118,0.7000000000000001,1.0
SciFact,BM25,118,0.8,1.0
SciFact,BM25,118,0.9,1.0
SciFact,BM25,118,1.0,1.0
SciFact,BM25,124,0.0,1.0
SciFact,BM25,124,0.1,1.0
SciFact,BM25,124,0.2,1.0
SciFact,BM25,124,0.30000000000000004,1.0
SciFact,BM25,124,0.4,1.0
SciFact,BM25,124,0.5,1.0
SciFact,BM25,124,0.6000000000000001,1.0
SciFact,BM25,124,0.7000000000000001,1.0
SciFact,BM25,124,0.8,1.0
SciFact,BM25,124,0.9,1.0
SciFact,BM25,124,1.0,1.0
SciFact,BM25,127,0.0,0.3333333333333333
SciFact,BM25,127,0.1,0.3333333333333333
SciFact,BM25,127,0.2,0.3333333333333333
SciFact,BM25,127,0.30000000000000004,0.3333333333333333
SciFact,BM25,127,0.4,0.3333333333333333
SciFact,BM25,127,0.5,0.3333333333333333
SciFact,BM25,127,0.6000000000000001,0.3333333333333333
SciFact,BM25,127,0.7000000000000001,0.3333333333333333
SciFact,BM25,127,0.8,0.3333333333333333
SciFact,BM25,127,0.9,0.3333333333333333
SciFact,BM25,127,1.0,0.3333333333333333
SciFact,BM25,128,0.0,0.3333333333333333
SciFact,BM25,128,0.1,0.3333333333333333
SciFact,BM25,128,0.2,0.3333333333333333
SciFact,BM25,128,0.30000000000000004,0.3333333333333333
SciFact,BM25,128,0.4,0.3333333333333333
SciFact,BM25,128,0.5,0.3333333333333333
SciFact,BM25,128,0.6000000000000001,0.3333333333333333
SciFact,BM25,128,0.7000000000000001,0.3333333333333333
SciFact,BM25,128,0.8,0.3333333333333333
SciFact,BM25,128,0.9,0.3333333333333333
SciFact,BM25,128,1.0,0.3333333333333333
SciFact,BM25,129,0.0,1.0
SciFact,BM25,129,0.1,1.0
SciFact,BM25,129,0.2,1.0
SciFact,BM25,129,0.30000000000000004,1.0
SciFact,BM25,129,0.4,1.0
SciFact,BM25,129,0.5,1.0
SciFact,BM25,129,0.6000000000000001,1.0
SciFact,BM25,129,0.7000000000000001,1.0
SciFact,BM25,129,0.8,1.0
SciFact,BM25,129,0.9,1.0
SciFact,BM25,129,1.0,1.0
SciFact,BM25,130,0.0,1.0
SciFact,BM25,130,0.1,1.0
SciFact,BM25,130,0.2,1.0
SciFact,BM25,130,0.30000000000000004,1.0
SciFact,BM25,130,0.4,1.0
SciFact,BM25,130,0.5,1.0
SciFact,BM25,130,0.6000000000000001,1.0
SciFact,BM25,130,0.7000000000000001,1.0
SciFact,BM25,130,0.8,1.0
SciFact,BM25,130,0.9,1.0
SciFact,BM25,130,1.0,1.0
SciFact,BM25,132,0.0,0.0
SciFact,BM25,132,0.1,0.0
SciFact,BM25,132,0.2,0.0
SciFact,BM25,132,0.30000000000000004,0.0
SciFact,BM25,132,0.4,0.0
SciFact,BM25,132,0.5,0.0
SciFact,BM25,132,0.6000000000000001,0.0
SciFact,BM25,132,0.7000000000000001,0.0
SciFact,BM25,132,0.8,0.0
SciFact,BM25,132,0.9,0.0
SciFact,BM25,132,1.0,0.0
SciFact,BM25,133,0.0,0.2
SciFact,BM25,133,0.1,0.2
SciFact,BM25,133,0.2,0.2
SciFact,BM25,133,0.30000000000000004,0.17647058823529413
SciFact,BM25,133,0.4,0.17647058823529413
SciFact,BM25,133,0.5,0.17647058823529413
SciFact,BM25,133,0.6000000000000001,0.0
SciFact,BM25,133,0.7000000000000001,0.0
SciFact,BM25,133,0.8,0.0
SciFact,BM25,133,0.9,0.0
SciFact,BM25,133,1.0,0.0
SciFact,BM25,137,0.0,1.0
SciFact,BM25,137,0.1,1.0
SciFact,BM25,137,0.2,1.0
SciFact,BM25,137,0.30000000000000004,1.0
SciFact,BM25,137,0.4,1.0
SciFact,BM25,137,0.5,1.0
SciFact,BM25,137,0.6000000000000001,1.0
SciFact,BM25,137,0.7000000000000001,1.0
SciFact,BM25,137,0.8,1.0
SciFact,BM25,137,0.9,1.0
SciFact,BM25,137,1.0,1.0
SciFact,BM25,141,0.0,1.0
SciFact,BM25,141,0.1,1.0
SciFact,BM25,141,0.2,1.0
SciFact,BM25,141,0.30000000000000004,1.0
SciFact,BM25,141,0.4,1.0
SciFact,BM25,141,0.5,1.0
SciFact,BM25,141,0.6000000000000001,1.0
SciFact,BM25,141,0.7000000000000001,1.0
SciFact,BM25,141,0.8,1.0
SciFact,BM25,141,0.9,1.0
SciFact,BM25,141,1.0,1.0
SciFact,BM25,142,0.0,1.0
SciFact,BM25,142,0.1,1.0
SciFact,BM25,142,0.2,1.0
SciFact,BM25,142,0.30000000000000004,1.0
SciFact,BM25,142,0.4,1.0
SciFact,BM25,142,0.5,1.0
SciFact,BM25,142,0.6000000000000001,1.0
SciFact,BM25,142,0.7000000000000001,1.0
SciFact,BM25,142,0.8,1.0
SciFact,BM25,142,0.9,1.0
SciFact,BM25,142,1.0,1.0
SciFact,BM25,143,0.0,1.0
SciFact,BM25,143,0.1,1.0
SciFact,BM25,143,0.2,1.0
SciFact,BM25,143,0.30000000000000004,1.0
SciFact,BM25,143,0.4,1.0
SciFact,BM25,143,0.5,1.0
SciFact,BM25,143,0.6000000000000001,1.0
SciFact,BM25,143,0.7000000000000001,1.0
SciFact,BM25,143,0.8,1.0
SciFact,BM25,143,0.9,1.0
SciFact,BM25,143,1.0,1.0
SciFact,BM25,146,0.0,1.0
SciFact,BM25,146,0.1,1.0
SciFact,BM25,146,0.2,1.0
SciFact,BM25,146,0.30000000000000004,1.0
SciFact,BM25,146,0.4,1.0
SciFact,BM25,146,0.5,1.0
SciFact,BM25,146,0.6000000000000001,1.0
SciFact,BM25,146,0.7000000000000001,1.0
SciFact,BM25,146,0.8,1.0
SciFact,BM25,146,0.9,1.0
SciFact,BM25,146,1.0,1.0
SciFact,BM25,148,0.0,1.0
SciFact,BM25,148,0.1,1.0
SciFact,BM25,148,0.2,1.0
SciFact,BM25,148,0.30000000000000004,1.0
SciFact,BM25,148,0.4,1.0
SciFact,BM25,148,0.5,1.0
SciFact,BM25,148,0.6000000000000001,1.0
SciFact,BM25,148,0.7000000000000001,1.0
SciFact,BM25,148,0.8,1.0
SciFact,BM25,148,0.9,1.0
SciFact,BM25,148,1.0,1.0
SciFact,BM25,163,0.0,1.0
SciFact,BM25,163,0.1,1.0
SciFact,BM25,163,0.2,1.0
SciFact,BM25,163,0.30000000000000004,1.0
SciFact,BM25,163,0.4,1.0
SciFact,BM25,163,0.5,1.0
SciFact,BM25,163,0.6000000000000001,1.0
SciFact,BM25,163,0.7000000000000001,1.0
SciFact,BM25,163,0.8,1.0
SciFact,BM25,163,0.9,1.0
SciFact,BM25,163,1.0,1.0
SciFact,BM25,171,0.0,1.0
SciFact,BM25,171,0.1,1.0
SciFact,BM25,171,0.2,1.0
SciFact,BM25,171,0.30000000000000004,1.0
SciFact,BM25,171,0.4,1.0
SciFact,BM25,171,0.5,1.0
SciFact,BM25,171,0.6000000000000001,1.0
SciFact,BM25,171,0.7000000000000001,1.0
SciFact,BM25,171,0.8,1.0
SciFact,BM25,171,0.9,1.0
SciFact,BM25,171,1.0,1.0
SciFact,BM25,179,0.0,1.0
SciFact,BM25,179,0.1,1.0
SciFact,BM25,179,0.2,1.0
SciFact,BM25,179,0.30000000000000004,0.6666666666666666
SciFact,BM25,179,0.4,0.6666666666666666
SciFact,BM25,179,0.5,0.6666666666666666
SciFact,BM25,179,0.6000000000000001,0.15789473684210525
SciFact,BM25,179,0.7000000000000001,0.15789473684210525
SciFact,BM25,179,0.8,0.0
SciFact,BM25,179,0.9,0.0
SciFact,BM25,179,1.0,0.0
SciFact,BM25,180,0.0,1.0
SciFact,BM25,180,0.1,1.0
SciFact,BM25,180,0.2,1.0
SciFact,BM25,180,0.30000000000000004,1.0
SciFact,BM25,180,0.4,1.0
SciFact,BM25,180,0.5,1.0
SciFact,BM25,180,0.6000000000000001,1.0
SciFact,BM25,180,0.7000000000000001,1.0
SciFact,BM25,180,0.8,1.0
SciFact,BM25,180,0.9,1.0
SciFact,BM25,180,1.0,1.0
SciFact,BM25,183,0.0,0.125
SciFact,BM25,183,0.1,0.125
SciFact,BM25,183,0.2,0.125
SciFact,BM25,183,0.30000000000000004,0.125
SciFact,BM25,183,0.4,0.125
SciFact,BM25,183,0.5,0.125
SciFact,BM25,183,0.6000000000000001,0.125
SciFact,BM25,183,0.7000000000000001,0.125
SciFact,BM25,183,0.8,0.125
SciFact,BM25,183,0.9,0.125
SciFact,BM25,183,1.0,0.125
SciFact,BM25,185,0.0,0.5
SciFact,BM25,185,0.1,0.5
SciFact,BM25,185,0.2,0.5
SciFact,BM25,185,0.30000000000000004,0.5
SciFact,BM25,185,0.4,0.5
SciFact,BM25,185,0.5,0.5
SciFact,BM25,185,0.6000000000000001,0.5
SciFact,BM25,185,0.7000000000000001,0.5
SciFact,BM25,185,0.8,0.5
SciFact,BM25,185,0.9,0.5
SciFact,BM25,185,1.0,0.5
SciFact,BM25,198,0.0,0.3333333333333333
SciFact,BM25,198,0.1,0.3333333333333333
SciFact,BM25,198,0.2,0.3333333333333333
SciFact,BM25,198,0.30000000000000004,0.3333333333333333
SciFact,BM25,198,0.4,0.3333333333333333
SciFact,BM25,198,0.5,0.3333333333333333
SciFact,BM25,198,0.6000000000000001,0.3333333333333333
SciFact,BM25,198,0.7000000000000001,0.3333333333333333
SciFact,BM25,198,0.8,0.3333333333333333
SciFact,BM25,198,0.9,0.3333333333333333
SciFact,BM25,198,1.0,0.3333333333333333
SciFact,BM25,208,0.0,1.0
SciFact,BM25,208,0.1,1.0
SciFact,BM25,208,0.2,1.0
SciFact,BM25,208,0.30000000000000004,1.0
SciFact,BM25,208,0.4,1.0
SciFact,BM25,208,0.5,1.0
SciFact,BM25,208,0.6000000000000001,1.0
SciFact,BM25,208,0.7000000000000001,1.0
SciFact,BM25,208,0.8,1.0
SciFact,BM25,208,0.9,1.0
SciFact,BM25,208,1.0,1.0
SciFact,BM25,212,0.0,1.0
SciFact,BM25,212,0.1,1.0
SciFact,BM25,212,0.2,1.0
SciFact,BM25,212,0.30000000000000004,1.0
SciFact,BM25,212,0.4,1.0
SciFact,BM25,212,0.5,1.0
SciFact,BM25,212,0.6000000000000001,1.0
SciFact,BM25,212,0.7000000000000001,1.0
SciFact,BM25,212,0.8,1.0
SciFact,BM25,212,0.9,1.0
SciFact,BM25,212,1.0,1.0
SciFact,BM25,213,0.0,0.16666666666666666
SciFact,BM25,213,0.1,0.16666666666666666
SciFact,BM25,213,0.2,0.16666666666666666
SciFact,BM25,213,0.30000000000000004,0.16666666666666666
SciFact,BM25,213,0.4,0.16666666666666666
SciFact,BM25,213,0.5,0.16666666666666666
SciFact,BM25,213,0.6000000000000001,0.16666666666666666
SciFact,BM25,213,0.7000000000000001,0.16666666666666666
SciFact,BM25,213,0.8,0.16666666666666666
SciFact,BM25,213,0.9,0.16666666666666666
SciFact,BM25,213,1.0,0.16666666666666666
SciFact,BM25,216,0.0,1.0
SciFact,BM25,216,0.1,1.0
SciFact,BM25,216,0.2,1.0
SciFact,BM25,216,0.30000000000000004,1.0
SciFact,BM25,216,0.4,1.0
SciFact,BM25,216,0.5,1.0
SciFact,BM25,216,0.6000000000000001,1.0
SciFact,BM25,216,0.7000000000000001,1.0
SciFact,BM25,216,0.8,1.0
SciFact,BM25,216,0.9,1.0
SciFact,BM25,216,1.0,1.0
SciFact,BM25,217,0.0,1.0
SciFact,BM25,217,0.1,1.0
SciFact,BM25,217,0.2,1.0
SciFact,BM25,217,0.30000000000000004,1.0
SciFact,BM25,217,0.4,1.0
SciFact,BM25,217,0.5,1.0
SciFact,BM25,217,0.6000000000000001,1.0
SciFact,BM25,217,0.7000000000000001,1.0
SciFact,BM25,217,0.8,1.0
SciFact,BM25,217,0.9,1.0
SciFact,BM25,217,1.0,1.0
SciFact,BM25,218,0.0,1.0
SciFact,BM25,218,0.1,1.0
SciFact,BM25,218,0.2,1.0
SciFact,BM25,218,0.30000000000000004,1.0
SciFact,BM25,218,0.4,1.0
SciFact,BM25,218,0.5,1.0
SciFact,BM25,218,0.6000000000000001,1.0
SciFact,BM25,218,0.7000000000000001,1.0
SciFact,BM25,218,0.8,1.0
SciFact,BM25,218,0.9,1.0
SciFact,BM25,218,1.0,1.0
SciFact,BM25,219,0.0,1.0
SciFact,BM25,219,0.1,1.0
SciFact,BM25,219,0.2,1.0
SciFact,BM25,219,0.30000000000000004,1.0
SciFact,BM25,219,0.4,1.0
SciFact,BM25,219,0.5,1.0
SciFact,BM25,219,0.6000000000000001,1.0
SciFact,BM25,219,0.7000000000000001,1.0
SciFact,BM25,219,0.8,1.0
SciFact,BM25,219,0.9,1.0
SciFact,BM25,219,1.0,1.0
SciFact,BM25,230,0.0,1.0
SciFact,BM25,230,0.1,1.0
SciFact,BM25,230,0.2,1.0
SciFact,BM25,230,0.30000000000000004,1.0
SciFact,BM25,230,0.4,1.0
SciFact,BM25,230,0.5,1.0
SciFact,BM25,230,0.6000000000000001,1.0
SciFact,BM25,230,0.7000000000000001,1.0
SciFact,BM25,230,0.8,1.0
SciFact,BM25,230,0.9,1.0
SciFact,BM25,230,1.0,1.0
SciFact,BM25,232,0.0,0.5
SciFact,BM25,232,0.1,0.5
SciFact,BM25,232,0.2,0.5
SciFact,BM25,232,0.30000000000000004,0.5
SciFact,BM25,232,0.4,0.5
SciFact,BM25,232,0.5,0.5
SciFact,BM25,232,0.6000000000000001,0.5
SciFact,BM25,232,0.7000000000000001,0.5
SciFact,BM25,232,0.8,0.5
SciFact,BM25,232,0.9,0.5
SciFact,BM25,232,1.0,0.5
SciFact,BM25,233,0.0,1.0
SciFact,BM25,233,0.1,1.0
SciFact,BM25,233,0.2,1.0
SciFact,BM25,233,0.30000000000000004,1.0
SciFact,BM25,233,0.4,1.0
SciFact,BM25,233,0.5,1.0
SciFact,BM25,233,0.6000000000000001,1.0
SciFact,BM25,233,0.7000000000000001,1.0
SciFact,BM25,233,0.8,1.0
SciFact,BM25,233,0.9,1.0
SciFact,BM25,233,1.0,1.0
SciFact,BM25,236,0.0,1.0
SciFact,BM25,236,0.1,1.0
SciFact,BM25,236,0.2,1.0
SciFact,BM25,236,0.30000000000000004,1.0
SciFact,BM25,236,0.4,1.0
SciFact,BM25,236,0.5,1.0
SciFact,BM25,236,0.6000000000000001,1.0
SciFact,BM25,236,0.7000000000000001,1.0
SciFact,BM25,236,0.8,1.0
SciFact,BM25,236,0.9,1.0
SciFact,BM25,236,1.0,1.0
SciFact,BM25,237,0.0,1.0
SciFact,BM25,237,0.1,1.0
SciFact,BM25,237,0.2,1.0
SciFact,BM25,237,0.30000000000000004,1.0
SciFact,BM25,237,0.4,1.0
SciFact,BM25,237,0.5,1.0
SciFact,BM25,237,0.6000000000000001,1.0
SciFact,BM25,237,0.7000000000000001,1.0
SciFact,BM25,237,0.8,1.0
SciFact,BM25,237,0.9,1.0
SciFact,BM25,237,1.0,1.0
SciFact,BM25,238,0.0,0.05
SciFact,BM25,238,0.1,0.05
SciFact,BM25,238,0.2,0.05
SciFact,BM25,238,0.30000000000000004,0.05
SciFact,BM25,238,0.4,0.05
SciFact,BM25,238,0.5,0.05
SciFact,BM25,238,0.6000000000000001,0.05
SciFact,BM25,238,0.7000000000000001,0.05
SciFact,BM25,238,0.8,0.05
SciFact,BM25,238,0.9,0.05
SciFact,BM25,238,1.0,0.05
SciFact,BM25,239,0.0,0.0
SciFact,BM25,239,0.1,0.0
SciFact,BM25,239,0.2,0.0
SciFact,BM25,239,0.30000000000000004,0.0
SciFact,BM25,239,0.4,0.0
SciFact,BM25,239,0.5,0.0
SciFact,BM25,239,0.6000000000000001,0.0
SciFact,BM25,239,0.7000000000000001,0.0
SciFact,BM25,239,0.8,0.0
SciFact,BM25,239,0.9,0.0
SciFact,BM25,239,1.0,0.0
SciFact,BM25,248,0.0,1.0
SciFact,BM25,248,0.1,1.0
SciFact,BM25,248,0.2,1.0
SciFact,BM25,248,0.30000000000000004,1.0
SciFact,BM25,248,0.4,1.0
SciFact,BM25,248,0.5,1.0
SciFact,BM25,248,0.6000000000000001,1.0
SciFact,BM25,248,0.7000000000000001,1.0
SciFact,BM25,248,0.8,1.0
SciFact,BM25,248,0.9,1.0
SciFact,BM25,248,1.0,1.0
SciFact,BM25,249,0.0,0.5
SciFact,BM25,249,0.1,0.5
SciFact,BM25,249,0.2,0.5
SciFact,BM25,249,0.30000000000000004,0.5
SciFact,BM25,249,0.4,0.5
SciFact,BM25,249,0.5,0.5
SciFact,BM25,249,0.6000000000000001,0.5
SciFact,BM25,249,0.7000000000000001,0.5
SciFact,BM25,249,0.8,0.5
SciFact,BM25,249,0.9,0.5
SciFact,BM25,249,1.0,0.5
SciFact,BM25,261,0.0,0.25
SciFact,BM25,261,0.1,0.25
SciFact,BM25,261,0.2,0.25
SciFact,BM25,261,0.30000000000000004,0.25
SciFact,BM25,261,0.4,0.25
SciFact,BM25,261,0.5,0.25
SciFact,BM25,261,0.6000000000000001,0.0
SciFact,BM25,261,0.7000000000000001,0.0
SciFact,BM25,261,0.8,0.0
SciFact,BM25,261,0.9,0.0
SciFact,BM25,261,1.0,0.0
SciFact,BM25,268,0.0,0.5
SciFact,BM25,268,0.1,0.5
SciFact,BM25,268,0.2,0.5
SciFact,BM25,268,0.30000000000000004,0.5
SciFact,BM25,268,0.4,0.5
