dataset,query_id,bm25_ndcg,bm25_mrr,bm25_recall,bm25_map,reranker_ndcg,reranker_mrr,reranker_recall,reranker_map,delta_nDCG@10,delta_MRR@10,delta_Recall@10,delta_MAP@10,dataset_slug,query,interpretacao
TREC-COVID,25,0.6489315753318465,1.0,0.00945179584120983,0.5,0.8298881779744938,1.0,0.015122873345935728,0.7763888888888889,0.18095660264264724,0.0,0.005671077504725898,0.2763888888888889,trec_covid,which biomarkers predict the severe clinical course of 2019-nCOV infection?,reranker melhorou o ranking da query no topo
TREC-COVID,8,0.5587148206871071,0.5,0.00949367088607595,0.38722222222222225,0.7148105858941862,1.0,0.012658227848101266,0.6842063492063492,0.15609576520707913,0.5,0.003164556962025316,0.2969841269841269,trec_covid,how has lack of testing availability led to underreporting of true incidence of Covid-19?,reranker melhorou o ranking da query no topo
TREC-COVID,33,0.540288663654379,1.0,0.017793594306049824,0.36269841269841263,0.6901935063354876,1.0,0.021352313167259787,0.513095238095238,0.1499048426811086,0.0,0.0035587188612099634,0.15039682539682542,trec_covid,What vaccine candidates are being tested for Covid-19?,reranker melhorou o ranking da query no topo
TREC-COVID,22,0.8623482045275422,1.0,0.016483516483516484,0.89,1.0,1.0,0.018315018315018316,1.0,0.13765179547245776,0.0,0.001831501831501832,0.10999999999999999,trec_covid,are cardiac complications likely in patients with COVID-19?,reranker melhorou o ranking da query no topo
TREC-COVID,38,0.7589706439561908,1.0,0.00631911532385466,0.6842063492063492,0.8876193684023149,1.0,0.007898894154818325,1.0,0.12864872444612407,0.0,0.0015797788309636646,0.31579365079365085,trec_covid,What is the mechanism of inflammatory response and pathogenesis of COVID-19 cases?,reranker melhorou o ranking da query no topo
TREC-COVID,35,0.30701473034246535,0.5,0.013761467889908258,0.14285714285714285,0.42838543210841196,1.0,0.013761467889908258,0.2375,0.12137070176594661,0.5,0.0,0.09464285714285714,trec_covid,What new public datasets are available related to COVID-19?,reranker melhorou o ranking da query no topo
TREC-COVID,42,0.8813562702265283,1.0,0.037037037037037035,0.9,1.0,1.0,0.0411522633744856,1.0,0.1186437297734717,0.0,0.004115226337448562,0.09999999999999998,trec_covid,Does Vitamin D impact COVID-19 prevention and treatment?,reranker melhorou o ranking da query no topo
TREC-COVID,12,0.19585173552936597,0.5,0.006493506493506494,0.2095238095238095,0.30747174521586756,0.25,0.008116883116883116,0.2023015873015873,0.1116200096865016,-0.25,0.0016233766233766222,-0.007222222222222213,trec_covid,what are best practices in hospitals and at home in maintaining quarantine?,reranker melhorou o ranking da query no topo
TREC-COVID,4,0.17947710508581735,0.3333333333333333,0.003780718336483932,0.05833333333333333,0.28371255449703187,1.0,0.003780718336483932,0.12,0.10423544941121451,0.6666666666666667,0.0,0.06166666666666667,trec_covid,what causes death from Covid-19?,reranker melhorou o ranking da query no topo
TREC-COVID,24,0.8115558478722846,1.0,0.019801980198019802,0.6592063492063491,0.9118499466982855,1.0,0.024752475247524754,1.0,0.10029409882600082,0.0,0.004950495049504951,0.34079365079365087,trec_covid,what kinds of complications related to COVID-19 are associated with diabetes,reranker melhorou o ranking da query no topo
TREC-COVID,43,0.541257750889066,0.5,0.02766798418972332,0.46642857142857136,0.6247009970358761,1.0,0.023715415019762844,0.5857142857142856,0.08344324614681009,0.5,-0.003952569169960476,0.11928571428571427,trec_covid,"How has the COVID-19 pandemic impacted violence in society, including violent crimes?",reranker melhorou o ranking da query no topo
TREC-COVID,7,0.841492960259019,1.0,0.016632016632016633,0.716111111111111,0.9216017310213247,1.0,0.018711018711018712,0.8521031746031745,0.08010877076230571,0.0,0.002079002079002079,0.1359920634920635,trec_covid,are there serological tests that detect antibodies to coronavirus?,reranker melhorou o ranking da query no topo
TREC-COVID,13,0.7853529070204396,1.0,0.00922722029988466,0.6708730158730158,0.8603818544462509,1.0,0.00922722029988466,0.7675,0.07502894742581134,0.0,0.0,0.09662698412698412,trec_covid,what are the transmission routes of coronavirus?,reranker melhorou o ranking da query no topo
TREC-COVID,20,0.933745776545611,1.0,0.01282051282051282,0.89,1.0,1.0,0.014245014245014245,1.0,0.06625422345438903,0.0,0.0014245014245014252,0.10999999999999999,trec_covid,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,reranker melhorou o ranking da query no topo
TREC-COVID,18,0.7516526889249295,1.0,0.012738853503184714,0.671111111111111,0.809598950263737,1.0,0.014331210191082803,0.8521031746031745,0.057946261338807425,0.0,0.0015923566878980888,0.18099206349206354,trec_covid,what are the best masks for preventing infection by Covid-19?,reranker melhorou o ranking da query no topo
TREC-COVID,17,0.6424715091404483,1.0,0.01347305389221557,0.8521031746031745,0.698984140860956,1.0,0.01347305389221557,0.9,0.05651263172050769,0.0,0.0,0.04789682539682549,trec_covid,are there any clinical trials available for the coronavirus,reranker melhorou o ranking da query no topo
TREC-COVID,41,0.7447450603328727,1.0,0.022508038585209004,0.6361111111111111,0.7917063341896681,1.0,0.02572347266881029,0.6484920634920635,0.04696127385679538,0.0,0.0032154340836012853,0.012380952380952381,trec_covid,What are the impacts of COVID-19 among African-Americans that differ from the rest of the U.S. population?,reranker melhorou o ranking da query no topo
TREC-COVID,31,0.10863035642611493,0.16666666666666666,0.0056657223796034,0.041666666666666664,0.14287430806944224,0.2,0.0084985835694051,0.07857142857142857,0.0342439516433273,0.033333333333333354,0.0028328611898017003,0.036904761904761905,trec_covid,How does the coronavirus differ from seasonal flu?,reranker melhorou o ranking da query no topo
TREC-COVID,23,0.7188269019525751,1.0,0.018867924528301886,0.5747619047619048,0.7415583376298142,1.0,0.0215633423180593,0.7068253968253967,0.02273143567723901,0.0,0.0026954177897574143,0.13206349206349188,trec_covid,what kinds of complications related to COVID-19 are associated with hypertension?,reranker melhorou o ranking da query no topo
TREC-COVID,28,0.94497705842548,1.0,0.018148820326678767,1.0,0.9608008655106622,1.0,0.018148820326678767,1.0,0.015823807085182273,0.0,0.0,0.0,trec_covid,what evidence is there for the value of hydroxychloroquine in treating Covid-19?,reranker melhorou o ranking da query no topo
TREC-COVID,44,0.8801412713899903,1.0,0.018633540372670808,0.8354365079365079,0.8899541168509599,1.0,0.018633540372670808,0.7904365079365079,0.00981284546096961,0.0,0.0,-0.04500000000000004,trec_covid,How much impact do masks have on preventing the spread of the COVID-19?,reranker melhorou o ranking da query no topo
TREC-COVID,30,1.0,1.0,0.02702702702702703,1.0,1.0,1.0,0.02702702702702703,1.0,0.0,0.0,0.0,0.0,trec_covid,is remdesivir an effective treatment for COVID-19,sem mudança em nDCG@10
TREC-COVID,40,1.0,1.0,0.017985611510791366,1.0,1.0,1.0,0.017985611510791366,1.0,0.0,0.0,0.0,0.0,trec_covid,What are the observed mutations in the SARS-CoV-2 genome and how often do the mutations occur?,sem mudança em nDCG@10
TREC-COVID,10,0.8513642017789715,1.0,0.018947368421052633,0.8788888888888889,0.8483308772905145,1.0,0.018947368421052633,0.8354365079365079,-0.0030333244884570565,0.0,0.0,-0.04345238095238102,trec_covid,has social distancing had an impact on slowing the spread of COVID-19?,reranker piorou o ranking da query no topo
TREC-COVID,16,0.6843890850722449,1.0,0.01808785529715762,0.645,0.6797042935484945,1.0,0.023255813953488372,0.8788888888888889,-0.004684791523750453,0.0,0.0051679586563307504,0.23388888888888892,trec_covid,how long does coronavirus remain stable  on surfaces?,reranker piorou o ranking da query no topo
TREC-COVID,29,0.8558089743028391,1.0,0.016556291390728478,1.0,0.8493978516976801,1.0,0.016556291390728478,1.0,-0.00641112260515897,0.0,0.0,0.0,trec_covid,which SARS-CoV-2 proteins-human proteins interactions indicate potential for drug targets. Are there approved drugs that can be repurposed based on this information?,reranker piorou o ranking da query no topo
TREC-COVID,39,0.913406683325887,1.0,0.011627906976744186,1.0,0.8975828762407047,1.0,0.011627906976744186,1.0,-0.015823807085182384,0.0,0.0,0.0,trec_covid,What is the mechanism of cytokine storm syndrome on the COVID-19?,reranker piorou o ranking da query no topo
TREC-COVID,45,0.6463303482967213,1.0,0.011166253101736972,0.866388888888889,0.619582596561093,1.0,0.011166253101736972,0.866388888888889,-0.026747751735628267,0.0,0.0,0.0,trec_covid,How has the COVID-19 pandemic impacted mental health?,reranker piorou o ranking da query no topo
TREC-COVID,49,0.1584091525685025,0.25,0.008097165991902834,0.045,0.1257924511634507,0.25,0.008097165991902834,0.05833333333333333,-0.032616701405051796,0.0,0.0,0.013333333333333329,trec_covid,"do individuals who recover from COVID-19 show sufficient immune response, including antibody levels and T-cell mediated immunity, to prevent re-infection?",reranker piorou o ranking da query no topo
TREC-COVID,36,0.933745776545611,1.0,0.014729950900163666,0.89,0.8521705090845474,1.0,0.01309328968903437,0.7434920634920634,-0.08157526746106358,0.0,-0.0016366612111292957,-0.1465079365079366,trec_covid,What is the protein structure of the SARS-CoV-2 spike?,reranker piorou o ranking da query no topo
TREC-COVID,19,0.3978202572925396,0.5,0.05405405405405406,0.41809523809523813,0.29774733445463286,1.0,0.036036036036036036,0.3044444444444444,-0.10007292283790675,0.5,-0.01801801801801802,-0.11365079365079372,trec_covid,what type of hand sanitizer is needed to destroy Covid-19?,reranker piorou o ranking da query no topo
TREC-COVID,15,0.251902160397556,1.0,0.004728132387706856,0.12,0.07336392209936005,0.14285714285714285,0.002364066193853428,0.014285714285714285,-0.17853823829819593,-0.8571428571428572,-0.002364066193853428,-0.1057142857142857,trec_covid,how long can the coronavirus live outside the body,reranker piorou o ranking da query no topo
TREC-COVID,5,0.6886909856522943,1.0,0.011400651465798045,0.5782142857142857,0.45821928353743857,0.5,0.009771986970684038,0.33936507936507937,-0.23047170211485568,-0.5,-0.0016286644951140072,-0.2388492063492063,trec_covid,what drugs have been active against SARS-CoV or SARS-CoV-2 in animal studies?,reranker piorou o ranking da query no topo
TREC-COVID,27,0.5150966638129112,1.0,0.007067137809187279,0.35555555555555557,0.2327119414554839,0.5,0.004711425206124852,0.18285714285714288,-0.2823847223574273,-0.5,-0.0023557126030624266,-0.17269841269841268,trec_covid,what is known about those infected with Covid-19 but are asymptomatic?,reranker piorou o ranking da query no topo
TREC-COVID,48,0.8817297706311845,1.0,0.02027027027027027,0.8354365079365079,0.5556227085191257,1.0,0.01126126126126126,0.3822222222222222,-0.32610706211205887,0.0,-0.00900900900900901,-0.45321428571428574,trec_covid,what are the benefits and risks of re-opening schools in the midst of the COVID-19 pandemic?,reranker piorou o ranking da query no topo
TREC-COVID,3,0.6471864012386492,1.0,0.011146496815286623,0.5782142857142857,0.3129069660616436,1.0,0.007961783439490446,0.26051587301587303,-0.33427943517700565,0.0,-0.0031847133757961776,-0.31769841269841265,trec_covid,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,reranker piorou o ranking da query no topo
TREC-COVID,21,0.6515213700280398,0.5,0.012698412698412698,0.5877777777777778,0.29659339675602525,0.2,0.006349206349206349,0.13083333333333333,-0.35492797327201453,-0.3,-0.006349206349206349,-0.4569444444444445,trec_covid,what are the mortality rates overall and in specific populations,reranker piorou o ranking da query no topo
TREC-COVID,14,0.8532918008631815,1.0,0.0392156862745098,1.0,0.08514311764162098,0.2,0.00392156862745098,0.02,-0.7681486832215605,-0.8,-0.03529411764705882,-0.98,trec_covid,what evidence is there related to COVID-19 super spreaders,reranker piorou o ranking da query no topo
