dataset,query_id,bm25_ndcg,bm25_mrr,bm25_recall,bm25_map,reranker_ndcg,reranker_mrr,reranker_recall,reranker_map,delta_nDCG@10,delta_MRR@10,delta_Recall@10,delta_MAP@10,dataset_slug,query,interpretacao
NF-Corpus,PLAIN-3141,0.09020315758404258,0.1111111111111111,0.029411764705882353,0.01111111111111111,0.223580089685508,0.5,0.058823529411764705,0.1,0.1333769321014654,0.3888888888888889,0.029411764705882353,0.08888888888888889,nfcorpus,Relieving Yourself of Excess Estrogen,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2720,0.11827022936881551,0.2,0.05555555555555555,0.042222222222222223,0.2503878245794244,0.5,0.08333333333333333,0.11666666666666665,0.13211759521060887,0.3,0.027777777777777776,0.07444444444444442,nfcorpus,Keeping Your Hands Warm With Citrus,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-91,0.17653239837139892,1.0,0.03125,0.16666666666666666,0.29422066395233154,1.0,0.03125,0.16666666666666666,0.11768826558093262,0.0,0.0,0.0,nfcorpus,Chronic Headaches and Pork Parasites,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2820,0.0,0.0,0.0,0.0,0.11671218210122507,0.1,0.125,0.0125,0.11671218210122507,0.1,0.125,0.0125,nfcorpus,Preventing Strokes with Diet,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2040,0.7573821447149967,1.0,0.05303030303030303,0.5880952380952381,0.8630152897016883,1.0,0.06060606060606061,0.7763888888888889,0.10563314498669163,0.0,0.007575757575757576,0.1882936507936508,nfcorpus,salmon,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-3201,0.25660478003987325,0.2,0.09375,0.08607142857142858,0.3607790370815594,1.0,0.03125,0.1,0.10417425704168615,0.8,-0.0625,0.013928571428571429,nfcorpus,Acne & Cancer Connection,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-3171,0.2014039724944524,0.3333333333333333,0.08823529411764706,0.09166666666666665,0.29266362290093084,1.0,0.08823529411764706,0.15857142857142856,0.09125965040647843,0.6666666666666667,0.0,0.06690476190476191,nfcorpus,Convergence of Evidence,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-143,0.43929373490672136,1.0,0.0392156862745098,0.13333333333333333,0.5282800663700055,1.0,0.058823529411764705,0.3,0.08898633146328411,0.0,0.0196078431372549,0.16666666666666666,nfcorpus,Are Dental X-Rays Safe?,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-3442,0.0,0.0,0.0,0.0,0.08879873949105598,0.5,0.034482758620689655,0.05,0.08879873949105598,0.5,0.034482758620689655,0.05,nfcorpus,The Healthiest Vegetables,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2710,0.5304677109628313,1.0,0.14285714285714285,0.25,0.617085055228343,1.0,0.19047619047619047,0.4,0.08661734426551171,0.0,0.047619047619047616,0.15000000000000002,nfcorpus,Artificial Food Colors and ADHD,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-238,0.0,0.0,0.0,0.0,0.08514311764162098,0.2,0.018518518518518517,0.02,0.08514311764162098,0.2,0.018518518518518517,0.02,nfcorpus,How Chemically Contaminated Are We?,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-3402,0.0,0.0,0.0,0.0,0.08514311764162098,0.2,0.07142857142857142,0.02,0.08514311764162098,0.2,0.07142857142857142,0.02,nfcorpus,Antioxidant Content of 300 Foods,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2991,0.3065735963827292,0.3333333333333333,0.5,0.16666666666666666,0.38685280723454163,0.5,0.5,0.25,0.08027921085181244,0.16666666666666669,0.0,0.08333333333333334,nfcorpus,Cholesterol and Lower Back Pain,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-1453,0.30523488393970116,1.0,0.00816326530612245,0.13999999999999999,0.38113435412202,1.0,0.012244897959183673,0.18333333333333332,0.07589947018231885,0.0,0.004081632653061223,0.043333333333333335,nfcorpus,junk food,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-3322,0.08514311764162098,0.2,0.012658227848101266,0.02,0.1610425878239398,0.25,0.02531645569620253,0.04722222222222222,0.07589947018231881,0.04999999999999999,0.012658227848101266,0.02722222222222222,nfcorpus,Veggies vs. Cancer,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-33,0.0979026874404286,0.25,0.03125,0.025,0.1736770209513977,0.25,0.0625,0.05357142857142857,0.0757743335109691,0.0,0.03125,0.028571428571428567,nfcorpus,What’s Driving America’s Obesity Problem?,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-1193,0.06362078819895171,0.1,0.05555555555555555,0.01,0.13886244387355454,0.5,0.05555555555555555,0.05,0.07524165567460282,0.4,0.0,0.04,nfcorpus,flax oil,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2590,0.032855541833552986,0.1,0.015873015873015872,0.01,0.10578209385344112,0.3333333333333333,0.031746031746031744,0.08333333333333333,0.07292655201988812,0.2333333333333333,0.015873015873015872,0.07333333333333333,nfcorpus,Do Vegetarians Get Enough Protein?,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-731,0.7909506325094737,1.0,0.12962962962962962,0.67,0.857980942822373,1.0,0.14814814814814814,0.7621031746031746,0.0670303103128993,0.0,0.018518518518518517,0.09210317460317452,nfcorpus,bone fractures,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2061,0.933745776545611,1.0,0.02195121951219512,0.89,1.0,1.0,0.024390243902439025,1.0,0.06625422345438903,0.0,0.0024390243902439046,0.10999999999999999,nfcorpus,seafood,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-892,0.727329844310522,1.0,0.06521739130434782,0.6,0.793584067764911,1.0,0.07608695652173914,0.6777777777777778,0.06625422345438903,0.0,0.010869565217391311,0.07777777777777783,nfcorpus,chickpeas,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2240,0.5517854393872873,1.0,0.45454545454545453,0.3480952380952381,0.6172839611614819,1.0,0.45454545454545453,0.4383333333333333,0.06549852177419457,0.0,0.0,0.09023809523809517,nfcorpus,titanium dioxide,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-1151,0.23440650992329987,0.25,0.0196078431372549,0.0869047619047619,0.2980272981222516,0.25,0.026143790849673203,0.1269047619047619,0.06362078819895173,0.0,0.006535947712418302,0.04000000000000001,nfcorpus,factory farming practices,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2660,0.1610425878239398,0.25,0.07407407407407407,0.04722222222222222,0.22009176629808017,1.0,0.037037037037037035,0.1,0.059049178474140374,0.75,-0.037037037037037035,0.052777777777777785,nfcorpus,How Long to Detox From Fish Before Pregnancy?,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-344,0.08228688650337701,0.125,0.03278688524590164,0.034722222222222224,0.13347537859706934,1.0,0.01639344262295082,0.1,0.051188492093692334,0.875,-0.01639344262295082,0.06527777777777778,nfcorpus,Dioxins Stored in Our Own Fat May Increase Diabetes Risk,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2354,0.5087403079104241,1.0,0.4,0.3333333333333333,0.5531464700081437,1.0,0.4,0.4,0.044406162097719526,0.0,0.0,0.06666666666666671,nfcorpus,walnut oil,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-1419,0.31488013066763093,1.0,0.03076923076923077,0.15,0.3589542101716347,1.0,0.03076923076923077,0.2,0.04407407950400377,0.0,0.0,0.05000000000000002,nfcorpus,insects,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-133,0.0,0.0,0.0,0.0,0.04210679386305298,0.125,0.027777777777777776,0.0125,0.04210679386305298,0.125,0.027777777777777776,0.0125,nfcorpus,Starving Tumors of Their Blood Supply,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-248,0.17947710508581735,0.3333333333333333,0.06451612903225806,0.05833333333333333,0.22009176629808017,1.0,0.03225806451612903,0.1,0.040614661212262815,0.6666666666666667,-0.03225806451612903,0.04166666666666668,nfcorpus,Treating an Enlarged Prostate With Diet,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-44,0.0,0.0,0.0,0.0,0.04019569404504287,0.125,0.017241379310344827,0.0125,0.04019569404504287,0.125,0.017241379310344827,0.0125,nfcorpus,Who Should be Careful About Curcumin?,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-123,0.04247244516790241,0.14285714285714285,0.0196078431372549,0.014285714285714285,0.08039138809008574,0.5,0.0196078431372549,0.05,0.03791894292218333,0.35714285714285715,0.0,0.03571428571428572,nfcorpus,How Citrus Might Help Keep Your Hands Warm,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-531,0.3183191637810562,0.3333333333333333,0.012987012987012988,0.13999999999999999,0.3562315886146009,0.3333333333333333,0.012987012987012988,0.18777777777777777,0.03791242483354473,0.0,0.0,0.04777777777777778,nfcorpus,alternative medicine,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-371,0.12669792223864473,0.14285714285714285,0.5,0.07142857142857142,0.16369747519436975,0.25,0.5,0.125,0.03699955295572502,0.10714285714285715,0.0,0.053571428571428575,nfcorpus,Any update on the scary in vitro avocado data?,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-1601,0.5806020001118019,0.5,0.08108108108108109,0.4407142857142857,0.6149518506608846,1.0,0.08108108108108109,0.39630952380952383,0.034349850549082794,0.5,0.0,-0.04440476190476189,nfcorpus,memory,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-280,0.40350157154648025,1.0,0.15,0.2095238095238095,0.43735247915031,1.0,0.15,0.25,0.03385090760382975,0.0,0.0,0.0404761904761905,nfcorpus,Mercury Testing Recommended Before Pregnancy,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2530,0.9276737537834677,1.0,0.1388888888888889,1.0,0.9608008655106622,1.0,0.1388888888888889,1.0,0.033127111727194514,0.0,0.0,0.0,nfcorpus,Infectobesity: Adenovirus 36 and Childhood Obesity,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2480,0.24499213955129534,0.5,0.16666666666666666,0.10500000000000001,0.27627434425312153,1.0,0.1111111111111111,0.15,0.03128220470182619,0.5,-0.05555555555555555,0.044999999999999984,nfcorpus,Preventing Ulcerative Colitis with Diet,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2780,0.39574283478664835,1.0,0.18181818181818182,0.3194444444444445,0.4224063617563604,1.0,0.18181818181818182,0.29444444444444445,0.02666352696971208,0.0,0.0,-0.025000000000000022,nfcorpus,Do Fruit & Nut Bars Cause Weight Gain?,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-307,0.4441228664487979,0.5,0.6666666666666666,0.25,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.02515585957395855,0.5,-0.3333333333333333,0.08333333333333331,nfcorpus,Vitamin D: Shedding some light on the new recommendations,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2630,0.4440973278132557,1.0,0.0625,0.26,0.4690000933206748,1.0,0.0625,0.3,0.0249027655074191,0.0,0.0,0.03999999999999998,nfcorpus,Alkylphenol Endocrine Disruptors and Allergies,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-78,0.12741733550370724,1.0,0.016129032258064516,0.1,0.1522237641551412,0.25,0.03225806451612903,0.05357142857142857,0.024806428651433954,-0.75,0.016129032258064516,-0.04642857142857144,nfcorpus,What Do Meat Purge and Cola Have in Common?,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-112,0.4027144836875453,1.0,0.03571428571428571,0.15,0.42222801661389164,1.0,0.03571428571428571,0.16666666666666666,0.019513532926346333,0.0,0.0,0.016666666666666663,nfcorpus,Food Dyes and ADHD,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-3251,0.060129839513593235,0.14285714285714285,0.047619047619047616,0.014285714285714285,0.07768953695765952,0.25,0.047619047619047616,0.025,0.01755969744406629,0.10714285714285715,0.0,0.010714285714285716,nfcorpus,EPIC Study,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-3131,0.14234052824960539,0.2,0.16666666666666666,0.03333333333333333,0.1584652550904766,0.25,0.16666666666666666,0.041666666666666664,0.016124726840871212,0.04999999999999999,0.0,0.008333333333333331,nfcorpus,Are Avocados Good for You?,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2610,0.28952298823485745,1.0,0.03278688524590164,0.2,0.30523488393970116,1.0,0.03278688524590164,0.13999999999999999,0.015711895704843715,0.0,0.0,-0.060000000000000026,nfcorpus,Treating Asthma With Plants vs. Supplements?,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-1656,0.09478836436955078,0.25,0.03571428571428571,0.025,0.11004588314904008,0.3333333333333333,0.03571428571428571,0.03333333333333333,0.015257518779489304,0.08333333333333331,0.0,0.008333333333333331,nfcorpus,mouth cancer,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-468,0.2406871186625798,0.2,0.2,0.05333333333333333,0.2555887020300086,0.3333333333333333,0.2,0.05333333333333333,0.014901583367428806,0.1333333333333333,0.0,0.0,nfcorpus,Is vitamin D3 (cholecalciferol) preferable to D2 (ergocalciferol)?,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-1018,0.4922818839877925,0.3333333333333333,0.1,0.3196428571428571,0.5053603444371989,0.3333333333333333,0.1,0.3414285714285714,0.013078460449406415,0.0,0.0,0.021785714285714297,nfcorpus,DHA,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-3332,0.3721021666737136,1.0,0.21428571428571427,0.16999999999999998,0.38439739229097764,1.0,0.21428571428571427,0.3,0.012295225617264038,0.0,0.0,0.13,nfcorpus,Alcohol Risks vs. Benefits,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-1857,0.6274092458891772,1.0,0.15151515151515152,0.45,0.6371523797895856,1.0,0.15151515151515152,0.4714285714285714,0.009743133900408374,0.0,0.0,0.021428571428571408,nfcorpus,phytic acid,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-1817,0.5384313152574521,1.0,0.14814814814814814,0.35,0.5473983622993502,1.0,0.14814814814814814,0.36666666666666664,0.008967047041898102,0.0,0.0,0.016666666666666663,nfcorpus,peanut butter,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-3261,0.09988280114199435,0.14285714285714285,0.07692307692307693,0.014285714285714285,0.10673691490577927,0.16666666666666666,0.07692307692307693,0.016666666666666666,0.006854113763784919,0.023809523809523808,0.0,0.002380952380952381,nfcorpus,Update on Herbalife®,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2790,0.642186726668901,1.0,0.0847457627118644,0.4833333333333333,0.6489315753318465,1.0,0.0847457627118644,0.5,0.006744848662945557,0.0,0.0,0.01666666666666672,nfcorpus,Titanium Dioxide & Inflammatory Bowel Disease,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-1721,0.6621137423456802,1.0,0.1935483870967742,0.4647619047619048,0.6652907408280685,1.0,0.1935483870967742,0.4730952380952381,0.0031769984823882824,0.0,0.0,0.008333333333333304,nfcorpus,NIH-AARP study,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-1919,0.793584067764911,1.0,0.25925925925925924,0.6777777777777778,0.7967610662472993,1.0,0.25925925925925924,0.6875,0.0031769984823882824,0.0,0.0,0.009722222222222188,nfcorpus,poultry workers,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2177,0.29727159644205703,0.5,0.125,0.13,0.2973694836145356,0.5,0.125,0.13285714285714284,9.788717247855017e-05,0.0,0.0,0.002857142857142836,nfcorpus,sulfur,reranker melhorou o ranking da query no topo
NF-Corpus,PLAIN-2930,0.3607790370815594,1.0,0.07142857142857142,0.1,0.3607790370815594,1.0,0.07142857142857142,0.1,0.0,0.0,0.0,0.0,nfcorpus,Kiwifruit for Irritable Bowel Syndrome,sem mudança em nDCG@10
NF-Corpus,PLAIN-2880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,The Answer to the Pritikin Puzzle,sem mudança em nDCG@10
NF-Corpus,PLAIN-3014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Sometimes the Enzyme Myth Is True,sem mudança em nDCG@10
NF-Corpus,PLAIN-2960,0.3273949503887395,0.25,0.5,0.125,0.3273949503887395,0.25,0.5,0.125,0.0,0.0,0.0,0.0,nfcorpus,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,sem mudança em nDCG@10
NF-Corpus,PLAIN-2970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Preventing Cataracts with Diet,sem mudança em nDCG@10
NF-Corpus,PLAIN-2950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Unsafe at Any Feed,sem mudança em nDCG@10
NF-Corpus,PLAIN-3063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Better Than Goji Berries,sem mudança em nDCG@10
NF-Corpus,PLAIN-3097,0.4770382338730848,1.0,0.25,0.25,0.4770382338730848,1.0,0.25,0.25,0.0,0.0,0.0,0.0,nfcorpus,Amyloid and Apple Juice,sem mudança em nDCG@10
