dataset,pipeline,query_id,query_text,rank,doc_id,score,relevance,doc_text,doc_preview
TREC-COVID,BM25 + BGE-Reranker,1,what is the origin of COVID-19,11,3ll2tlzr,4.33107852935791,1,"Origin, transmission, diagnosis and management of coronavirus disease 2019 (COVID-19). Coronavirus has emerged as a global health threat due to its accelerated geographic spread over the last two decades. This article reviews the current state of knowledge concerning the origin, transmission, diagnosis and management of coronavirus disease 2019 (COVID-19). Historically, it has caused two pandemics: severe acute respiratory syndrome and Middle East respiratory syndrome followed by the present COVID-19 that emerged from China. The virus is believed to be acquired from zoonotic source and spreads through direct and contact transmission. The symptomatic phase manifests with fever, cough and myalgia to severe respiratory failure. The diagnosis is confirmed using reverse transcriptase PCR. Management of COVID-19 is mainly by supportive therapy along with mechanical ventilation in severe cases. Preventive strategies form the major role in reducing the public spread of virus along with successful disease isolation and community containment. Development of a vaccine to eliminate the virus from the host still remains an ongoing challenge.","Origin, transmission, diagnosis and management of coronavirus disease 2019 (COVID-19). Coronavirus has emerged as a global health threat due to its accelerated geographic spread over the last two decades. This article reviews the current state of knowledge concerning the origin, transmission, diagnosis and management of coronavirus disease 2019 (COVID-19). Historically, it has caused two pandemics: severe acute respiratory syndrome and Middle East respiratory syndrome followed by the present COV..."
TREC-COVID,BM25 + BGE-Reranker,1,what is the origin of COVID-19,12,dv9m19yk,3.9138364791870117,1,"[What is the origin of SARS-CoV-2?]. Every time a pandemic occurs, dozens of theories emerge to attribute the origin of the event to different facts. The COVID-19 pandemic that has hit virtually all the globe has been no exception. What is known so far about the origin of the virus that causes COVID 19? The first investigations on the origin of this disease have determined that it is a new type of virus, the origin of which is most likely zoonotic.","[What is the origin of SARS-CoV-2?]. Every time a pandemic occurs, dozens of theories emerge to attribute the origin of the event to different facts. The COVID-19 pandemic that has hit virtually all the globe has been no exception. What is known so far about the origin of the virus that causes COVID 19? The first investigations on the origin of this disease have determined that it is a new type of virus, the origin of which is most likely zoonotic."
TREC-COVID,BM25 + BGE-Reranker,1,what is the origin of COVID-19,13,dckuhrlf,3.789663553237915,0,"The need to manage the risk of thromboembolism in COVID-19 patients. COVID-19 first presented in Wuhan, Hubei Province, China, in December 2019. Thought to be of zoonotic origin, it has been named SARS-CoV-2 (COVID-19) and has spread rapidly. As of April 20(th), 2020, there have been more than 2.4 million cases recorded worldwide. The inflammatory process, cytokine storm, and lung injury that are associated with COVID-19 can put patients at an increased risk of thrombosis. It is uncertain what the total incidences of thrombotic events in COVID-19 patients is currently at. Those with more severe disease and with other risk factors, including increasing age, male sex, obesity, cancer, comorbidities, and intensive care unit admission, are at higher risk of these events. However, there is little international guidance on managing these risks in COVID-19 patients. In this paper, we explore the current evidence and theories surrounding thrombosis in these unique patients and reflect on experience from our center.","The need to manage the risk of thromboembolism in COVID-19 patients. COVID-19 first presented in Wuhan, Hubei Province, China, in December 2019. Thought to be of zoonotic origin, it has been named SARS-CoV-2 (COVID-19) and has spread rapidly. As of April 20(th), 2020, there have been more than 2.4 million cases recorded worldwide. The inflammatory process, cytokine storm, and lung injury that are associated with COVID-19 can put patients at an increased risk of thrombosis. It is uncertain what t..."
TREC-COVID,BM25 + BGE-Reranker,1,what is the origin of COVID-19,14,l2wzr3w1,3.739062547683716,1,"COVID-19 breakthroughs: separating fact from fiction. The newly recognised coronavirus SARS-CoV-2, causative agent of COVID-19, has caused a pandemic with huge ramifications for human interactions around the globe. As expected, research efforts to understand the virus and curtail the disease are moving at a frantic pace alongside the spread of rumours, speculations and falsehoods. In this article, we aim to clarify the current scientific view behind several claims or controversies related to COVID-19. Starting with the origin of the virus, we then discuss the effect of ibuprofen and nicotine on the severity of the disease. We highlight the knowledge on fomites and SARS-CoV-2 and discuss the evidence and explications for a disproportionately stronger impact of COVID-19 on ethnic minorities, including a potential protective role for vitamin D. We further review what is known about the effects of SARS-CoV-2 infection in children, including their role in transmission of the disease, and conclude with the science on different mortality rates between different countries and whether this hints at the existence of more pathogenic cohorts of SARS-CoV-2.","COVID-19 breakthroughs: separating fact from fiction. The newly recognised coronavirus SARS-CoV-2, causative agent of COVID-19, has caused a pandemic with huge ramifications for human interactions around the globe. As expected, research efforts to understand the virus and curtail the disease are moving at a frantic pace alongside the spread of rumours, speculations and falsehoods. In this article, we aim to clarify the current scientific view behind several claims or controversies related to COV..."
TREC-COVID,BM25 + BGE-Reranker,1,what is the origin of COVID-19,15,fqs40ivc,3.5751750469207764,1,"Emergence of COVID-19 Infection: What Is Known and What Is to Be Expected-Narrative Review Article. BACKGROUND: The discovery of the coronavirus disease 2019 (COVID-19) during a pneumonia outbreak in Wuhan city (China) has raised a global public health concern, as the city consists of around 11 million people and is considered a major transport and logistics hub. This deadly virus caused the world to be in high alert as the death toll and the number of confirmed cases is continuously rising since the first case was reported. The Chinese government warned that the transmission ability of the virus is increasing, and international efforts are needed to overcome this outbreak. The purpose of this review is to focus on the published articles about the new virus, which will give an insight into the current state of research and data available, as well as recommending future studies. METHODS: For this narrative review, more than 20 relevant scientific articles and reports were considered from various databases (e.g., Google Scholar, PubMed and Science Direct) using keywords such as Coronavirus Outbreak, COVID-19, Emerging Epidemics, Emerging Infections, and Novel Coronavirus. RESULTS: The results from this review show that the situation is rapidly evolving, as human-to-human transmission is occurring, and the number of new cases and mortalities is increasing by the day and on a global level. There is still ambiguity about mutation risks and how the virus spreads as the source was not yet identified. Major gaps in knowledge about the origin of the virus, epidemiology and transmission impose a great challenge, which emphasizes the need for further studies in the future.","Emergence of COVID-19 Infection: What Is Known and What Is to Be Expected-Narrative Review Article. BACKGROUND: The discovery of the coronavirus disease 2019 (COVID-19) during a pneumonia outbreak in Wuhan city (China) has raised a global public health concern, as the city consists of around 11 million people and is considered a major transport and logistics hub. This deadly virus caused the world to be in high alert as the death toll and the number of confirmed cases is continuously rising sinc..."
TREC-COVID,BM25 + BGE-Reranker,1,what is the origin of COVID-19,16,fybo3ltn,3.3839733600616455,0,"Diagnosing COVID-19: Did We Miss Anything?. In late 2019, a mass of patients showing symptoms of a pneumonia-like disease of unknown origin emerged in Wuhan, China. Little did the world know it was the prelude of what would be a devastating pandemic. Samples were collected from these patients and the use of unbiased sequencing, and subsequent isolation of the pathogen using human airway epithelial cells led to the discovery of a novel coronavirus, named 2019-nCoV by the World Health Organization (WHO) and Severe Acute Respiratory Syndrome CoronaVirus-2 (SARS-CoV-2) by the International Committee on Taxonomy of Viruses. The disease caused by this virus is officially called the coronavirus disease 2019 (COVID-19).","Diagnosing COVID-19: Did We Miss Anything?. In late 2019, a mass of patients showing symptoms of a pneumonia-like disease of unknown origin emerged in Wuhan, China. Little did the world know it was the prelude of what would be a devastating pandemic. Samples were collected from these patients and the use of unbiased sequencing, and subsequent isolation of the pathogen using human airway epithelial cells led to the discovery of a novel coronavirus, named 2019-nCoV by the World Health Organization..."
TREC-COVID,BM25 + BGE-Reranker,1,what is the origin of COVID-19,17,y3uzb4dx,3.2236990928649902,1,"COVID-19 under spotlight: A close look at the origin, transmission, diagnosis, and treatment of the 2019-nCoV disease. Months after the outbreak of a new flu-like disease in China, the entire world is now in a state of caution. The subsequent less-anticipated propagation of the novel coronavirus disease, formally known as COVID-19, not only made it to headlines by an overwhelmingly high transmission rate and fatality reports, but also raised an alarm for the medical community all around the globe. Since the causative agent, SARS-CoV-2, is a recently discovered species, there is no specific medicine for downright treatment of the infection. This has led to an unprecedented societal fear of the newly born disease, adding a psychological aspect to the physical manifestation of the virus. Herein, the COVID-19 structure, epidemiology, pathogenesis, etiology, diagnosis, and therapy have been reviewed.","COVID-19 under spotlight: A close look at the origin, transmission, diagnosis, and treatment of the 2019-nCoV disease. Months after the outbreak of a new flu-like disease in China, the entire world is now in a state of caution. The subsequent less-anticipated propagation of the novel coronavirus disease, formally known as COVID-19, not only made it to headlines by an overwhelmingly high transmission rate and fatality reports, but also raised an alarm for the medical community all around the glob..."
TREC-COVID,BM25 + BGE-Reranker,1,what is the origin of COVID-19,18,deajwhx0,3.1308465003967285,2,"Bioinformatic analysis indicates that SARS-CoV-2 is unrelated to known artificial coronaviruses.. OBJECTIVE SARS-CoV-2 is responsible for the present coronavirus pandemic and some suggestions were made about its possible artificial origin. We, therefore, compared SARS-CoV-2 with such known viruses that were prepared in the laboratory and other relevant natural strains to estimate their genetic relatedness. MATERIALS AND METHODS BLAST and clustalW were used to identify and align viral sequences of SARS-CoV-2 to other animal coronaviruses (human, bat, mouse, pangolin) and related artificial constructs. Phylogenetics trees were then prepared using iTOL. RESULTS Our study supports the notion that known artificial coronaviruses, including the chimeric SL-SHC014-MA15 synthesized in 2015, differ too much from SARS-CoV-2 to hypothesize an artificial origin of the latter. On the contrary, our data support the natural origin of the COVID-19 virus, likely derived from bats, possibly transferred to pangolins, before spreading to man. CONCLUSIONS Speculations about the artificial origin of SARS-CoV-2 are most likely unfounded. On the contrary, when carefully handled, engineered organisms provide a unique opportunity to study biological systems in a controlled fashion. Biotechnology is a powerful tool to advance medical research and should not be abandoned because of irrational fears.","Bioinformatic analysis indicates that SARS-CoV-2 is unrelated to known artificial coronaviruses.. OBJECTIVE SARS-CoV-2 is responsible for the present coronavirus pandemic and some suggestions were made about its possible artificial origin. We, therefore, compared SARS-CoV-2 with such known viruses that were prepared in the laboratory and other relevant natural strains to estimate their genetic relatedness. MATERIALS AND METHODS BLAST and clustalW were used to identify and align viral sequences o..."
TREC-COVID,BM25 + BGE-Reranker,1,what is the origin of COVID-19,19,41378qru,2.930180072784424,0,"COVID-19 breakthroughs: separating fact from fiction. The newly recognised coronavirus SARS-CoV-2, causative agent of coronavirus disease (COVID-19), has caused a pandemic with huge ramifications for human interactions around the globe. As expected, research efforts to understand the virus and curtail the disease are moving at a frantic pace alongside the spread of rumours, speculations and falsehoods. In this article, we aim to clarify the current scientific view behind several claims or controversies related to COVID-19. Starting with the origin of the virus, we then discuss the effect of ibuprofen and nicotine on the severity of the disease. We highlight the knowledge on fomites and SARS-CoV-2 and discuss the evidence and explications for a disproportionately stronger impact of COVID-19 on ethnic minorities, including a potential protective role for vitamin D. We further review what is known about the effects of SARS-CoV-2 infection in children, including their role in transmission of the disease, and conclude with the science on different mortality rates between different countries and whether this hints at the existence of more pathogenic cohorts of SARS-CoV-2.","COVID-19 breakthroughs: separating fact from fiction. The newly recognised coronavirus SARS-CoV-2, causative agent of coronavirus disease (COVID-19), has caused a pandemic with huge ramifications for human interactions around the globe. As expected, research efforts to understand the virus and curtail the disease are moving at a frantic pace alongside the spread of rumours, speculations and falsehoods. In this article, we aim to clarify the current scientific view behind several claims or contro..."
TREC-COVID,BM25 + BGE-Reranker,1,what is the origin of COVID-19,20,ec8lpgl3,2.887186050415039,0,"Scientists ‘strongly condemn’ rumors and conspiracy theories about origin of coronavirus outbreak ;Science ;AAAS. A group of 27 prominent public health scientists from outside China is pushing back against a steady stream of stories and even a scientific paper suggesting a laboratory in Wuhan, China, may be the origin of the outbreak of COVID-19 “The rapid, open, and transparent sharing of data on this outbreak is now being threatened by rumours and misinformation around its origins,” the scientists, from nine countries, write in a statement published online by The Lancet yesterday","Scientists ‘strongly condemn’ rumors and conspiracy theories about origin of coronavirus outbreak ;Science ;AAAS. A group of 27 prominent public health scientists from outside China is pushing back against a steady stream of stories and even a scientific paper suggesting a laboratory in Wuhan, China, may be the origin of the outbreak of COVID-19 “The rapid, open, and transparent sharing of data on this outbreak is now being threatened by rumours and misinformation around its origins,” the scient..."
TREC-COVID,BM25 + BGE-Reranker,2,how does the coronavirus respond to changes in the weather,1,w7ycc07b,1.6323331594467163,2,"Does weather affect the growth rate of COVID-19, a study to comprehend transmission dynamics on human health. Abstract The undefendable outbreak of novel coronavirus (SARS-COV-2) lead to a global health emergency due to its higher transmission rate and longer symptomatic duration, created a health surge in a short time. Since Nov 2019 the outbreak in China, the virus is spreading exponentially everywhere. The current study focuses on the relationship between environmental parameters and the growth rate of COVID-19. The statistical analysis suggests that the temperature changes retarded the growth rate and found that -6.28°C and +14.51°C temperature is the favorable range for COVID-19 growth. Gutenberg- Richter's relationship is used to estimate the mean daily rate of exceedance of confirmed cases concerning the change in temperature. Indeed, temperature is the most influential parameter that reduces the growth at the rate of 13-17 cases/day with a 1°C rise in temperature.","Does weather affect the growth rate of COVID-19, a study to comprehend transmission dynamics on human health. Abstract The undefendable outbreak of novel coronavirus (SARS-COV-2) lead to a global health emergency due to its higher transmission rate and longer symptomatic duration, created a health surge in a short time. Since Nov 2019 the outbreak in China, the virus is spreading exponentially everywhere. The current study focuses on the relationship between environmental parameters and the grow..."
TREC-COVID,BM25 + BGE-Reranker,2,how does the coronavirus respond to changes in the weather,2,26gf4q1v,1.3445967435836792,2,"Distribution of the SARS-CoV-2 Pandemic and Its Monthly Forecast Based on Seasonal Climate Patterns. This paper investigates whether the Severe Acute Respiratory Syndrome CoronaVirus 2 (SARS-CoV-2) pandemic could have been favored by specific weather conditions and other factors. It is found that the 2020 winter weather in the region of Wuhan (Hubei, Central China)—where the virus first broke out in December and spread widely from January to February 2020—was strikingly similar to that of the Northern Italian provinces of Milan, Brescia and Bergamo, where the pandemic broke out from February to March. The statistical analysis was extended to cover the United States of America, which overtook Italy and China as the country with the highest number of confirmed COronaVIrus Disease 19 (COVID-19) cases, and then to the entire world. The found correlation patterns suggest that the COVID-19 lethality significantly worsens (4 times on average) under weather temperatures between 4 °C and 12 °C and relative humidity between 60% and 80%. Possible co-factors such as median population age and air pollution were also investigated suggesting an important influence of the former but not of the latter, at least, on a synoptic scale. Based on these results, specific isotherm world maps were generated to locate, month by month, the world regions that share similar temperature ranges. From February to March, the 4–12 °C isotherm zone extended mostly from Central China toward Iran, Turkey, West-Mediterranean Europe (Italy, Spain and France) up to the United State of America, optimally coinciding with the geographic regions most affected by the pandemic from February to March. It is predicted that in the spring, as the weather gets warm, the pandemic will likely worsen in northern regions (United Kingdom, Germany, East Europe, Russia and North America) while the situation will likely improve in the southern regions (Italy and Spain). However, in autumn, the pandemic could come back and affect the same regions again. The Tropical Zone and the entire Southern Hemisphere, but in restricted colder southern regions, could avoid a strong pandemic because of the sufficiently warm weather during the entire year and because of the lower median age of their population. Google-Earth-Pro interactive-maps covering the entire world are provided as supplementary files.","Distribution of the SARS-CoV-2 Pandemic and Its Monthly Forecast Based on Seasonal Climate Patterns. This paper investigates whether the Severe Acute Respiratory Syndrome CoronaVirus 2 (SARS-CoV-2) pandemic could have been favored by specific weather conditions and other factors. It is found that the 2020 winter weather in the region of Wuhan (Hubei, Central China)—where the virus first broke out in December and spread widely from January to February 2020—was strikingly similar to that of the No..."
