dataset,pipeline,query_id,query_text,rank,doc_id,score,relevance,doc_text,doc_preview
TREC-COVID,BM25,1,what is the origin of COVID-19,11,xqqn1t4e,25.826396622889124,0,"In this issue of Occupational Medicine. The recent COVID-19 outbreak in Wuhan city (Hubei Province of central China), presents significant public health challenges not only in china but across all affected countries worldwide. Koh [1] succinctly describes what coronaviruses are, and outlines six known species associated with human illnesses. The article also describes countries of origin of previous coronavirus disease outbreaks and reports number of known fatalities with associated case-fatality rates. Occupations implicated in the current COVID-19 outbreak are detailed and groups at high risk of contracting the infection e.g. healthcare workers highlighted. Social stigmatisation associated with COVID-19 is explored and suggested measures to contain the infection discussed.","In this issue of Occupational Medicine. The recent COVID-19 outbreak in Wuhan city (Hubei Province of central China), presents significant public health challenges not only in china but across all affected countries worldwide. Koh [1] succinctly describes what coronaviruses are, and outlines six known species associated with human illnesses. The article also describes countries of origin of previous coronavirus disease outbreaks and reports number of known fatalities with associated case-fatalit..."
TREC-COVID,BM25,1,what is the origin of COVID-19,12,yoy3hj3j,25.709319620154783,0,"COVID‐19, chronicle of an expected pandemic. What is COVID‐19? What are the causes, parameters, and effects of this disease? What are the short‐ and long‐term prospects? Philippe Sansonetti, Infectious disease specialist and Chief Editor of EMBO Molecular Medicine, explains why the fate of the epidemic is in our hands.[Image: see text]","COVID‐19, chronicle of an expected pandemic. What is COVID‐19? What are the causes, parameters, and effects of this disease? What are the short‐ and long‐term prospects? Philippe Sansonetti, Infectious disease specialist and Chief Editor of EMBO Molecular Medicine, explains why the fate of the epidemic is in our hands.[Image: see text]"
TREC-COVID,BM25,1,what is the origin of COVID-19,13,cniyembt,25.54302366147516,1,"Could India be the origin of next COVID-19 like epidemic?. The COVID-19 global pandemic is not even over yet but it has already taught us a lot of lessons - the hard way. The vast majority of the global community has blamed the Chinese Illegal wildlife markets for the origin of this pandemic. Through careful scientific analysis, I have explained in this article that we don't need such wildlife markets for these kinds of outbreaks to occur in the future. I have also explained how India which is the second-most populous country in the world, could be the origin of the next outbreak, even though such wildlife markets are either very rare or do not exist at all in India.","Could India be the origin of next COVID-19 like epidemic?. The COVID-19 global pandemic is not even over yet but it has already taught us a lot of lessons - the hard way. The vast majority of the global community has blamed the Chinese Illegal wildlife markets for the origin of this pandemic. Through careful scientific analysis, I have explained in this article that we don't need such wildlife markets for these kinds of outbreaks to occur in the future. I have also explained how India which is t..."
TREC-COVID,BM25,1,what is the origin of COVID-19,14,zd7smm8r,25.509860452874374,1,"Could India be the origin of next COVID-19 like epidemic?. Abstract The COVID-19 global pandemic is not even over yet but it has already taught us a lot of lessons - the hard way. The vast majority of the global community has blamed the Chinese Illegal wildlife markets for the origin of this pandemic. Through careful scientific analysis, I have explained in this article that we don't need such wildlife markets for these kinds of outbreaks to occur in the future. I have also explained how India which is the second-most populous country in the world, could be the origin of the next outbreak, even though such wildlife markets are either very rare or do not exist at all in India.","Could India be the origin of next COVID-19 like epidemic?. Abstract The COVID-19 global pandemic is not even over yet but it has already taught us a lot of lessons - the hard way. The vast majority of the global community has blamed the Chinese Illegal wildlife markets for the origin of this pandemic. Through careful scientific analysis, I have explained in this article that we don't need such wildlife markets for these kinds of outbreaks to occur in the future. I have also explained how India w..."
TREC-COVID,BM25,1,what is the origin of COVID-19,15,dckuhrlf,25.482330791092835,0,"The need to manage the risk of thromboembolism in COVID-19 patients. COVID-19 first presented in Wuhan, Hubei Province, China, in December 2019. Thought to be of zoonotic origin, it has been named SARS-CoV-2 (COVID-19) and has spread rapidly. As of April 20(th), 2020, there have been more than 2.4 million cases recorded worldwide. The inflammatory process, cytokine storm, and lung injury that are associated with COVID-19 can put patients at an increased risk of thrombosis. It is uncertain what the total incidences of thrombotic events in COVID-19 patients is currently at. Those with more severe disease and with other risk factors, including increasing age, male sex, obesity, cancer, comorbidities, and intensive care unit admission, are at higher risk of these events. However, there is little international guidance on managing these risks in COVID-19 patients. In this paper, we explore the current evidence and theories surrounding thrombosis in these unique patients and reflect on experience from our center.","The need to manage the risk of thromboembolism in COVID-19 patients. COVID-19 first presented in Wuhan, Hubei Province, China, in December 2019. Thought to be of zoonotic origin, it has been named SARS-CoV-2 (COVID-19) and has spread rapidly. As of April 20(th), 2020, there have been more than 2.4 million cases recorded worldwide. The inflammatory process, cytokine storm, and lung injury that are associated with COVID-19 can put patients at an increased risk of thrombosis. It is uncertain what t..."
TREC-COVID,BM25,1,what is the origin of COVID-19,16,37v59fs8,25.349912118376615,0,"COVID-19: a crash test for biomedical publishing?. The effect of COVID-19 on biomedical publishing (BP) (i.e. scientific biomedical periodicals continuously published by research communities or commercial publishers) has not been deeply explored. To estimate the immediate COVID-19 impact on BP, we have assessed PubMed-indexed articles about COVID-19 (PMIAC) from December 2019 to April 2020. PMIAC have been classified according to publication date, country, and journals for evaluation of time-, region- and scientometric-dependant impact of COVID-19 on BP and have been curated manually (i.e. each entry has been individually analyzed). PMIAC analysis reflects geographic and temporal parameters of outbreak spread. A major BP problem is related to the fact that only 40% of articles report/review/analyze data. Another BP weakness is the clusterization of ""highly-trusted"" publications according to countries of origin and ""highly impacting"" journals. Finally, a problem highlighted by COVID-19 crisis is the increased specification of biomedical research. To solve the problem, analytical reviews integrating data from different areas of biology and medicine are required. The data on PMIAC suggest priority of ""what is published"" over ""where it is published"" and ""who are the authors"". We believe that our brief analysis may help to shape forthcoming BP to become more effective in solving immediate problems resulted from global threats.","COVID-19: a crash test for biomedical publishing?. The effect of COVID-19 on biomedical publishing (BP) (i.e. scientific biomedical periodicals continuously published by research communities or commercial publishers) has not been deeply explored. To estimate the immediate COVID-19 impact on BP, we have assessed PubMed-indexed articles about COVID-19 (PMIAC) from December 2019 to April 2020. PMIAC have been classified according to publication date, country, and journals for evaluation of time-, r..."
TREC-COVID,BM25,1,what is the origin of COVID-19,17,18xs6375,25.314742135444035,0,"Pediatric SARS, H1N1, MERS, EVALI, and Now Coronavirus Disease (COVID-19) Pneumonia: What Radiologists Need to Know.. OBJECTIVE. The purpose of this article is to review new pediatric lung disorders-including disorders that have occurred in recent years years such as severe acute respiratory syndrome (SARS), swine-origin influenza A (H1N1), Middle East respiratory syndrome (MERS), e-cigarette or vaping product use-associated lung injury (EVALI), and coronavirus disease (COVID-19) pneumonia-to enhance understanding of the characteristic imaging findings. CONCLUSION. Although the clinical symptoms of SARS, H1N1, MERS, EVALI, and COVID-19 pneumonia in pediatric patients may be nonspecific, some characteristic imaging findings have emerged or are currently emerging. It is essential for radiologists to have a clear understanding of the characteristic imaging appearances of these lung disorders in pediatric patients to ensure optimal patient care.","Pediatric SARS, H1N1, MERS, EVALI, and Now Coronavirus Disease (COVID-19) Pneumonia: What Radiologists Need to Know.. OBJECTIVE. The purpose of this article is to review new pediatric lung disorders-including disorders that have occurred in recent years years such as severe acute respiratory syndrome (SARS), swine-origin influenza A (H1N1), Middle East respiratory syndrome (MERS), e-cigarette or vaping product use-associated lung injury (EVALI), and coronavirus disease (COVID-19) pneumonia-to en..."
TREC-COVID,BM25,1,what is the origin of COVID-19,18,sphk023v,25.314742135444035,0,"Pediatric SARS, H1N1, MERS, EVALI, and Now Coronavirus Disease (COVID-19) Pneumonia: What Radiologists Need to Know. OBJECTIVE. The purpose of this article is to review new pediatric lung disorders-including disorders that have occurred in recent years years such as severe acute respiratory syndrome (SARS), swine-origin influenza A (H1N1), Middle East respiratory syndrome (MERS), e-cigarette or vaping product use-associated lung injury (EVALI), and coronavirus disease (COVID-19) pneumonia-to enhance understanding of the characteristic imaging findings. CONCLUSION. Although the clinical symptoms of SARS, H1N1, MERS, EVALI, and COVID-19 pneumonia in pediatric patients may be nonspecific, some characteristic imaging findings have emerged or are currently emerging. It is essential for radiologists to have a clear understanding of the characteristic imaging appearances of these lung disorders in pediatric patients to ensure optimal patient care.","Pediatric SARS, H1N1, MERS, EVALI, and Now Coronavirus Disease (COVID-19) Pneumonia: What Radiologists Need to Know. OBJECTIVE. The purpose of this article is to review new pediatric lung disorders-including disorders that have occurred in recent years years such as severe acute respiratory syndrome (SARS), swine-origin influenza A (H1N1), Middle East respiratory syndrome (MERS), e-cigarette or vaping product use-associated lung injury (EVALI), and coronavirus disease (COVID-19) pneumonia-to enh..."
TREC-COVID,BM25,1,what is the origin of COVID-19,19,ykb23itb,25.28447553439255,0,"CoViD-19 and stress in the pandemic: ""sanity is not statistical"".. CoViD-19 pandemic is causing serious consequences on mental health, consequences that are considered that bad that World Health Organization has affirmed that mental health defence is priority in this particular moment of development of pandemic. In light of this alertness, what we are interested in approaching in this work, is the specific stress condition caused by pandemic, which underlies and precedes the described classification of diseases and which is going towards an increase in the entire world, including . The stress caused by pandemic is a new condition in comparison with what is known in clinical practice and with what is included in the classification of mental disorder. The ongoing stress condition and the mixture of different types of unconventional stress, which not only hits the present but also disrupts the future, create an entirely new form of clinical condition given by pandemic.","CoViD-19 and stress in the pandemic: ""sanity is not statistical"".. CoViD-19 pandemic is causing serious consequences on mental health, consequences that are considered that bad that World Health Organization has affirmed that mental health defence is priority in this particular moment of development of pandemic. In light of this alertness, what we are interested in approaching in this work, is the specific stress condition caused by pandemic, which underlies and precedes the described classifica..."
TREC-COVID,BM25,1,what is the origin of COVID-19,20,csi7x7w8,25.28447553439255,0,"CoViD-19 and stress in the pandemic: ""sanity is not statistical"". CoViD-19 pandemic is causing serious consequences on mental health, consequences that are considered that bad that World Health Organization has affirmed that mental health defence is priority in this particular moment of development of pandemic. In light of this alertness, what we are interested in approaching in this work, is the specific stress condition caused by pandemic, which underlies and precedes the described classification of diseases and which is going towards an increase in the entire world, including . The stress caused by pandemic is a new condition in comparison with what is known in clinical practice and with what is included in the classification of mental disorder. The ongoing stress condition and the mixture of different types of unconventional stress, which not only hits the present but also disrupts the future, create an entirely new form of clinical condition given by pandemic.","CoViD-19 and stress in the pandemic: ""sanity is not statistical"". CoViD-19 pandemic is causing serious consequences on mental health, consequences that are considered that bad that World Health Organization has affirmed that mental health defence is priority in this particular moment of development of pandemic. In light of this alertness, what we are interested in approaching in this work, is the specific stress condition caused by pandemic, which underlies and precedes the described classificat..."
TREC-COVID,BM25,2,how does the coronavirus respond to changes in the weather,1,4cjlolp6,38.32551011183065,0,"Defence in Depth Against Human Extinction: Prevention, Response, Resilience, and Why They All Matter. We look at classifying extinction risks in three different ways, which affect how we can intervene to reduce risk. First, how does it start causing damage? Second, how does it reach the scale of a global catastrophe? Third, how does it reach everyone? In all of these three phases there is a defence layer that blocks most risks: First, we can prevent catastrophes from occurring. Second, we can respond to catastrophes before they reach a global scale. Third, humanity is resilient against extinction even in the face of global catastrophes. The largest probability of extinction is posed when all of these defences are weak, that is, by risks we are unlikely to prevent, unlikely to successfully respond to, and unlikely to be resilient against. We find that it’s usually best to invest significantly into strengthening all three defence layers. We also suggest ways to do so tailored to the classes of risk we identify. Lastly, we discuss the importance of underlying risk factors – events or structural conditions that may weaken the defence layers even without posing a risk of immediate extinction themselves.","Defence in Depth Against Human Extinction: Prevention, Response, Resilience, and Why They All Matter. We look at classifying extinction risks in three different ways, which affect how we can intervene to reduce risk. First, how does it start causing damage? Second, how does it reach the scale of a global catastrophe? Third, how does it reach everyone? In all of these three phases there is a defence layer that blocks most risks: First, we can prevent catastrophes from occurring. Second, we can re..."
TREC-COVID,BM25,2,how does the coronavirus respond to changes in the weather,2,ma27v97d,37.840098514322435,0,"Mental health and capacity laws in Northern Ireland and the COVID-19 pandemic: Examining powers, procedures and protections under emergency legislation. This article examines the changes made to mental health and capacity laws in Northern Ireland through temporary emergency legislation, known as the Coronavirus Act 2020. The purpose of the legislation was to respond to the emergency situation created by the COVID-19 pandemic, in particular the increase pressure placed on health services in the United Kingdom. An overview is provided of the government's rationale for the changes to Northern Ireland mental health and capacity laws, as well as exploring how they are likely to be operationalised in practice. Consideration is also given as to how such changes may impact upon existing human rights protections for persons assessed as lacking mental capacity. It is argued that it is important that regular parliamentary oversight is maintained in relation to the potential impact and consequences of such changes during the period they are in force. This should be done in order to assess whether they remain a necessary, proportionate and least restrictive response to the challenges faced in managing mental health and capacity issues in Northern Ireland during this public health emergency.","Mental health and capacity laws in Northern Ireland and the COVID-19 pandemic: Examining powers, procedures and protections under emergency legislation. This article examines the changes made to mental health and capacity laws in Northern Ireland through temporary emergency legislation, known as the Coronavirus Act 2020. The purpose of the legislation was to respond to the emergency situation created by the COVID-19 pandemic, in particular the increase pressure placed on health services in the U..."
TREC-COVID,BM25,2,how does the coronavirus respond to changes in the weather,3,526elsrf,37.43753302917672,2,"Weather Conditions and COVID-19 Transmission: Estimates and Projections. Background: Understanding and projecting the spread of COVID-19 requires reliable estimates of how weather components are associated with the transmission of the virus. Prior research on this topic has been inconclusive. Identifying key challenges to reliable estimation of weather impact on transmission we study this question using one of the largest assembled databases of COVID-19 infections and weather. Methods: We assemble a dataset that includes virus transmission and weather data across 3,739 locations from December 12, 2019 to April 22, 2020. Using simulation, we identify key challenges to reliable estimation of weather impacts on transmission, design a statistical method to overcome these challenges, and validate it in a blinded simulation study. Using this method and controlling for location-specific response trends we estimate how different weather variables are associated with the reproduction number for COVID-19. We then use the estimates to project the relative weather-related risk of COVID-19 transmission across the world and in large cities. Results: We show that the delay between exposure and detection of infection complicates the estimation of weather impact on COVID-19 transmission, potentially explaining significant variability in results to-date. Correcting for that distributed delay and offering conservative estimates, we find a negative relationship between temperatures above 25 degrees Celsius and estimated reproduction number ([R]), with each degree Celsius associated with a 3.1% (95% CI, 1.5% to 4.8%) reduction in [R]. Higher levels of relative humidity strengthen the negative effect of temperature above 25 degrees. Moreover, one millibar of additional pressure increases [R] by approximately 0.8 percent (95% CI, 0.6% to 1%) at the median pressure (1016 millibars) in our sample. We also find significant positive effects for wind speed, precipitation, and diurnal temperature on [R]. Sensitivity analysis and simulations show that results are robust to multiple assumptions. Despite conservative estimates, weather effects are associated with a 43% change in [R] between the 5th and 95th percentile of weather conditions in our sample. Conclusions: These results provide evidence for the relationship between several weather variables and the spread of COVID-19. However, the (conservatively) estimated relationships are not strong enough to seasonally control the epidemic in most locations.",Weather Conditions and COVID-19 Transmission: Estimates and Projections. Background: Understanding and projecting the spread of COVID-19 requires reliable estimates of how weather components are associated with the transmission of the virus. Prior research on this topic has been inconclusive. Identifying key challenges to reliable estimation of weather impact on transmission we study this question using one of the largest assembled databases of COVID-19 infections and weather. Methods: We assemb...
TREC-COVID,BM25,2,how does the coronavirus respond to changes in the weather,4,w5kjmw88,37.25549203709094,2,"Weathering the pandemic: How the Caribbean Basin can use viral and environmental patterns to predict, prepare, and respond to COVID-19. The 2020 coronavirus pandemic is developing at different paces throughout the world. Some areas, like the Caribbean Basin, have yet to see the virus strike at full force. When it does, there is reasonable evidence to suggest the consequent COVID-19 outbreaks will overwhelm healthcare systems and economies. This is particularly concerning in the Caribbean as pandemics can have disproportionately higher mortality impacts on lower and middle-income countries. Preliminary observations from our team and others suggest that temperature and climatological factors could influence the spread of this novel coronavirus, making spatiotemporal predictions of its infectiousness possible. This review studies geographic and time-based distribution of known respiratory viruses in the Caribbean Basin in an attempt to foresee how the pandemic will develop in this region. This review is meant to aid in planning short- and long-term interventions to manage outbreaks at the international, national, and subnational levels in the region.","Weathering the pandemic: How the Caribbean Basin can use viral and environmental patterns to predict, prepare, and respond to COVID-19. The 2020 coronavirus pandemic is developing at different paces throughout the world. Some areas, like the Caribbean Basin, have yet to see the virus strike at full force. When it does, there is reasonable evidence to suggest the consequent COVID-19 outbreaks will overwhelm healthcare systems and economies. This is particularly concerning in the Caribbean as pand..."
TREC-COVID,BM25,2,how does the coronavirus respond to changes in the weather,5,qp77vl6h,37.08821792127764,2,"Analysis on Novel Coronavirus (COVID-19) Using Machine Learning Methods. In this paper, we are working on a pandemic of novel coronavirus (COVID-19). COVID-19 is an infectious disease, it creates severe damage in the lungs. COVID-19 causes illness in humans and has killed many people in the entire world. However, this virus is reported as a pandemic by the World Health Organization (WHO) and all countries are trying to control and lockdown all places. The main objective of this work is to solve the five different tasks such as I) Predicting the spread of coronavirus across regions. II) Analyzing the growth rates and the types of mitigation across countries. III) Predicting how the epidemic will end. IV) Analyzing the transmission rate of the virus. V) Correlating the coronavirus and weather conditions. The advantage of doing these tasks to minimize the virus spread by various mitigation, how well the mitigations are working, how many cases have been prevented by this mitigations, an idea about the number of patients that will recover from the infection with old medication, understand how much time will it take to for this pandemic to end, we will be able to understand and analyze how fast or slow the virus is spreading among regions and the infected patient to reduce the spread based clear understanding of the correlation between the spread and weather conditions. In this paper, we propose a novel Support Vector Regression method to analysis five different tasks related to novel coronavirus. In this work, instead of simple regression line we use the supported vectors also to get better classification accuracy. Our approach is evaluated and compared with other well-known regression models on standard available datasets. The promising results demonstrate its superiority in both efficiency and accuracy.","Analysis on Novel Coronavirus (COVID-19) Using Machine Learning Methods. In this paper, we are working on a pandemic of novel coronavirus (COVID-19). COVID-19 is an infectious disease, it creates severe damage in the lungs. COVID-19 causes illness in humans and has killed many people in the entire world. However, this virus is reported as a pandemic by the World Health Organization (WHO) and all countries are trying to control and lockdown all places. The main objective of this work is to solve ..."
